"","id","name","price","unitOfMeasure","availability","description","URL","categoryId","categoryName","subcategoryId","subcategoryName"
"1","P-1810719","Banane / kg",3.99,"kilogram","AVAILABLE","Banane la kg","https://www.cora.ro/banane-kg-P-1810719",77148,"Alimente",77150,"Fructe"
"2","P-2493619","Banane Dole / kg",6.99,"kilogram","AVAILABLE","Dole Banane la kg","https://www.cora.ro/banane-dole-kg-P-2493619",77148,"Alimente",77150,"Fructe"
"3","P-1832454","Lamai / kg",5.99,"kilogram","AVAILABLE","Fructele pot fi tratate cu Imazalil/Thiabendazol. Coaja nu este recomandata consumului uman!","https://www.cora.ro/lamai-kg-P-1832454",77148,"Alimente",77150,"Fructe"
"4","P-1809370","Struguri albi / kg",4.49,"kilogram","AVAILABLE","Struguri albi kg","https://www.cora.ro/struguri-albi-kg-P-1809370",77148,"Alimente",77150,"Fructe"
"5","P-1809137","Mere Idared / kg",3.99,"kilogram","AVAILABLE","Mere proaspete","https://www.cora.ro/mere-idared-kg-P-1809137",77148,"Alimente",77150,"Fructe"
"6","P-1810741","Prune / kg",3.99,"kilogram","AVAILABLE","Prune la kg","https://www.cora.ro/prune-kg-P-1810741",77148,"Alimente",77150,"Fructe"
"7","P-1842723","Portocale / kg",7.99,"kilogram","AVAILABLE","Portocale la kg","https://www.cora.ro/portocale-kg-P-1842723",77148,"Alimente",77150,"Fructe"
"8","P-1809111","Mere Golden / kg",4.99,"kilogram","AVAILABLE","Mere Golden la kg","https://www.cora.ro/mere-golden-kg-P-1809111",77148,"Alimente",77150,"Fructe"
"9","P-2141046","Lamai plasa 500 g",3.49,"buc","AVAILABLE","Fructele pot fi tratate cu Imazalil/Thiabendazol. Coaja nu este recomandata consumului uman!","https://www.cora.ro/lamai-plasa-500-g-P-2141046",77148,"Alimente",77150,"Fructe"
"10","P-1809191","Mere Royal Galla / kg",5.99,"kilogram","AVAILABLE","Mere Jonagold la kg","https://www.cora.ro/mere-royal-galla-kg-P-1809191",77148,"Alimente",77150,"Fructe"
"11","P-1810734","Pere Conference / kg",5.99,"kilogram","AVAILABLE","Pere Conference la kg","https://www.cora.ro/pere-conference-kg-P-1810734",77148,"Alimente",77150,"Fructe"
"12","P-1814973","Kiwi / kg",5.99,"kilogram","AVAILABLE","Kiwi","https://www.cora.ro/kiwi-kg-P-1814973",77148,"Alimente",77150,"Fructe"
"13","P-1853109","Grapefruit rosu / kg",3.99,"kilogram","AVAILABLE","Fructele pot fi tratate cu Imazalil/Thiabendazol. Coaja nu este recomandata consumului uman!","https://www.cora.ro/grapefruit-rosu-kg-P-1853109",77148,"Alimente",77150,"Fructe"
"14","P-1815194","Avocado / bucata",5.49,"buc","AVAILABLE","Avocado la buc","https://www.cora.ro/avocado-bucata-P-1815194",77148,"Alimente",77150,"Fructe"
"15","P-1809295","Mandarine / kg",4.99,"kilogram","AVAILABLE","Fructele pot fi tratate cu Imazalil/Thiabendazol. Coaja nu este recomandata consumului uman!","https://www.cora.ro/mandarine-kg-P-1809295",77148,"Alimente",77150,"Fructe"
"16","P-2083328","Lamai plasa 1 kg",6.99,"buc","AVAILABLE","Fructele pot fi tratate cu Imazalil/Thiabendazol. Coaja nu este recomandata consumului uman!","https://www.cora.ro/lamai-plasa-1-kg-P-2083328",77148,"Alimente",77150,"Fructe"
"17","P-1815205","Mango / bucata",3.99,"buc","AVAILABLE","Mango la buc","https://www.cora.ro/mango-bucata-P-1815205",77148,"Alimente",77150,"Fructe"
"18","P-1868793","Pomelo / kg",4.99,"kilogram","AVAILABLE","Fructele pot fi tratate cu Imazalil/Thiabendazol. Coaja nu este recomandata consumului uman!","https://www.cora.ro/pomelo-kg-P-1868793",77148,"Alimente",77150,"Fructe"
"19","P-1830952","Struguri negri / kg",5.99,"kilogram","AVAILABLE","Struguri negri la kg","https://www.cora.ro/struguri-negri-kg-P-1830952",77148,"Alimente",77150,"Fructe"
"20","P-1815172","Rodii / kg",6.99,"kilogram","AVAILABLE","Rodii la kg","https://www.cora.ro/rodii-kg-P-1815172",77148,"Alimente",77150,"Fructe"
"21","P-2277084","Pere Williams / Packham / kg",6.99,"kilogram","AVAILABLE","Pere Wiliams Packham la kg","https://www.cora.ro/pere-williams-packham-kg-P-2277084",77148,"Alimente",77150,"Fructe"
"22","P-2626588","Lamai netratate plasa 500 g",8.99,"buc","AVAILABLE","Lamai netratate.","https://www.cora.ro/lamai-netratate-plasa-500-g-P-2626588",77148,"Alimente",77150,"Fructe"
"23","P-1842848","Mere Red Delicious / kg",4.99,"kilogram","AVAILABLE","Mere Red Delicious la kg","https://www.cora.ro/mere-red-delicious-kg-P-1842848",77148,"Alimente",77150,"Fructe"
"24","P-1842834","Ananas / kg",5.49,"kilogram","AVAILABLE","Ananas la kg","https://www.cora.ro/ananas-kg-P-1842834",77148,"Alimente",77150,"Fructe"
"25","P-1810534","Mere Starkrimson / kg",5.99,"kilogram","AVAILABLE","Mere Starkrimson la kg","https://www.cora.ro/mere-starkrimson-kg-P-1810534",77148,"Alimente",77150,"Fructe"
"26","P-1809237","Mere Granny Smith / kg",4.99,"kilogram","AVAILABLE","Mere Granny Smith la kg","https://www.cora.ro/mere-granny-smith-kg-P-1809237",77148,"Alimente",77150,"Fructe"
"27","P-1858459","Afine 125 g",7.99,"buc","AVAILABLE","Afine calitatea 1 din Chile.","https://www.cora.ro/afine-125-g-P-1858459",77148,"Alimente",77150,"Fructe"
"28","P-2609227","Avocado Plasa 700g",13.99,"buc","AVAILABLE","Avocado avand calibrul de 5/7. Calitatea I.","https://www.cora.ro/avocado-plasa-700g-P-2609227",77148,"Alimente",77150,"Fructe"
"29","P-2587191","Banane Dole ECO / kg",9.99,"kilogram","AVAILABLE","Dole Banane eco la kg","https://www.cora.ro/banane-dole-eco-kg-P-2587191",77148,"Alimente",77150,"Fructe"
"30","P-1815184","Gutui / kg",4.99,"kilogram","AVAILABLE","Gutui la Kg.","https://www.cora.ro/gutui-kg-P-1815184",77148,"Alimente",77150,"Fructe"
"31","P-2486078","Lamai eco 500g",11.99,"buc","AVAILABLE","Lamai eco.","https://www.cora.ro/lamai-eco-500g-P-2486078",77148,"Alimente",77150,"Fructe"
"32","P-1809313","Clementine la kg",8.99,"kilogram","AVAILABLE","Fructele pot fi tratate cu Imazalil/Thiabendazol. Coaja nu este recomandata consumului uman!","https://www.cora.ro/clementine-la-kg-P-1809313",77148,"Alimente",77150,"Fructe"
"33","P-1815158","Limes / kg",10.99,"kilogram","AVAILABLE","Fructele pot fi tratate cu Imazalil/Thiabendazol. Coaja nu este recomandata consumului uman!","https://www.cora.ro/limes-kg-P-1815158",77148,"Alimente",77150,"Fructe"
"34","P-2214957","Zmeura 125g",14.99,"buc","AVAILABLE","Zmeura calitatea I.","https://www.cora.ro/zmeura-125g-P-2214957",77148,"Alimente",77150,"Fructe"
"35","P-1815508","Capsune 250 g",11.99,"buc","AVAILABLE",NA,"https://www.cora.ro/capsune-250-g-P-1815508",77148,"Alimente",77150,"Fructe"
"36","P-2327897","cora stafide 200g",4.89,"buc","AVAILABLE","Cora stafide 200g","https://www.cora.ro/cora-stafide-200g-P-2327897",77148,"Alimente",77150,"Fructe"
"37","P-2587464","Avocado Ready to eat Twin pack /buc",11.99,"buc","AVAILABLE","Select Fruits avocado twin pack","https://www.cora.ro/avocado-ready-to-eat-twin-pack-buc-P-2587464",77148,"Alimente",77150,"Fructe"
"38","P-1832527","Pepene galben Gallia / kg",7.99,"kilogram","AVAILABLE","Pepene Gallia la kg","https://www.cora.ro/pepene-galben-gallia-kg-P-1832527",77148,"Alimente",77150,"Fructe"
"39","P-1836889","Capsune 500 g",19.99,"buc","AVAILABLE","Capsune la caserola 500 g","https://www.cora.ro/capsune-500-g-P-1836889",77148,"Alimente",77150,"Fructe"
"40","P-2424374","Portocale Spania la kg",8.99,"kilogram","AVAILABLE","Fructele pot fi tratate cu Imazalil/Thiabendazol. Coaja nu este recomandata consumului uman!","https://www.cora.ro/portocale-spania-la-kg-P-2424374",77148,"Alimente",77150,"Fructe"
"41","P-1848536","Kiwi caserola 1 kg",7.99,"buc","AVAILABLE","Kiwi caserola kg.","https://www.cora.ro/kiwi-caserola-1-kg-P-1848536",77148,"Alimente",77150,"Fructe"
"42","P-2565060","Best arahide coapte 300 g",6.39,"buc","AVAILABLE","Ambalat in atmosfera protectoare.","https://www.cora.ro/best-arahide-coapte-300-g-P-2565060",77148,"Alimente",77150,"Fructe"
"43","P-2432043","Jasmin smochine deshidratate 200 g",8.39,"buc","AVAILABLE","Jasmin Smochine Deshidratate 200g","https://www.cora.ro/jasmin-smochine-deshidratate-200-g-P-2432043",77148,"Alimente",77150,"Fructe"
"44","P-2571619","Mix Fructe de Padure 125g",10.99,"buc","AVAILABLE","Mix de fructe de padure, calitatea I.","https://www.cora.ro/mix-fructe-de-padure-125g-P-2571619",77148,"Alimente",77150,"Fructe"
"45","P-2214958","Mure 125 g",11.99,"buc","AVAILABLE","Mure calitatea I.","https://www.cora.ro/mure-125-g-P-2214958",77148,"Alimente",77150,"Fructe"
"46","P-2400063","Mere Golden 2 kg",9.99,"buc","AVAILABLE","Mere Golden calitatea I.","https://www.cora.ro/mere-golden-2-kg-P-2400063",77148,"Alimente",77150,"Fructe"
"47","P-1853543","Portocale plasa 1Kg",7.99,"buc","AVAILABLE","Portocale plasa 1 kg","https://www.cora.ro/portocale-plasa-1kg-P-1853543",77148,"Alimente",77150,"Fructe"
"48","P-1858460","Coacaze rosii 125 g",8.99,"buc","AVAILABLE","Coacaze calitatea 1 din Olanda.","https://www.cora.ro/coacaze-rosii-125-g-P-1858460",77148,"Alimente",77150,"Fructe"
"49","P-2608132","Baby Banane / kg",11.99,"kilogram","AVAILABLE","Banane baby, calitatea I.","https://www.cora.ro/baby-banane-kg-P-2608132",77148,"Alimente",77150,"Fructe"
"50","P-2400065","Mere Red 2 kg",9.99,"buc","AVAILABLE","Mere rosii calitatea a II-a.","https://www.cora.ro/mere-red-2-kg-P-2400065",77148,"Alimente",77150,"Fructe"
"51","P-2406732","Dr. Oetker Stafide aurii 50g",2.77,"buc","AVAILABLE","Stafide aurii din struguri fara samburi ideale pentru prepararea diverselor creme, inghetate, torturi, prajituri, bauturi, budinci si pentru decor.","https://www.cora.ro/dr-oetker-stafide-aurii-50g-P-2406732",77148,"Alimente",77150,"Fructe"
"52","P-1809223","Mere Ionatan / kg",4.99,"kilogram","AVAILABLE","Mere Ionatan la kg","https://www.cora.ro/mere-ionatan-kg-P-1809223",77148,"Alimente",77150,"Fructe"
"53","P-2405799","Dr. Oetker Stafide aurii 100g",5.02,"buc","AVAILABLE","Doctor Oetker Stafide aurii 100g","https://www.cora.ro/dr-oetker-stafide-aurii-100g-P-2405799",77148,"Alimente",77150,"Fructe"
"54","P-2327928","cora stafide 200g",4.19,"buc","AVAILABLE","Cora stafide 200g","https://www.cora.ro/cora-stafide-200g-P-2327928",77148,"Alimente",77150,"Fructe"
"55","P-1860209","Jasmin curmale fara samburi 500 g",9.83,"buc","AVAILABLE","Jasmin curmale 500g","https://www.cora.ro/jasmin-curmale-fara-samburi-500-g-P-1860209",77148,"Alimente",77150,"Fructe"
"56","P-2486084","Portocale plasa ECO 1 kg",13.99,"buc","AVAILABLE","Portocale plasa eco 1 kg","https://www.cora.ro/portocale-plasa-eco-1-kg-P-2486084",77148,"Alimente",77150,"Fructe"
"57","P-2540484","Avocado ECO Twin pack",14.99,"buc","AVAILABLE","Avocado eco twin pack, 400g","https://www.cora.ro/avocado-eco-twin-pack-P-2540484",77148,"Alimente",77150,"Fructe"
"58","P-1815072","Nuca cocos / bucata",2.99,"buc","AVAILABLE","Nuca cocos la buc","https://www.cora.ro/nuca-cocos-bucata-P-1815072",77148,"Alimente",77150,"Fructe"
"59","P-2384106","Orlando s prune deshidratate fara samburi soft 200 g",9.79,"buc","AVAILABLE","Orlando s Prune Deshidratate 200g","https://www.cora.ro/orlando-s-prune-deshidratate-fara-samburi-soft-200-g-P-2384106",77148,"Alimente",77150,"Fructe"
"60","P-1810710","Pepene Gialetti / Honey / kg",6.99,"kilogram","AVAILABLE","Pepene galben de import","https://www.cora.ro/pepene-gialetti-honey-kg-P-1810710",77148,"Alimente",77150,"Fructe"
"61","P-1831623","Jasmin Stafide Brune  500G",10.19,"buc","AVAILABLE","Jasmin Stafide Brune 500 g","https://www.cora.ro/jasmin-stafide-brune-500g-P-1831623",77148,"Alimente",77150,"Fructe"
"62","P-1912150","Jasmin Stafide Aurii 500G",14.59,"buc","AVAILABLE","Jasmin Stafide Aurii 500 g","https://www.cora.ro/jasmin-stafide-aurii-500g-P-1912150",77148,"Alimente",77150,"Fructe"
"63","P-2432027","Jasmin curmale fara samburi 250 g",5.89,"buc","AVAILABLE","Jasmin Curmale fara samburi 250g","https://www.cora.ro/jasmin-curmale-fara-samburi-250-g-P-2432027",77148,"Alimente",77150,"Fructe"
"64","P-2495676","Orlando's fulgi de cocos 250g",8.09,"buc","AVAILABLE","Orlando s fulgi de cocos 250g","https://www.cora.ro/orlando-s-fulgi-de-cocos-250g-P-2495676",77148,"Alimente",77150,"Fructe"
"65","P-2542539","Orlando's stafide aurii 250g",8.59,"buc","AVAILABLE","Orlando s stafide aurii 250g","https://www.cora.ro/orlando-s-stafide-aurii-250g-P-2542539",77148,"Alimente",77150,"Fructe"
"66","P-2406720","Dr. Oetker Stafide brune 50g",2.33,"buc","AVAILABLE","Stafide brune din struguri fara samburi ideale pentru prepararea diverselor creme, inghetate, torturi, prajituri, bauturi, budinci si pentru decor.","https://www.cora.ro/dr-oetker-stafide-brune-50g-P-2406720",77148,"Alimente",77150,"Fructe"
"67","P-2486085","Kiwi ECO 450 g",8.99,"buc","AVAILABLE","Kiwi eco 450 g","https://www.cora.ro/kiwi-eco-450-g-P-2486085",77148,"Alimente",77150,"Fructe"
"68","P-2532157","Jasmin merisor indulcit partial deshidratat 250 g",12.49,"buc","AVAILABLE","Merisor indulcit partial.","https://www.cora.ro/jasmin-merisor-indulcit-partial-deshidratat-250-g-P-2532157",77148,"Alimente",77150,"Fructe"
"69","P-2585051","Mere Red Delicios 4 buc 750g",8.79,"buc","AVAILABLE","Mere Red Delicios caserola 4 buc","https://www.cora.ro/mere-red-delicios-4-buc-750g-P-2585051",77148,"Alimente",77150,"Fructe"
"70","P-1819301","Colonial stafide 50 g",1.39,"buc","AVAILABLE","Fructe deshidratate","https://www.cora.ro/colonial-stafide-50-g-P-1819301",77148,"Alimente",77150,"Fructe"
"71","P-2053309","Mango Ready to eat / bucata",8.99,"buc","AVAILABLE","Ready to eat Mango","https://www.cora.ro/mango-ready-to-eat-bucata-P-2053309",77148,"Alimente",77150,"Fructe"
"72","P-2328326","Jasmin curmale extra light 500 g",7.85,"buc","AVAILABLE","Curmale extra light deshidratate.","https://www.cora.ro/jasmin-curmale-extra-light-500-g-P-2328326",77148,"Alimente",77150,"Fructe"
"73","P-2328325","Jasmin curmale extra light deshidratate 250 g",4.32,"buc","AVAILABLE","Curmale extra light deshidratate.","https://www.cora.ro/jasmin-curmale-extra-light-deshidratate-250-g-P-2328325",77148,"Alimente",77150,"Fructe"
"74","P-2542538","Orlando's stafide brune 250g",6.79,"buc","AVAILABLE","Orlando s stafide brune 250g","https://www.cora.ro/orlando-s-stafide-brune-250g-P-2542538",77148,"Alimente",77150,"Fructe"
"75","P-2571617","Mango ECO / bucata",8.99,"buc","AVAILABLE","Mango ecologic 1  buc","https://www.cora.ro/mango-eco-bucata-P-2571617",77148,"Alimente",77150,"Fructe"
"76","P-2384104","Orlando s curmale deshidratate fara samburi 200 g",9.59,"buc","AVAILABLE","Orlando s Curmale Deshidratate 200g","https://www.cora.ro/orlando-s-curmale-deshidratate-fara-samburi-200-g-P-2384104",77148,"Alimente",77150,"Fructe"
"77","P-2432038","Jasmin Mix Agrise,Goji,Merisor 100G",6.69,"buc","AVAILABLE","Jasmin Mix Agrise Goji Merisor 100 g","https://www.cora.ro/jasmin-mix-agrise-goji-merisor-100g-P-2432038",77148,"Alimente",77150,"Fructe"
"78","P-2482053","Jasmin caise deshidratate 250 g",11.59,"buc","AVAILABLE","Jasmin Caise deshidratate 250g","https://www.cora.ro/jasmin-caise-deshidratate-250-g-P-2482053",77148,"Alimente",77150,"Fructe"
"79","P-2484816","Jasmin goji deshidratat 100 g",8.89,"buc","AVAILABLE","Goji deshidratat.","https://www.cora.ro/jasmin-goji-deshidratat-100-g-P-2484816",77148,"Alimente",77150,"Fructe"
"80","P-2040270","Orlando s prune deshidratate fara samburi 400 g",15.29,"buc","AVAILABLE","Orlando s Prune Deshidratate 500g","https://www.cora.ro/orlando-s-prune-deshidratate-fara-samburi-400-g-P-2040270",77148,"Alimente",77150,"Fructe"
"81","P-2467211","Nutline Cocktail mix stafide si fructe uscate 150 g",16.99,"buc","AVAILABLE","Mix de stafide si fructe uscate - coapte si sarate.","https://www.cora.ro/nutline-cocktail-mix-stafide-si-fructe-uscate-150-g-P-2467211",77148,"Alimente",77150,"Fructe"
"82","P-1747503","Orlando s smochine deshidratate soft 200 g",12.69,"buc","AVAILABLE","Orlando s Smochine Deshidratate 200g","https://www.cora.ro/orlando-s-smochine-deshidratate-soft-200-g-P-1747503",77148,"Alimente",77150,"Fructe"
"83","P-1747084","Orlando s caise deshidratate soft 200 g",17.79,"buc","AVAILABLE","Orlando s Caise Deshidratate 200g","https://www.cora.ro/orlando-s-caise-deshidratate-soft-200-g-P-1747084",77148,"Alimente",77150,"Fructe"
"84","P-2506320","Solaris amestec de fructe uscate dulceturi sublime 150 g",6.6,"buc","AVAILABLE","Solaris Amestec de fructe uscate Dulceturi sublime 150g","https://www.cora.ro/solaris-amestec-de-fructe-uscate-dulceturi-sublime-150-g-P-2506320",77148,"Alimente",77150,"Fructe"
"85","P-2554570","Jasmin ghimbir deshidratat 100 g",5.57,"buc","AVAILABLE","Ghimbir indulcit deshidratat.","https://www.cora.ro/jasmin-ghimbir-deshidratat-100-g-P-2554570",77148,"Alimente",77150,"Fructe"
"86","P-1832097","Elmas Stafide Aurii 500G",17.39,"buc","AVAILABLE","Elmas Stafide Aurii 500 g","https://www.cora.ro/elmas-stafide-aurii-500g-P-1832097",77148,"Alimente",77150,"Fructe"
"87","P-2627800","Dry Fruits Bio miez de nuca ecologic 75 g",9.99,"buc","AVAILABLE","Produs autentic romanesc provenit din agricultura ecologica, contine zaharuri prezente in mod natural, continut redus de grasimi saturate si bogat in fibre.","https://www.cora.ro/dry-fruits-bio-miez-de-nuca-ecologic-75-g-P-2627800",77148,"Alimente",77150,"Fructe"
"88","P-2554558","Jasmin ananas deshidratat 100 g",5.62,"buc","AVAILABLE","Ananas deshidratat si indulcit.","https://www.cora.ro/jasmin-ananas-deshidratat-100-g-P-2554558",77148,"Alimente",77150,"Fructe"
"89","P-2661189","Mix mere si pere 600 g",7.99,"buc","AVAILABLE","Mix de mere si pere, calitatea I.","https://www.cora.ro/mix-mere-si-pere-600-g-P-2661189",77148,"Alimente",77150,"Fructe"
"90","P-2405796","Dr. Oetker Stafide brune 100g",4.08,"buc","AVAILABLE","Doctor Oetker Stafide brune 100g","https://www.cora.ro/dr-oetker-stafide-brune-100g-P-2405796",77148,"Alimente",77150,"Fructe"
"91","P-2430634","cora amestec de fructe exotice 120 g",5.09,"buc","AVAILABLE","Amestec de fructe exotice indulcite si uscate.","https://www.cora.ro/cora-amestec-de-fructe-exotice-120-g-P-2430634",77148,"Alimente",77150,"Fructe"
"92","P-2432159","Orlando'S Stafide Brune 500g",13.49,"buc","AVAILABLE","Orlando s Stafide Brune 500g","https://www.cora.ro/orlando-s-stafide-brune-500g-P-2432159",77148,"Alimente",77150,"Fructe"
"93","P-2578943","Elmas mix stafide arahide alune de padure 150 g",7.09,"buc","AVAILABLE","Mix de stafide, arahide si alune de padure. Produs bogat in vitamine si minerale.","https://www.cora.ro/elmas-mix-stafide-arahide-alune-de-padure-150-g-P-2578943",77148,"Alimente",77150,"Fructe"
"94","P-2384109","Orlando s smochine deshidratate 400 g",19.39,"buc","AVAILABLE","Orlando s Smochine Deshidratate 400g","https://www.cora.ro/orlando-s-smochine-deshidratate-400-g-P-2384109",77148,"Alimente",77150,"Fructe"
"95","P-2623251","Nuca de cocos de baut / bucata",11.99,"buc","AVAILABLE","Nuca de cocos de baut la buc","https://www.cora.ro/nuca-de-cocos-de-baut-bucata-P-2623251",77148,"Alimente",77150,"Fructe"
"96","P-2593390","Elmas migdale crude 170 g",17.69,"buc","AVAILABLE","Migdale crude. O sursa bogata in proteine.","https://www.cora.ro/elmas-migdale-crude-170-g-P-2593390",77148,"Alimente",77150,"Fructe"
"97","P-2627789","Dry Fruits Bio mix de fructe uscate ecologice 75 g",11.89,"buc","AVAILABLE","Produs autentic romanesc provenit din agricultura ecologica, contine zaharuri prezente in mod natural, continut redus de grasimi saturate si bogat in fibre.","https://www.cora.ro/dry-fruits-bio-mix-de-fructe-uscate-ecologice-75-g-P-2627789",77148,"Alimente",77150,"Fructe"
"98","P-2471108","Jasmin cocktail fructe exotice 200 g",8.79,"buc","AVAILABLE","Cokcteil fructe exotice (amestec de fructe exotice).","https://www.cora.ro/jasmin-cocktail-fructe-exotice-200-g-P-2471108",77148,"Alimente",77150,"Fructe"
"99","P-2561412","Kluth amestec de nuci alune si stafide 300 g",16.39,"buc","AVAILABLE","Acest produs este o sursa bogata de proteina vegetala.","https://www.cora.ro/kluth-amestec-de-nuci-alune-si-stafide-300-g-P-2561412",77148,"Alimente",77150,"Fructe"
"100","P-2611211","Orlando s smochine deshidratate 200 g",10.5,"buc","AVAILABLE","Orlando s smochine deshidratate 200 g","https://www.cora.ro/orlando-s-smochine-deshidratate-200-g-P-2611211",77148,"Alimente",77150,"Fructe"
"101","P-2554571","Jasmin mango deshidratat 100 g",6.53,"buc","AVAILABLE","Mango deshidratat si indulcit.","https://www.cora.ro/jasmin-mango-deshidratat-100-g-P-2554571",77148,"Alimente",77150,"Fructe"
"102","P-2561414","Kluth merisoare de munte uscate si indulcite 125 g",12.5,"buc","AVAILABLE","Produsul nu are sare adaugata.","https://www.cora.ro/kluth-merisoare-de-munte-uscate-si-indulcite-125-g-P-2561414",77148,"Alimente",77150,"Fructe"
"103","P-1810582","Pepene Verde",6.99,"kilogram","AVAILABLE","Pepene Verde la kg","https://www.cora.ro/pepene-verde-P-1810582",77148,"Alimente",77150,"Fructe"
"104","P-2506321","Solaris amestec de fructe uscate tentatii dulci 150 g",11.89,"buc","AVAILABLE","Solaris Amestec de fructe uscate Tentatii dulci 150g","https://www.cora.ro/solaris-amestec-de-fructe-uscate-tentatii-dulci-150-g-P-2506321",77148,"Alimente",77150,"Fructe"
"105","P-2561417","Kluth curmale uscate fara samburi si fara zahar adaugat 200 g",12.59,"buc","AVAILABLE","Acest produs este o sursa importanta de fibre.","https://www.cora.ro/kluth-curmale-uscate-fara-samburi-si-fara-zahar-adaugat-200-g-P-2561417",77148,"Alimente",77150,"Fructe"
"106","P-2627787","Dry Fruits Bio mere deschidratate ecologice 30 g",5.92,"buc","AVAILABLE","Produs autentic romanesc provenit din agricultura ecologica, contine zaharuri prezente in mod natural, continut redus de grasimi saturate si bogat in fibre. 100% mere ionathane ecologice feliate uscate, fara samburi.","https://www.cora.ro/dry-fruits-bio-mere-deschidratate-ecologice-30-g-P-2627787",77148,"Alimente",77150,"Fructe"
"107","P-2552718","Banane rosii / kg",17.99,"kilogram","AVAILABLE",NA,"https://www.cora.ro/banane-rosii-kg-P-2552718",77148,"Alimente",77150,"Fructe"
"108","P-2000446","Orlando s mix de fructe 250 g",14.79,"buc","AVAILABLE","Orlando s Mix de Fructe 250g","https://www.cora.ro/orlando-s-mix-de-fructe-250-g-P-2000446",77148,"Alimente",77150,"Fructe"
"109","P-2328257","Orlando s porumb prajit si sarat 500 g",15.74,"buc","AVAILABLE","Orlando s porumb prajit si sarat 500g","https://www.cora.ro/orlando-s-porumb-prajit-si-sarat-500-g-P-2328257",77148,"Alimente",77150,"Fructe"
"110","P-2627788","Dry Fruits Bio prune cu miez nuca ecologice 75 g",11.89,"buc","AVAILABLE","Produs autentic romanesc provenit din agricultura ecologica, contine zaharuri prezente in mod natural, continut redus de grasimi saturate si bogat in fibre. Prune ecologice uscate fara samburi umplute cu miez de nuca ecologic.","https://www.cora.ro/dry-fruits-bio-prune-cu-miez-nuca-ecologice-75-g-P-2627788",77148,"Alimente",77150,"Fructe"
"111","P-1998339","Pitaya / bucata",22.99,"buc","AVAILABLE","Pitaya la buc","https://www.cora.ro/pitaya-bucata-P-1998339",77148,"Alimente",77150,"Fructe"
"112","P-2506313","Solaris amestec de fructe deliciu rosu 125 g",11.12,"buc","AVAILABLE","Solaris Amestec de fructe Deliciu rosu 125g","https://www.cora.ro/solaris-amestec-de-fructe-deliciu-rosu-125-g-P-2506313",77148,"Alimente",77150,"Fructe"
"113","P-2561422","Kluth samburi de pin 100 g",40.69,"buc","AVAILABLE","Acest produs este o sursa importanta de vitamina E.","https://www.cora.ro/kluth-samburi-de-pin-100-g-P-2561422",77148,"Alimente",77150,"Fructe"
"114","P-2644615","Mad Luna merisoare intregi 200 g",12.26,"buc","AVAILABLE","Merisoare deshidratate.","https://www.cora.ro/mad-luna-merisoare-intregi-200-g-P-2644615",77148,"Alimente",77150,"Fructe"
"115","P-1747087","Orlando s curmale deshidratate fara samburi 500 g",12.99,"buc","AVAILABLE","Orlando s Curmale Deshidratate 500g","https://www.cora.ro/orlando-s-curmale-deshidratate-fara-samburi-500-g-P-1747087",77148,"Alimente",77150,"Fructe"
"116","P-2432035","Jasmin agrise 75 g",7.99,"buc","AVAILABLE","Jasmin Agrise 100g","https://www.cora.ro/jasmin-agrise-75-g-P-2432035",77148,"Alimente",77150,"Fructe"
"117","P-2561388","Kluth alune tropicale si stafide 200 g",20.49,"buc","AVAILABLE","Amestec de nuci si samburi exotici cu stafide. Sursa importanta de vitamina E si fibre.","https://www.cora.ro/kluth-alune-tropicale-si-stafide-200-g-P-2561388",77148,"Alimente",77150,"Fructe"
"118","P-2561426","Kluth bucati de ghimbir 200 g",21.29,"buc","AVAILABLE","Ghimbir bucati.","https://www.cora.ro/kluth-bucati-de-ghimbir-200-g-P-2561426",77148,"Alimente",77150,"Fructe"
"119","P-2432048","Orlando s cocktail de fructe deshidratate 250 g",8.69,"buc","AVAILABLE","Orlando s Cocktail de Fructe Deshidratate 250g","https://www.cora.ro/orlando-s-cocktail-de-fructe-deshidratate-250-g-P-2432048",77148,"Alimente",77150,"Fructe"
"120","P-2561423","Kluth Hawaii mix 200 g",15.23,"buc","AVAILABLE","Amestec de nuci tropicale si fructe tropicale confiate.","https://www.cora.ro/kluth-hawaii-mix-200-g-P-2561423",77148,"Alimente",77150,"Fructe"
"121","P-2611210","Orlando s catina deshidratata 80 g",15.29,"buc","AVAILABLE","Orlando s catina deshidratata 80 g","https://www.cora.ro/orlando-s-catina-deshidratata-80-g-P-2611210",77148,"Alimente",77150,"Fructe"
"122","P-2430766","cora Degustation seminte si fructe rosii 120 g",14.09,"buc","AVAILABLE","Amestec de fructe indulcite, deshidratate si fructe cu coaja lemnoasa prajite.","https://www.cora.ro/cora-degustation-seminte-si-fructe-rosii-120-g-P-2430766",77148,"Alimente",77150,"Fructe"
"123","P-2561429","Kluth caju mango si vanilie 100 g",16.29,"buc","AVAILABLE","Nuci de caju glazurate cu mango si vanilie burbon.","https://www.cora.ro/kluth-caju-mango-si-vanilie-100-g-P-2561429",77148,"Alimente",77150,"Fructe"
"124","P-2577509","Kluth mix nuci tropicale si merisoare 115 g",13.41,"buc","AVAILABLE","Mix de fructe uscate si merisoare.","https://www.cora.ro/kluth-mix-nuci-tropicale-si-merisoare-115-g-P-2577509",77148,"Alimente",77150,"Fructe"
