"","ID","nume","pret","um","instoc","descriere","url","idcategorie","numecategorie","idsubcateg","numesubcateg"
"1","P-1810719","Banane / kg",4.99,"kilogram","AVAILABLE","Banane la kg","https://www.cora.ro/banane-kg-P-1810719",77148,"Alimente",77150,"Fructe"
"2","P-2493619","Banane Dole / kg",6.99,"kilogram","AVAILABLE","Dole Banane la kg","https://www.cora.ro/banane-dole-kg-P-2493619",77148,"Alimente",77150,"Fructe"
"3","P-1809313","Clementine la kg",4.99,"kilogram","AVAILABLE","Fructele pot fi tratate cu Imazalil/Thiabendazol. Coaja nu este recomandata consumului uman!","https://www.cora.ro/clementine-la-kg-P-1809313",77148,"Alimente",77150,"Fructe"
"4","P-1832454","Lamai / kg",4.49,"kilogram","AVAILABLE","Fructele pot fi tratate cu Imazalil/Thiabendazol. Coaja nu este recomandata consumului uman!","https://www.cora.ro/lamai-kg-P-1832454",77148,"Alimente",77150,"Fructe"
"5","P-1809137","Mere Idared / kg",2.99,"kilogram","AVAILABLE","Mere proaspete","https://www.cora.ro/mere-idared-kg-P-1809137",77148,"Alimente",77150,"Fructe"
"6","P-1809295","Mandarine / kg",4.49,"kilogram","AVAILABLE","Fructele pot fi tratate cu Imazalil/Thiabendazol. Coaja nu este recomandata consumului uman!","https://www.cora.ro/mandarine-kg-P-1809295",77148,"Alimente",77150,"Fructe"
"7","P-1842723","Portocale / kg",4.99,"kilogram","AVAILABLE","Portocale la kg","https://www.cora.ro/portocale-kg-P-1842723",77148,"Alimente",77150,"Fructe"
"8","P-1868793","Pomelo / kg",4.49,"kilogram","AVAILABLE","Fructele pot fi tratate cu Imazalil/Thiabendazol. Coaja nu este recomandata consumului uman!","https://www.cora.ro/pomelo-kg-P-1868793",77148,"Alimente",77150,"Fructe"
"9","P-2059534","Portocale plasa 2Kg",5.99,"buc","AVAILABLE","Portocale plasa 2 kg","https://www.cora.ro/portocale-plasa-2kg-P-2059534",77148,"Alimente",77150,"Fructe"
"10","P-1853543","Portocale plasa 1 kg",4.49,"buc","AVAILABLE","Portocale plasa 1 kg","https://www.cora.ro/portocale-plasa-1-kg-P-1853543",77148,"Alimente",77150,"Fructe"
"11","P-2141046","Lamai plasa 500 g",1.99,"buc","AVAILABLE","Fructele pot fi tratate cu Imazalil/Thiabendazol. Coaja nu este recomandata consumului uman!","https://www.cora.ro/lamai-plasa-500-g-P-2141046",77148,"Alimente",77150,"Fructe"
"12","P-1853109","Grapefruit rosu / kg",4.99,"kilogram","AVAILABLE","Fructele pot fi tratate cu Imazalil/Thiabendazol. Coaja nu este recomandata consumului uman!","https://www.cora.ro/grapefruit-rosu-kg-P-1853109",77148,"Alimente",77150,"Fructe"
"13","P-1815172","Rodii / kg",5.49,"kilogram","AVAILABLE","Rodii la kg","https://www.cora.ro/rodii-kg-P-1815172",77148,"Alimente",77150,"Fructe"
"14","P-1809111","Mere Golden / kg",4.49,"kilogram","AVAILABLE","Mere Golden la kg","https://www.cora.ro/mere-golden-kg-P-1809111",77148,"Alimente",77150,"Fructe"
"15","P-1815194","Avocado per bucata",4.99,"buc","AVAILABLE","Avocado la buc","https://www.cora.ro/avocado-per-bucata-P-1815194",77148,"Alimente",77150,"Fructe"
"16","P-1830952","Struguri negri / kg",6.99,"kilogram","AVAILABLE","Struguri negri la kg","https://www.cora.ro/struguri-negri-kg-P-1830952",77148,"Alimente",77150,"Fructe"
"17","P-2083328","Lamai plasa 1 kg",4.99,"buc","AVAILABLE","Fructele pot fi tratate cu Imazalil/Thiabendazol. Coaja nu este recomandata consumului uman!","https://www.cora.ro/lamai-plasa-1-kg-P-2083328",77148,"Alimente",77150,"Fructe"
"18","P-2424374","Portocale Spania la kg",7.99,"kilogram","AVAILABLE","Fructele pot fi tratate cu Imazalil/Thiabendazol. Coaja nu este recomandata consumului uman!","https://www.cora.ro/portocale-spania-la-kg-P-2424374",77148,"Alimente",77150,"Fructe"
"19","P-1814973","Kiwi / kg",7.99,"kilogram","AVAILABLE","Kiwi","https://www.cora.ro/kiwi-kg-P-1814973",77148,"Alimente",77150,"Fructe"
"20","P-1810734","Pere Conference / kg",5.99,"kilogram","AVAILABLE","Pere Conference la kg","https://www.cora.ro/pere-conference-kg-P-1810734",77148,"Alimente",77150,"Fructe"
"21","P-1858459","Afine 125 g",7.99,"buc","AVAILABLE","Afine calitatea 1 din Chile.","https://www.cora.ro/afine-125-g-P-1858459",77148,"Alimente",77150,"Fructe"
"22","P-1815205","Mango per bucata",3.99,"buc","AVAILABLE","Mango la buc","https://www.cora.ro/mango-per-bucata-P-1815205",77148,"Alimente",77150,"Fructe"
"23","P-1842834","Ananas / kg",7.99,"kilogram","AVAILABLE","Ananas la kg","https://www.cora.ro/ananas-kg-P-1842834",77148,"Alimente",77150,"Fructe"
"24","P-1809191","Mere Royal Galla / kg",5.99,"kilogram","AVAILABLE","Mere Jonagold la kg","https://www.cora.ro/mere-royal-galla-kg-P-1809191",77148,"Alimente",77150,"Fructe"
"25","P-2277084","Pere Williams / Packham / kg",6.49,"kilogram","AVAILABLE","Pere Wiliams Packham la kg","https://www.cora.ro/pere-williams-packham-kg-P-2277084",77148,"Alimente",77150,"Fructe"
"26","P-1842848","Mere Red Delicious / kg",4.99,"kilogram","AVAILABLE","Mere Red Delicious la kg","https://www.cora.ro/mere-red-delicious-kg-P-1842848",77148,"Alimente",77150,"Fructe"
"27","P-1809237","Mere Granny Smith / kg",4.99,"kilogram","AVAILABLE","Mere Granny Smith la kg","https://www.cora.ro/mere-granny-smith-kg-P-1809237",77148,"Alimente",77150,"Fructe"
"28","P-1831218","Struguri roze / kg",13.99,"kilogram","AVAILABLE","Struguri roze la kg","https://www.cora.ro/struguri-roze-kg-P-1831218",77148,"Alimente",77150,"Fructe"
"29","P-2587191","Banane Dole ECO / kg",9.99,"kilogram","AVAILABLE","Dole Banane eco la kg","https://www.cora.ro/banane-dole-eco-kg-P-2587191",77148,"Alimente",77150,"Fructe"
"30","P-2219437","Pere Abate / kg",6.99,"kilogram","AVAILABLE","Pere Abate la kg","https://www.cora.ro/pere-abate-kg-P-2219437",77148,"Alimente",77150,"Fructe"
"31","P-1848536","Kiwi caserola 1 kg",7.99,"buc","AVAILABLE","Kiwi caserola kg.","https://www.cora.ro/kiwi-caserola-1-kg-P-1848536",77148,"Alimente",77150,"Fructe"
"32","P-2375744","Pere Santa Maria / kg",5.99,"kilogram","AVAILABLE","Pere Santa Maria la kg.","https://www.cora.ro/pere-santa-maria-kg-P-2375744",77148,"Alimente",77150,"Fructe"
"33","P-1815158","Limes / kg",10.99,"kilogram","AVAILABLE","Fructele pot fi tratate cu Imazalil/Thiabendazol. Coaja nu este recomandata consumului uman!","https://www.cora.ro/limes-kg-P-1815158",77148,"Alimente",77150,"Fructe"
"34","P-1810534","Mere Starkrimson / kg",5.99,"kilogram","AVAILABLE","Mere Starkrimson la kg","https://www.cora.ro/mere-starkrimson-kg-P-1810534",77148,"Alimente",77150,"Fructe"
"35","P-1810741","Prune / kg",6.99,"kilogram","AVAILABLE","Prune la kg","https://www.cora.ro/prune-kg-P-1810741",77148,"Alimente",77150,"Fructe"
"36","P-1815184","Gutui / kg",4.99,"kilogram","AVAILABLE","Gutui la Kg.","https://www.cora.ro/gutui-kg-P-1815184",77148,"Alimente",77150,"Fructe"
"37","P-1815508","Capsune 250 g",11.99,"buc","AVAILABLE",NA,"https://www.cora.ro/capsune-250-g-P-1815508",77148,"Alimente",77150,"Fructe"
"38","P-1809370","Struguri albi / kg",12.99,"kilogram","AVAILABLE","Struguri albi kg","https://www.cora.ro/struguri-albi-kg-P-1809370",77148,"Alimente",77150,"Fructe"
"39","P-2486078","Lamai eco 500g",5.99,"buc","AVAILABLE","Lamai eco.","https://www.cora.ro/lamai-eco-500g-P-2486078",77148,"Alimente",77150,"Fructe"
"40","P-2609227","Avocado plasa 700 g",12.99,"buc","AVAILABLE","Avocado avand calibrul de 5/7. Calitatea I.","https://www.cora.ro/avocado-plasa-700-g-P-2609227",77148,"Alimente",77150,"Fructe"
"41","P-1836889","Capsune 500 g",24.99,"buc","AVAILABLE","Capsune la caserola 500 g","https://www.cora.ro/capsune-500-g-P-1836889",77148,"Alimente",77150,"Fructe"
"42","P-2587464","Avocado Ready to eat Twin pack /buc",9.99,"buc","AVAILABLE","Select Fruits avocado twin pack","https://www.cora.ro/avocado-ready-to-eat-twin-pack-buc-P-2587464",77148,"Alimente",77150,"Fructe"
"43","P-2450025","Mere Jonagored",5.99,"kilogram","AVAILABLE","Mere Jonagored la kg","https://www.cora.ro/mere-jonagored-P-2450025",77148,"Alimente",77150,"Fructe"
"44","P-2432043","Jasmin smochine 200 g",6.89,"buc","AVAILABLE","Smochine deshidratate.","https://www.cora.ro/jasmin-smochine-200-g-P-2432043",77148,"Alimente",77150,"Fructe"
"45","P-1809276","Grapefruit alb la kg",4.99,"kilogram","AVAILABLE","Fructele pot fi tratate cu Imazalil/Thiabendazol. Coaja nu este recomandata consumului uman!","https://www.cora.ro/grapefruit-alb-la-kg-P-1809276",77148,"Alimente",77150,"Fructe"
"46","P-2400063","Mere Golden 2 kg",9.99,"buc","AVAILABLE","Mere Golden calitatea I.","https://www.cora.ro/mere-golden-2-kg-P-2400063",77148,"Alimente",77150,"Fructe"
"47","P-2626588","Lamai netratate plasa 500 g",6.99,"buc","AVAILABLE","Lamai netratate.","https://www.cora.ro/lamai-netratate-plasa-500-g-P-2626588",77148,"Alimente",77150,"Fructe"
"48","P-2214958","Mure 125 g",13.99,"buc","AVAILABLE","Mure calitatea I.","https://www.cora.ro/mure-125-g-P-2214958",77148,"Alimente",77150,"Fructe"
"49","P-1858460","Coacaze rosii 125 g",8.99,"buc","AVAILABLE","Coacaze calitatea 1 din Olanda.","https://www.cora.ro/coacaze-rosii-125-g-P-1858460",77148,"Alimente",77150,"Fructe"
"50","P-2400065","Mere Red 2 kg",9.99,"buc","AVAILABLE","Mere rosii calitatea a II-a.","https://www.cora.ro/mere-red-2-kg-P-2400065",77148,"Alimente",77150,"Fructe"
"51","P-2608132","Baby Banane / kg",11.99,"kilogram","AVAILABLE","Banane baby, calitatea I.","https://www.cora.ro/baby-banane-kg-P-2608132",77148,"Alimente",77150,"Fructe"
"52","P-2327897","cora stafide aurii 200 g",5.29,"buc","AVAILABLE","Stafide aurii fara samburi. Produs obtinut prin deshidratarea strugurilor.","https://www.cora.ro/cora-stafide-aurii-200-g-P-2327897",77148,"Alimente",77150,"Fructe"
"53","P-1832527","Pepene galben Gallia / kg",8.99,"kilogram","AVAILABLE","Pepene Gallia la kg","https://www.cora.ro/pepene-galben-gallia-kg-P-1832527",77148,"Alimente",77150,"Fructe"
"54","P-1815258","Sweetie la kg",9.99,"kilogram","AVAILABLE","Fructele pot fi tratate cu Imazalil/Thiabendazol. Coaja nu este recomandata consumului uman!","https://www.cora.ro/sweetie-la-kg-P-1815258",77148,"Alimente",77150,"Fructe"
"55","P-1810582","Pepene Verde",5.99,"kilogram","AVAILABLE","Pepene Verde la kg","https://www.cora.ro/pepene-verde-P-1810582",77148,"Alimente",77150,"Fructe"
"56","P-2406732","Dr. Oetker Stafide aurii 50g",2.77,"buc","AVAILABLE","Stafide aurii din struguri fara samburi ideale pentru prepararea diverselor creme, inghetate, torturi, prajituri, bauturi, budinci si pentru decor.","https://www.cora.ro/dr-oetker-stafide-aurii-50g-P-2406732",77148,"Alimente",77150,"Fructe"
"57","P-1912150","Jasmin Stafide Aurii 500G",14.19,"buc","AVAILABLE","Jasmin Stafide Aurii 500 g","https://www.cora.ro/jasmin-stafide-aurii-500g-P-1912150",77148,"Alimente",77150,"Fructe"
"58","P-2468965","Struguri Albi Fara Samburi 500g",5.99,"buc","AVAILABLE","Struguri albi fara samburi din Grecia","https://www.cora.ro/struguri-albi-fara-samburi-500g-P-2468965",77148,"Alimente",77150,"Fructe"
"59","P-2565060","Best arahide coapte 300 g",6.79,"buc","AVAILABLE","Arahide coapte cu sare.","https://www.cora.ro/best-arahide-coapte-300-g-P-2565060",77148,"Alimente",77150,"Fructe"
"60","P-2486084","Portocale plasa ECO 1 kg",6.99,"buc","AVAILABLE","Portocale plasa eco 1 kg","https://www.cora.ro/portocale-plasa-eco-1-kg-P-2486084",77148,"Alimente",77150,"Fructe"
"61","P-2432027","Jasmin curmale fara samburi 250 g",4.49,"buc","AVAILABLE","Jasmin Curmale fara samburi 250g","https://www.cora.ro/jasmin-curmale-fara-samburi-250-g-P-2432027",77148,"Alimente",77150,"Fructe"
"62","P-1809223","Mere Ionatan / kg",4.99,"kilogram","AVAILABLE","Mere Ionatan la kg","https://www.cora.ro/mere-ionatan-kg-P-1809223",77148,"Alimente",77150,"Fructe"
"63","P-2384106","Orlando s prune deshidratate fara samburi soft 200 g",9.99,"buc","AVAILABLE","Orlando s Prune Deshidratate 200g","https://www.cora.ro/orlando-s-prune-deshidratate-fara-samburi-soft-200-g-P-2384106",77148,"Alimente",77150,"Fructe"
"64","P-1831623","Jasmin Stafide Brune  500G",9.99,"buc","AVAILABLE","Jasmin Stafide Brune 500 g","https://www.cora.ro/jasmin-stafide-brune-500g-P-1831623",77148,"Alimente",77150,"Fructe"
"65","P-2540484","Avocado ECO Twin pack",12.49,"buc","AVAILABLE","Avocado eco twin pack, 400g","https://www.cora.ro/avocado-eco-twin-pack-P-2540484",77148,"Alimente",77150,"Fructe"
"66","P-1815072","Nuca cocos / bucata",2.99,"buc","AVAILABLE","Nuca cocos la buc","https://www.cora.ro/nuca-cocos-bucata-P-1815072",77148,"Alimente",77150,"Fructe"
"67","P-1810710","Pepene Gialetti / Honey / kg",7.99,"kilogram","AVAILABLE","Pepene galben de import","https://www.cora.ro/pepene-gialetti-honey-kg-P-1810710",77148,"Alimente",77150,"Fructe"
"68","P-2532157","Jasmin merisor indulcit partial deshidratat 250 g",12.69,"buc","AVAILABLE","Merisor indulcit partial.","https://www.cora.ro/jasmin-merisor-indulcit-partial-deshidratat-250-g-P-2532157",77148,"Alimente",77150,"Fructe"
"69","P-2327928","cora stafide brune 200 g",4.19,"buc","AVAILABLE","Stafide brune fara samburi. Produs obtinut prin deshidratarea strugurilor.","https://www.cora.ro/cora-stafide-brune-200-g-P-2327928",77148,"Alimente",77150,"Fructe"
"70","P-1860209","Jasmin curmale fara samburi 500 g",9.99,"buc","AVAILABLE","Curmale fara samburi.","https://www.cora.ro/jasmin-curmale-fara-samburi-500-g-P-1860209",77148,"Alimente",77150,"Fructe"
"71","P-2053309","Mango Ready to eat / bucata",7.99,"buc","AVAILABLE","Ready to eat Mango","https://www.cora.ro/mango-ready-to-eat-bucata-P-2053309",77148,"Alimente",77150,"Fructe"
"72","P-2542539","Orlandos stafide aurii 250 g",8.09,"buc","AVAILABLE","Stafide aurii din struguri fara samburi.","https://www.cora.ro/orlandos-stafide-aurii-250-g-P-2542539",77148,"Alimente",77150,"Fructe"
"73","P-2040270","Orlando s prune deshidratate fara samburi 400 g",17.09,"buc","AVAILABLE","Orlando s Prune Deshidratate 500g","https://www.cora.ro/orlando-s-prune-deshidratate-fara-samburi-400-g-P-2040270",77148,"Alimente",77150,"Fructe"
"74","P-2571617","Mango ECO / bucata",8.99,"buc","AVAILABLE","Mango ecologic 1  buc","https://www.cora.ro/mango-eco-bucata-P-2571617",77148,"Alimente",77150,"Fructe"
"75","P-2328325","Jasmin curmale extra light deshidratate 250 g",4.32,"buc","AVAILABLE","Curmale extra light deshidratate.","https://www.cora.ro/jasmin-curmale-extra-light-deshidratate-250-g-P-2328325",77148,"Alimente",77150,"Fructe"
"76","P-1815045","Piersici / kg",26.99,"kilogram","AVAILABLE","Piersici la kg","https://www.cora.ro/piersici-kg-P-1815045",77148,"Alimente",77150,"Fructe"
"77","P-2328326","Jasmin curmale extra light 500 g",7.99,"buc","AVAILABLE","Curmale extra light deshidratate.","https://www.cora.ro/jasmin-curmale-extra-light-500-g-P-2328326",77148,"Alimente",77150,"Fructe"
"78","P-2486085","Kiwi ECO 450 g",8.99,"buc","AVAILABLE","Kiwi eco 450 g","https://www.cora.ro/kiwi-eco-450-g-P-2486085",77148,"Alimente",77150,"Fructe"
"79","P-2432038","Jasmin Mix Agrise,Goji,Merisor 100G",6.59,"buc","AVAILABLE","Jasmin Mix Agrise Goji Merisor 100 g","https://www.cora.ro/jasmin-mix-agrise-goji-merisor-100g-P-2432038",77148,"Alimente",77150,"Fructe"
"80","P-2405799","Dr. Oetker Stafide aurii 100g",5.29,"buc","AVAILABLE","Doctor Oetker Stafide aurii 100g","https://www.cora.ro/dr-oetker-stafide-aurii-100g-P-2405799",77148,"Alimente",77150,"Fructe"
"81","P-2542538","Orlandos stafide brune 250 g",6.09,"buc","AVAILABLE","Stafide brune din struguri fara samburi.","https://www.cora.ro/orlandos-stafide-brune-250-g-P-2542538",77148,"Alimente",77150,"Fructe"
"82","P-1747087","Orlando s curmale deshidratate fara samburi 500 g",13.19,"buc","AVAILABLE","Orlando s Curmale Deshidratate 500g","https://www.cora.ro/orlando-s-curmale-deshidratate-fara-samburi-500-g-P-1747087",77148,"Alimente",77150,"Fructe"
"83","P-2661189","Mix mere si pere 600 g",7.99,"buc","AVAILABLE","Mix de mere si pere, calitatea I.","https://www.cora.ro/mix-mere-si-pere-600-g-P-2661189",77148,"Alimente",77150,"Fructe"
"84","P-1747503","Orlando s smochine deshidratate soft 200 g",12.89,"buc","AVAILABLE","Orlando s Smochine Deshidratate 200g","https://www.cora.ro/orlando-s-smochine-deshidratate-soft-200-g-P-1747503",77148,"Alimente",77150,"Fructe"
"85","P-2623251","Nuca de cocos de baut / bucata",9.99,"buc","AVAILABLE","Nuca de cocos de baut la buc","https://www.cora.ro/nuca-de-cocos-de-baut-bucata-P-2623251",77148,"Alimente",77150,"Fructe"
"86","P-2482053","Jasmin caise deshidratate 250 g",11.79,"buc","AVAILABLE","Jasmin Caise deshidratate 250g","https://www.cora.ro/jasmin-caise-deshidratate-250-g-P-2482053",77148,"Alimente",77150,"Fructe"
"87","P-2585051","Mere Red Delicios 4 buc 750g",8.79,"buc","AVAILABLE","Mere Red Delicios caserola 4 buc","https://www.cora.ro/mere-red-delicios-4-buc-750g-P-2585051",77148,"Alimente",77150,"Fructe"
"88","P-2405796","Dr. Oetker Stafide brune 100g",3.29,"buc","AVAILABLE","Doctor Oetker Stafide brune 100g","https://www.cora.ro/dr-oetker-stafide-brune-100g-P-2405796",77148,"Alimente",77150,"Fructe"
"89","P-2471108","Jasmin cocktail fructe exotice 200 g",8.89,"buc","AVAILABLE","Cokcteil fructe exotice (amestec de fructe exotice).","https://www.cora.ro/jasmin-cocktail-fructe-exotice-200-g-P-2471108",77148,"Alimente",77150,"Fructe"
"90","P-1747084","Orlando s caise deshidratate soft 200 g",18.09,"buc","AVAILABLE","Orlando s Caise Deshidratate 200g","https://www.cora.ro/orlando-s-caise-deshidratate-soft-200-g-P-1747084",77148,"Alimente",77150,"Fructe"
"91","P-2432159","Orlando'S Stafide Brune 500g",13.19,"buc","AVAILABLE","Orlando s Stafide Brune 500g","https://www.cora.ro/orlando-s-stafide-brune-500g-P-2432159",77148,"Alimente",77150,"Fructe"
"92","P-2593390","Elmas migdale crude 170 g",17.99,"buc","AVAILABLE","Migdale crude.","https://www.cora.ro/elmas-migdale-crude-170-g-P-2593390",77148,"Alimente",77150,"Fructe"
"93","P-1819301","Colonial stafide 50 g",1.39,"buc","AVAILABLE","Stafide dulci.","https://www.cora.ro/colonial-stafide-50-g-P-1819301",77148,"Alimente",77150,"Fructe"
"94","P-1993665","PHYSALIS 100 g",3.99,"buc","AVAILABLE","Physalis la caserola.","https://www.cora.ro/physalis-100-g-P-1993665",77148,"Alimente",77150,"Fructe"
"95","P-2554570","Jasmin ghimbir deshidratat 100 g",5.69,"buc","AVAILABLE","Ghimbir indulcit si deshidratat.","https://www.cora.ro/jasmin-ghimbir-deshidratat-100-g-P-2554570",77148,"Alimente",77150,"Fructe"
"96","P-2625866","Portocale pentru suc / kg",1.09,"kilogram","AVAILABLE","Cel mai bun suc de portocale se obtine din portocale proaspat stoarse, fara a adauga nici un fel de alte ingrediente.","https://www.cora.ro/portocale-pentru-suc-kg-P-2625866",77148,"Alimente",77150,"Fructe"
"97","P-1832097","Elmas stafide aurii 500 g",16.99,"buc","AVAILABLE","Stafide aurii deshidratate.","https://www.cora.ro/elmas-stafide-aurii-500-g-P-1832097",77148,"Alimente",77150,"Fructe"
"98","P-2430766","cora Degustation seminte si fructe rosii 120 g",13.09,"buc","AVAILABLE","Amestec de fructe indulcite, deshidratate si fructe cu coaja lemnoasa prajite.","https://www.cora.ro/cora-degustation-seminte-si-fructe-rosii-120-g-P-2430766",77148,"Alimente",77150,"Fructe"
"99","P-2484816","Jasmin goji 100 g",9.09,"buc","AVAILABLE","Goji deshidratat.","https://www.cora.ro/jasmin-goji-100-g-P-2484816",77148,"Alimente",77150,"Fructe"
"100","P-1832532","Pepene Cantalup",7.99,"kilogram","AVAILABLE","Pepene Cantaloeup la kg","https://www.cora.ro/pepene-cantalup-P-1832532",77148,"Alimente",77150,"Fructe"
"101","P-2561414","Kluth cranberries 125 g",9.95,"buc","AVAILABLE","Merisoare de munte uscate si indulcite.","https://www.cora.ro/kluth-cranberries-125-g-P-2561414",77148,"Alimente",77150,"Fructe"
"102","P-2578943","Elmas mix stafide arahide alune de padure 150 g",7.09,"buc","AVAILABLE","Mix de stafide, arahide si alune de padure. Produs bogat in vitamine si minerale.","https://www.cora.ro/elmas-mix-stafide-arahide-alune-de-padure-150-g-P-2578943",77148,"Alimente",77150,"Fructe"
"103","P-2627800","Dry Fruits Miez de nuca extra bio 75g",10.09,"buc","AVAILABLE","Produs autentic romanesc provenit din agricultura ecologica.","https://www.cora.ro/dry-fruits-miez-de-nuca-extra-bio-75g-P-2627800",77148,"Alimente",77150,"Fructe"
"104","P-2644623","Mad Luna stafide aurii 200 g",7.16,"buc","AVAILABLE","Stafide aurii.","https://www.cora.ro/mad-luna-stafide-aurii-200-g-P-2644623",77148,"Alimente",77150,"Fructe"
"105","P-2554558","Jasmin ananas deshidratat 100 g",5.62,"buc","AVAILABLE","Ananas deshidratat si indulcit.","https://www.cora.ro/jasmin-ananas-deshidratat-100-g-P-2554558",77148,"Alimente",77150,"Fructe"
"106","P-2561417","Kluth curmale 200 g",12.59,"buc","AVAILABLE","Curmale uscate fara samburi si fara zahar adaugat.","https://www.cora.ro/kluth-curmale-200-g-P-2561417",77148,"Alimente",77150,"Fructe"
"107","P-2430634","cora amestec de fructe exotice 120 g",5.09,"buc","AVAILABLE","Amestec de fructe exotice indulcite si uscate.","https://www.cora.ro/cora-amestec-de-fructe-exotice-120-g-P-2430634",77148,"Alimente",77150,"Fructe"
"108","P-2384104","Orlando s curmale deshidratate fara samburi 200 g",9.49,"buc","AVAILABLE","Orlando s Curmale Deshidratate 200g","https://www.cora.ro/orlando-s-curmale-deshidratate-fara-samburi-200-g-P-2384104",77148,"Alimente",77150,"Fructe"
"109","P-2644622","Mad Luna smochine 200 g",12.34,"buc","AVAILABLE","Smochine deshidratate.","https://www.cora.ro/mad-luna-smochine-200-g-P-2644622",77148,"Alimente",77150,"Fructe"
"110","P-2506313","Solaris Deliciu Rosu amestec fructe 125 g",11.29,"buc","AVAILABLE","Amestec de fructe uscate alcatuit din stafide, caju, migdale, merisor, agrise, seminte de pin.","https://www.cora.ro/solaris-deliciu-rosu-amestec-fructe-125-g-P-2506313",77148,"Alimente",77150,"Fructe"
"111","P-2561386","Kluth prune uscate fara samburi 200 g",19.89,"buc","AVAILABLE","Prune uscate, fara samburi si fara zahar adaugat.","https://www.cora.ro/kluth-prune-uscate-fara-samburi-200-g-P-2561386",77148,"Alimente",77150,"Fructe"
"112","P-2611211","Orlando s smochine deshidratate 200 g",10.69,"buc","AVAILABLE","Orlando s smochine deshidratate 200 g","https://www.cora.ro/orlando-s-smochine-deshidratate-200-g-P-2611211",77148,"Alimente",77150,"Fructe"
"113","P-2328257","Orlando s porumb prajit si sarat 500 g",15.69,"buc","AVAILABLE","Orlando s porumb prajit si sarat 500g","https://www.cora.ro/orlando-s-porumb-prajit-si-sarat-500-g-P-2328257",77148,"Alimente",77150,"Fructe"
"114","P-2644615","Mad Luna merisoare intregi 200 g",12.26,"buc","AVAILABLE","Merisoare deshidratate.","https://www.cora.ro/mad-luna-merisoare-intregi-200-g-P-2644615",77148,"Alimente",77150,"Fructe"
"115","P-2406720","Dr. Oetker Stafide brune 50g",2.33,"buc","AVAILABLE","Stafide brune din struguri fara samburi ideale pentru prepararea diverselor creme, inghetate, torturi, prajituri, bauturi, budinci si pentru decor.","https://www.cora.ro/dr-oetker-stafide-brune-50g-P-2406720",77148,"Alimente",77150,"Fructe"
"116","P-2467211","Nutline Cocktail mix stafide si fructe uscate 150 g",16.99,"buc","AVAILABLE","Mix de stafide si fructe uscate - coapte si sarate.","https://www.cora.ro/nutline-cocktail-mix-stafide-si-fructe-uscate-150-g-P-2467211",77148,"Alimente",77150,"Fructe"
"117","P-2627802","Dry Fruits Pulpa de macese bio 100g",12.09,"buc","AVAILABLE","Produs autentic romanesc provenit din agricultura ecologica, contine zaharuri prezente in mod natural, continut redus de grasimi, continut scazut de sare si bogat in fibre.","https://www.cora.ro/dry-fruits-pulpa-de-macese-bio-100g-P-2627802",77148,"Alimente",77150,"Fructe"
"118","P-2506320","Solaris dulceturi sublime 150 g",6.69,"buc","AVAILABLE","Curmale, stafide, caise, smochine, merisor, ananas, papaya.","https://www.cora.ro/solaris-dulceturi-sublime-150-g-P-2506320",77148,"Alimente",77150,"Fructe"
"119","P-2554571","Jasmin mango deshidratat 100 g",6.53,"buc","AVAILABLE","Mango deshidratat si indulcit.","https://www.cora.ro/jasmin-mango-deshidratat-100-g-P-2554571",77148,"Alimente",77150,"Fructe"
"120","P-2644617","Mad Luna prune intregi fara samburi 200 g",8.95,"buc","AVAILABLE","Prune fara samburi.","https://www.cora.ro/mad-luna-prune-intregi-fara-samburi-200-g-P-2644617",77148,"Alimente",77150,"Fructe"
"121","P-2662254","Mad Luna samburi caise crude 170 g",11.19,"buc","AVAILABLE","Samburi de caise crude.","https://www.cora.ro/mad-luna-samburi-caise-crude-170-g-P-2662254",77148,"Alimente",77150,"Fructe"
"122","P-2384109","Orlando s smochine deshidratate 400 g",19.59,"buc","AVAILABLE","Orlando s Smochine Deshidratate 400g","https://www.cora.ro/orlando-s-smochine-deshidratate-400-g-P-2384109",77148,"Alimente",77150,"Fructe"
"123","P-2432035","Jasmin agrise 75 g",8.09,"buc","AVAILABLE","Jasmin Agrise 100g","https://www.cora.ro/jasmin-agrise-75-g-P-2432035",77148,"Alimente",77150,"Fructe"
"124","P-2430762","cora Degustation amestec de fructe si seminte 120 g",8.59,"buc","AVAILABLE","Cora DegustationAmestec de fructe si seminte 120g","https://www.cora.ro/cora-degustation-amestec-de-fructe-si-seminte-120-g-P-2430762",77148,"Alimente",77150,"Fructe"
"125","P-2611210","Orlando s catina deshidratata 80 g",13.79,"buc","AVAILABLE","Orlando s catina deshidratata 80 g","https://www.cora.ro/orlando-s-catina-deshidratata-80-g-P-2611210",77148,"Alimente",77150,"Fructe"
"126","P-2506321","Solaris Tentatii Dulci fructe uscate 150 g",12.09,"buc","AVAILABLE","Amestec de fructe uscate alcatuit din stafide, caise, merisor, caju, migdale.","https://www.cora.ro/solaris-tentatii-dulci-fructe-uscate-150-g-P-2506321",77148,"Alimente",77150,"Fructe"
"127","P-2644614","Mad Luna goji 200 g",21.21,"buc","AVAILABLE","Goji deshidratate.","https://www.cora.ro/mad-luna-goji-200-g-P-2644614",77148,"Alimente",77150,"Fructe"
