"","ID","nume","pret","um","instoc","descriere","url","idcategorie","numecategorie","idsubcateg","numesubcateg"
"10284","P-2622353","Igienol Servetele antibacteriene Hidratante pentru maini 15 buc",3.49,"buc","AVAILABLE","Servetele antibacteriene pentru maini hidratante. Distrug bacteriile si virusurile. Fara parabeni, fara alergeni, testate dermatologic. Pachetul contine 15 bucati.","https://www.cora.ro/igienol-servetele-antibacteriene-hidratante-pentru-maini-15-buc-P-2622353",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10285","P-2483526","Neve prosop bucatarie 2 straturi 1 rola 100 m",17.59,"buc","AVAILABLE","Prosop de bucatarie super rezistent si perforat, prevazut cu 2 straturi.","https://www.cora.ro/neve-prosop-bucatarie-2-straturi-1-rola-100-m-P-2483526",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10286","P-2561800","Fiore batiste 2 straturi 100 bucati",3.99,"buc","AVAILABLE","Servetele cu 2 straturi din celuloza. Dimensiuni: 20.5 x 21 cm.","https://www.cora.ro/fiore-batiste-2-straturi-100-bucati-P-2561800",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10287","P-2617790","Igienol Servetele antibacteriene pentru maini Hidratant 60 buc",10.49,"buc","AVAILABLE","Servetele antibacteriene pentru maini hidratante omoara bacteriile, virusurile, curata si igienizeaza pielea. Testate dermatologic.","https://www.cora.ro/igienol-servetele-antibacteriene-pentru-maini-hidratant-60-buc-P-2617790",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10288","P-2643170","Zewa Deluxe servetele faciale 3 straturi cub 60 bucati",4.99,"buc","AVAILABLE","Sunt practice si constituie optiunea cea mai buna pentru fiecare zi. Le poti folosi la stergerea mainilor, suflarea nasului si chiar la curatarea fructelor. Sunt de o calitate ridicata, fiind realizate din 3 straturi.","https://www.cora.ro/zewa-deluxe-servetele-faciale-3-straturi-cub-60-bucati-P-2643170",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10289","P-1021290","Zewa Deluxe Design servetele faciale 3 straturi 90 buc",8.79,"buc","AVAILABLE","Servetele 3 straturi, neparfumate. Tesatura fina si moale, care e delicata cu pielea ta, dar atat de rezistenta chiar si in masina de spalat.","https://www.cora.ro/zewa-deluxe-design-servetele-faciale-3-straturi-90-buc-P-1021290",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10290","P-2659689","Wet Hankies Clean and Refresh Antibacterial servetele umede lamaie 72 bucati",9.79,"buc","AVAILABLE","Servetele umede antibacteriene pentru maini ce contin alcool etilic denaturat si agent antiseptic. Cu un parfum discret de lamaie.","https://www.cora.ro/wet-hankies-clean-and-refresh-antibacterial-servetele-umede-lamaie-72-bucati-P-2659689",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10291","P-2517059","Pufina Didi hartie igienica 3 straturi 8 role",10.09,"buc","AVAILABLE","Hartie igienica fina de culoare alba in 3 straturi.","https://www.cora.ro/pufina-didi-hartie-igienica-3-straturi-8-role-P-2517059",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10292","P-2372783","MILDE hartie igienica cool blue 8role",15.29,"buc","AVAILABLE","Hartie igienica calitativa in 3 straturi, 150 foi.","https://www.cora.ro/milde-hartie-igienica-cool-blue-8role-P-2372783",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10293","P-2486478","Emeka Paradise hartie igienica 3 straturi 16 role",24.29,"buc","AVAILABLE","Hartie igienica calitativa realizata din 100% celuloza, prevazuta cu 3 straturi, avand 135 de foi. Este fina, economica si are un parfum discret, tropical.","https://www.cora.ro/emeka-paradise-hartie-igienica-3-straturi-16-role-P-2486478",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10294","P-2044397","Zewa Deluxe Camomile batiste nazale 3 straturi 10x10 buc",5.19,"buc","AVAILABLE","Batistele nazale Zewa Deluxe musetel au o textura rezistenta si o nota usoara de musetel, pentru mai multa ingrijire. Reduc in mod eficient simptomele unei raceli, cum sunt iritatiile nazale.","https://www.cora.ro/zewa-deluxe-camomile-batiste-nazale-3-straturi-10x10-buc-P-2044397",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10295","P-2622354","Igienol Servetele antibacteriene maini Mar 15 buc",3.49,"buc","AVAILABLE","Servetele antibacteriene pentru maini cu miros de mar. Distrug bacteriile si virusurile. Fara parabeni, fara alergeni, testate dermatologic. Pachetul contine 15 bucati.","https://www.cora.ro/igienol-servetele-antibacteriene-maini-mar-15-buc-P-2622354",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10296","P-2122669","Zewa Deluxe Cashmere Peach hartie igienica 3 straturi 16 role",29.19,"buc","AVAILABLE","Hartie igienica alba cu parfum si culoare de piersica. Rola groasa si compacta de hartie cu 3 straturi, conferind in egala masura delicatete si rezistenta.","https://www.cora.ro/zewa-deluxe-cashmere-peach-hartie-igienica-3-straturi-16-role-P-2122669",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10297","P-2473827","Neve prosop bucatarie 2 straturi 1 rola 150 m",27.49,"buc","AVAILABLE","Prosop de bucatarie super rezistent si perforat, prevazut cu 2 straturi.","https://www.cora.ro/neve-prosop-bucatarie-2-straturi-1-rola-150-m-P-2473827",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10298","P-2617791","Igienol Servetele antibacteriene pentru maini Mar 60 buc",12.39,"buc","AVAILABLE","Servetele antibacteriene pentru maini cu parfum de mar omoara bacteriile, virusurile, curata si igienizeaza pielea. Testate dermatologic.","https://www.cora.ro/igienol-servetele-antibacteriene-pentru-maini-mar-60-buc-P-2617791",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10299","P-2659688","Wet Hankies Clean and Refresh Antibacterial servetele umede 15 bucati",3.09,"buc","AVAILABLE","Servetele umede antibacteriene pentru maini ce contin alcool etilic denaturat si agent antiseptic.","https://www.cora.ro/wet-hankies-clean-and-refresh-antibacterial-servetele-umede-15-bucati-P-2659688",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10300","P-2502698","Onda hartie igienica roz 2 straturi 40 role",29.19,"buc","AVAILABLE","Hartie igienica pufoasa, rezistenta, convenabila, prevazuta cu 2 straturi, cu 120 de foi avand dimensiunea de 12.5 x 9 cm.","https://www.cora.ro/onda-hartie-igienica-roz-2-straturi-40-role-P-2502698",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10301","P-2527764","Regina Rola Mare hartie igienica 3 straturi 4 role",13.89,"buc","AVAILABLE","Fiecare rola de hartie igienica contine un incredibil numar de 315 foi. Regina Rola Mare este alegerea ideala pentru familia ta si datorita fiecarei role ce dureaza foarte mult nu va trebui sa o inlocuiesti atat de des.","https://www.cora.ro/regina-rola-mare-hartie-igienica-3-straturi-4-role-P-2527764",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10302","P-2578077","Zewa Deluxe Lavender Dreams hartie igienica 3 straturi 16 role",29.19,"buc","AVAILABLE","Hartie igienica alba cu parfum de lavanda. Rola groasa si compacta de hartie cu 3 straturi, conferind in egala masura delicatete si rezistenta.","https://www.cora.ro/zewa-deluxe-lavender-dreams-hartie-igienica-3-straturi-16-role-P-2578077",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10303","P-2547962","Emeka Mountain Fresh hartie igienica 3 straturi 24 role",34.49,"buc","AVAILABLE","Hartie igienica parfumata prevazuta cu 3 straturi, cu 135 de foi cu dimensiunea de 9.1 x 13 cm.","https://www.cora.ro/emeka-mountain-fresh-hartie-igienica-3-straturi-24-role-P-2547962",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10304","P-2517017","Zewa Almond and Milk hartie igienica umeda 42 bucati",7.1,"buc","AVAILABLE","Hartie igienica umeda, pentru un plus de curatare si prospetime. Sterge mai bine decat hartia igienica uscata folosita singura, inclusiv bacteriile, precum si alte reziduuri. Hartia igienica umeda este doar pentru uz extern.","https://www.cora.ro/zewa-almond-and-milk-hartie-igienica-umeda-42-bucati-P-2517017",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10305","P-2448546","Winny hartie igienica roz 1 rola",1.79,"buc","AVAILABLE","Monorola de hartie igienica roz cu 2 straturi, din fibra de celuloza reciclata.","https://www.cora.ro/winny-hartie-igienica-roz-1-rola-P-2448546",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10306","P-2627276","Regina Wish prosop de bucatarie 2 straturi 2 role",11.69,"buc","AVAILABLE","Prosop de bucatarie realizat din celuloza pura, prevazut cu 2 straturi, cu 150 de foi avand dimensiunea de 15.7 x 25.9 cm.","https://www.cora.ro/regina-wish-prosop-de-bucatarie-2-straturi-2-role-P-2627276",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10307","P-2438435","Winny servetele 15buc",0.99,"buc","AVAILABLE","Servetele umede","https://www.cora.ro/winny-servetele-15buc-P-2438435",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10308","P-2448544","Winny hartie igienica roz 10 role",7.79,"buc","AVAILABLE","Hartie igienica roz cu un strat, din fibra de celuloza reciclata.","https://www.cora.ro/winny-hartie-igienica-roz-10-role-P-2448544",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10309","P-2544313","cora Kids batiste nazal 3 straturi 10 pachete",2.99,"buc","AVAILABLE","Batiste nazale marca cora pentru copii.","https://www.cora.ro/cora-kids-batiste-nazal-3-straturi-10-pachete-P-2544313",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10310","P-2372785","MILDE hartie igienica energy geen 8role",15.79,"buc","AVAILABLE","Hartie igienica calitativa in 3 straturi, 150 foi.","https://www.cora.ro/milde-hartie-igienica-energy-geen-8role-P-2372785",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10311","P-2249477","Zewa Everyday servetele faciale 2 straturi 100 buc",5.49,"buc","AVAILABLE","Servetele 2 straturi, neparfumate. Tesatura fina si moale, care e delicata cu pielea ta,dar atat de rezistenta chiar si in masina de spalat.","https://www.cora.ro/zewa-everyday-servetele-faciale-2-straturi-100-buc-P-2249477",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10312","P-2517019","Zewa Kids hartie igienica umeda pentru copii 42 bucati",7.09,"buc","AVAILABLE","Hartie igienica umeda, pentru un plus de curatare si prospetime. Sterge mai bine decat hartia igienica uscata folosita singura, inclusiv bacteriile, precum si alte reziduuri. Hartia igienica umeda este doar pentru uz extern.","https://www.cora.ro/zewa-kids-hartie-igienica-umeda-pentru-copii-42-bucati-P-2517019",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10313","P-2480648","Mototol servetele fine de hartie 150 buc",5.76,"buc","AVAILABLE","Servetele fine de zi cu zi, cu 2 straturi.  Dimensiuni: 21 x 20,5 cm.","https://www.cora.ro/mototol-servetele-fine-de-hartie-150-buc-P-2480648",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10314","P-2643243","Pufina Maxi prosop de bucatarie 2 straturi 1 rola",19.29,"buc","AVAILABLE","Prosop de bucatarie super absorbant si rezistent. Compozitie: 100% celuloza.","https://www.cora.ro/pufina-maxi-prosop-de-bucatarie-2-straturi-1-rola-P-2643243",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10315","P-2573520","Pufina Lux hartie igienica alb 3 straturi 8 role",10.99,"buc","AVAILABLE","Hartie igienica rezistenta si catifelata, de culoare alba. Compozitie: 100% celuloza.","https://www.cora.ro/pufina-lux-hartie-igienica-alb-3-straturi-8-role-P-2573520",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10316","P-2387816","cora servetele 15buc",1.69,"buc","AVAILABLE","Servetele umede cu parfum de portocale.","https://www.cora.ro/cora-servetele-15buc-P-2387816",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10317","P-2610945","Zewa Just 1 hartie igienica 5 straturi 6 role",22.69,"buc","AVAILABLE","Hartie igienica alba, impecabila, fara parfum, avand o textura delicata, cu o finete asemanatoare penelor. Aceasta are 5 straturi si ofera o delicatete deosebita pielii tale, dar este si rezistenta.","https://www.cora.ro/zewa-just-1-hartie-igienica-5-straturi-6-role-P-2610945",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10318","P-2557601","Pufina lux hartie igenica aloe vera 3 straturi 8 role",10.99,"buc","AVAILABLE","Hartie igienica rezistenta si catifelata","https://www.cora.ro/pufina-lux-hartie-igenica-aloe-vera-3-straturi-8-role-P-2557601",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10319","P-2521535","Zewa Deluxe Delicate Care hartie igienica 3 straturi 8 role",17.69,"buc","AVAILABLE","Hartie igienica alba neparfumata. Rola groasa si compacta de hartie cu 3 straturi, conferind in egala masura delicatete si rezistenta.","https://www.cora.ro/zewa-deluxe-delicate-care-hartie-igienica-3-straturi-8-role-P-2521535",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10320","P-2578816","Zewa Deluxe Cashmere Peach hartie igienica 3 straturi 24 role",44.59,"buc","AVAILABLE","Hartie igienica alba cu parfum si culoare de piersica. Rola groasa si compacta de hartie cu 3 straturi, conferind in egala masura delicatete si rezistenta.","https://www.cora.ro/zewa-deluxe-cashmere-peach-hartie-igienica-3-straturi-24-role-P-2578816",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10321","P-2557599","Pufina lux hartie igenica lavanda 3 straturi8 role",10.99,"buc","AVAILABLE","Hartie igienica rezistenta si catifelata","https://www.cora.ro/pufina-lux-hartie-igenica-lavanda-3-straturi8-role-P-2557599",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10322","P-2421821","cora servetele 15buc",1.34,"buc","AVAILABLE","Servetele umede musetel","https://www.cora.ro/cora-servetele-15buc-P-2421821",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10323","P-2557896","Fiore batiste 2 straturi 10 bucati",3.57,"buc","AVAILABLE","Batiste realizate din celuloza pura, avand 2 straturi, cu dimensiunea foii de 210 x 210 mm.","https://www.cora.ro/fiore-batiste-2-straturi-10-bucati-P-2557896",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10324","P-2517020","Zewa Sensitive hartie igienica umeda 42 bucati",6.79,"buc","AVAILABLE","Hartie igienica umeda, pentru un plus de curatare si prospetime. Sterge mai bine decat hartia igienica uscata folosita singura, inclusiv bacteriile, precum si alte reziduuri. Hartia igienica umeda este doar pentru uz extern.","https://www.cora.ro/zewa-sensitive-hartie-igienica-umeda-42-bucati-P-2517020",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10325","P-2636452","Onda Soft Peach hartie igienica piersica 3 straturi 16 role",17.99,"buc","AVAILABLE","Hartie igienica parfumata, realizata din celuloza pura, prevazuta cu 3 straturi, cu 135 de foi cu dimensiunea de 12 x 9 cm.","https://www.cora.ro/onda-soft-peach-hartie-igienica-piersica-3-straturi-16-role-P-2636452",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10326","P-2578815","Zewa Deluxe Camomile Comfort hartie igienica 3 straturi 24 role",44.59,"buc","AVAILABLE","Hartie igienica alba cu parfum de musetel. Rola groasa si compacta de hartie cu 3 straturi, conferind in egala masura delicatete si rezistenta.","https://www.cora.ro/zewa-deluxe-camomile-comfort-hartie-igienica-3-straturi-24-role-P-2578815",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10327","P-2411943","cora Kids hartie igienica umeda 60 bucati",3.89,"buc","AVAILABLE","Hartie igienica umeda copii","https://www.cora.ro/cora-kids-hartie-igienica-umeda-60-bucati-P-2411943",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10328","P-2619269","Emaka Prosop bucatarie white max 3 straturi 3 buc",15.79,"buc","AVAILABLE","Prosop din hartie de bucatarie fara aroma. Pachetul contine 3 role iar fiecare rola contine 390 de servetele.","https://www.cora.ro/emaka-prosop-bucatarie-white-max-3-straturi-3-buc-P-2619269",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10329","P-2481444","cora servetele cutie 3 straturi 110buc",5.79,"buc","AVAILABLE","110 servetele albe - Confort. 3 straturi. Vata din celuloza pura.","https://www.cora.ro/cora-servetele-cutie-3-straturi-110buc-P-2481444",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10330","P-2154383","Fiore prosop bucatarie 2 straturi 8 role",16.09,"buc","AVAILABLE","Prosop de bucatarie realizat din celuloza pura, avand 2 straturi, cu dimensiunea foii de 205 x 225 mm.","https://www.cora.ro/fiore-prosop-bucatarie-2-straturi-8-role-P-2154383",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10331","P-2367394","Pufina Grande prosop de bucatarie 2 straturi 2 role x 46 m",13.19,"buc","AVAILABLE","Rola pentru gospodine 2 straturi","https://www.cora.ro/pufina-grande-prosop-de-bucatarie-2-straturi-2-role-x-46-m-P-2367394",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10332","P-2526611","Zewa Deluxe Classic batiste nazale 3 straturi 10x10 buc",5.19,"buc","AVAILABLE","Batiste nazale din 3 straturi de hartie de cea mai buna calitate Zewa, ce asigura delicatete si rezistenta, fara parfum. Servetele puternice, care rezista in masina de spalat.","https://www.cora.ro/zewa-deluxe-classic-batiste-nazale-3-straturi-10x10-buc-P-2526611",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10333","P-2402499","Neve prosop de hartie 2str 80m",14.59,"buc","AVAILABLE","Prosop super rezistent si perforat.","https://www.cora.ro/neve-prosop-de-hartie-2str-80m-P-2402499",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10334","P-2538884","Fiore prosop bucatarie 2 straturi 1 rola 27.3 m",5.35,"buc","AVAILABLE","Prosop de bucatarie realizat din celuloza pura, avand 2 straturi, cu dimensiunea foii de 205 x 225 mm.","https://www.cora.ro/fiore-prosop-bucatarie-2-straturi-1-rola-27-3-m-P-2538884",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10335","P-2576191","Emeka prosop bucatarie cu aroma de fructe de padure 2 role",7.29,"buc","AVAILABLE","Prosop de bucatarie cu 3 straturi. 2 role x 100 de servetele de hartie.","https://www.cora.ro/emeka-prosop-bucatarie-cu-aroma-de-fructe-de-padure-2-role-P-2576191",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10336","P-2642171","Pufina Lux Hartie Igienica parfum de cocos 6 role",8.49,"buc","AVAILABLE","Hartie igienica catifelata cu 4 straturi, calitate superioara este realizata din 100% celuloza cu parfum de cocos. Pachetul contine 6 role.","https://www.cora.ro/pufina-lux-hartie-igienica-parfum-de-cocos-6-role-P-2642171",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10337","P-1971674","Regina Love prosop de bucatarie 3 straturi 2 role",8.89,"buc","AVAILABLE","Prosop bucatarie din celuloza pura in 3 straturi, 54 foi. Super absorbant!","https://www.cora.ro/regina-love-prosop-de-bucatarie-3-straturi-2-role-P-1971674",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10338","P-2385201","REGINA prosop bucatarie XXL 2 role",12.19,"buc","AVAILABLE","Prosop bucatarie din celuloza pura in 2 straturi, 100 foi.","https://www.cora.ro/regina-prosop-bucatarie-xxl-2-role-P-2385201",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10339","P-1021302","Zewa Softis Neutral batiste nazale 4 straturi 10 pachete",7.69,"buc","AVAILABLE","Batiste nazale din 4 straturi de hartie foarte delicata, fara parfum sau arome. Servetele puternice, care rezista in masina de spalat.","https://www.cora.ro/zewa-softis-neutral-batiste-nazale-4-straturi-10-pachete-P-1021302",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10340","P-2439022","Zewa Deluxe Camomile Comfort hartie igienica 3 straturi 8 role",17.69,"buc","AVAILABLE","Hartie igienica alba cu parfum de musetel. Rola groasa si compacta de hartie cu 3 straturi, conferind in egala masura delicatete si rezistenta.","https://www.cora.ro/zewa-deluxe-camomile-comfort-hartie-igienica-3-straturi-8-role-P-2439022",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10341","P-2486477","Emeka Mountain Fresh hartie igienica 3 straturi 16 role",24.29,"buc","AVAILABLE","Hartie igienica Emeka este fina, economica si rezistenta din 3 straturi. Are un parfum placut si discret, ce aminteste de adierea de la munte.","https://www.cora.ro/emeka-mountain-fresh-hartie-igienica-3-straturi-16-role-P-2486477",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10342","P-2500431","Zewa Wisch and Weg Original role bucatarie 2 straturi 2 role",15.19,"buc","AVAILABLE","Destinate uzului casnic, aceste role in 2 straturi sunt mereu de incredere: absorbante, rezistente la rupere, durabile. In plus, ele sunt decorate pe margine cu un design in doua culori astfel incat pot fi folosite si ca servetele de masa.","https://www.cora.ro/zewa-wisch-and-weg-original-role-bucatarie-2-straturi-2-role-P-2500431",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10343","P-2372795","Emeka Prosop cu 3 straturi 2 buc",7.29,"buc","AVAILABLE","Pachetul contine 2 role de prosoape din hartie celuloza pura cu 3 straturi.","https://www.cora.ro/emeka-prosop-cu-3-straturi-2-buc-P-2372795",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10344","P-2415415","Milde Relax Purple Hartie igienica 16 role",30.99,"buc","AVAILABLE","Hartie igienica de 3 straturi, cu un design unic, cu modele florale artistice si modele de fluturi surprinsi in zbor. Fina la atingere, rezistenta si are o putere mare de absorbtie. Are perforatii bine definite, este testata dermatologic.","https://www.cora.ro/milde-relax-purple-hartie-igienica-16-role-P-2415415",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10345","P-2439023","Zewa Deluxe Cashmere Peach hartie igienica 3 straturi 8 role",17.69,"buc","AVAILABLE","Hartie igienica alba cu parfum si culoare de piersica. Rola groasa si compacta de hartie cu 3 straturi, conferind in egala masura delicatete si rezistenta.","https://www.cora.ro/zewa-deluxe-cashmere-peach-hartie-igienica-3-straturi-8-role-P-2439023",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10346","P-2535846","Zewa Exclusive Ultra Soft hartie igienica 4 straturi 8 role",20.29,"buc","AVAILABLE","Hartie igienica alba, fara parfum. Rola groasa si compacta de hartie cu 4 straturi, conferind in egala masura delicatete si rezistenta.","https://www.cora.ro/zewa-exclusive-ultra-soft-hartie-igienica-4-straturi-8-role-P-2535846",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10347","P-2553935","Papelino hartie igienica lavanda 3 straturi 10 role",13.29,"buc","AVAILABLE","Hartie igienica realizata din 100% celuloza, prevazuta cu 3 straturi, avand dimensiunea foii de 96 x 120 mm.","https://www.cora.ro/papelino-hartie-igienica-lavanda-3-straturi-10-role-P-2553935",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10348","P-2421819","cora servetele 15buc",1.29,"buc","AVAILABLE","Servetele umede fresh","https://www.cora.ro/cora-servetele-15buc-P-2421819",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10349","P-2000708","Puff prosop bucatarie 2 straturi 1 rola 50 m",9.39,"buc","AVAILABLE","Prosop de bucatarie realizat din celuloza pura, avand 2 straturi, cu dimensiunea foii de 210 x 250 mm.","https://www.cora.ro/puff-prosop-bucatarie-2-straturi-1-rola-50-m-P-2000708",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10350","P-2610946","Zewa Deluxe Cashmere Peach hartie igienica 3 straturi 4 role",9.95,"buc","AVAILABLE","Hartie igienica alba cu parfum si culoare de piersica. Rola groasa si compacta de hartie cu 3 straturi, conferind in egala masura delicatete si rezistenta.","https://www.cora.ro/zewa-deluxe-cashmere-peach-hartie-igienica-3-straturi-4-role-P-2610946",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10351","P-2491080","Happy Batistute universale 2 straturi 150 buc",5.69,"buc","AVAILABLE","Batistute universale in 2 straturi. Contine 150 de bucati.","https://www.cora.ro/happy-batistute-universale-2-straturi-150-buc-P-2491080",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10352","P-2607082","Papelino prosop bucatarie 2 straturi 500 g",10.49,"buc","AVAILABLE","Prosop de bucatarie realizat din celuloza pura, avand 2 straturi, cu dimensiunea foii de 200 x 220 mm.","https://www.cora.ro/papelino-prosop-bucatarie-2-straturi-500-g-P-2607082",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10353","P-2653674","Milde Sensitive hartie igienica 8 role",16.99,"buc","AVAILABLE","Hartie igienica din celuloza pura in 3 straturi foarte delicate. Fara parfum, fara coloranti si albita fara clor, este ideala chiar si pentru pielea sensibila si delicata.","https://www.cora.ro/milde-sensitive-hartie-igienica-8-role-P-2653674",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10354","P-2553934","PAPELINO hartie igienica 10 role 2straturi",9.59,"buc","AVAILABLE","Hartie igienica soft cu 2 straturi, 110 foi ±5%","https://www.cora.ro/papelino-hartie-igienica-10-role-2straturi-P-2553934",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10355","P-2639167","Pufina servetele faciale 3 straturi 130 bucati",6.59,"buc","AVAILABLE","Servetele faciale realizate din 100% celuloza, prevazute cu 3 straturi, avand 130 de foi cu dimensiunea de 21 x 19.5 cm.","https://www.cora.ro/pufina-servetele-faciale-3-straturi-130-bucati-P-2639167",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10356","P-2619268","Emeka Prosop bucatarie Fruty Fresh maxi 3 staturi 3 buc",15.79,"buc","AVAILABLE","Prosop din hartie de bucatarie cu aroma de Fruity Fresh. Pachetul contine 3 role iar fiecare rola contine 390 de servetele.","https://www.cora.ro/emeka-prosop-bucatarie-fruty-fresh-maxi-3-staturi-3-buc-P-2619268",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10357","P-2653670","Emeka White Jumbo prosop bucatarie 1 rola",15.79,"buc","AVAILABLE","Emeka are un numar de 230 de foi/rola, care va ajuta sa utilizati doar atata hartie cat aveti nevoie. Emeka White este alegerea pentru cei ce prefera acasa confortul simplu. Super absorbanta cu 3 straturi extra groase.","https://www.cora.ro/emeka-white-jumbo-prosop-bucatarie-1-rola-P-2653670",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10358","P-2642499","Happy Batistute universale 2 straturi 100 buc",4.59,"buc","AVAILABLE","Batistute universale in 2 straturi. Cutia contine 100 bucati.","https://www.cora.ro/happy-batistute-universale-2-straturi-100-buc-P-2642499",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10359","P-2576188","Emeka prosoape de bucatarie white 3 straturi 4 role",15.79,"buc","AVAILABLE","Pachetul contine 4 role. 3 straturi","https://www.cora.ro/emeka-prosoape-de-bucatarie-white-3-straturi-4-role-P-2576188",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10360","P-2547127","Pufina Lux Delicate Batiste 3 straturi 10 buc",5.59,"buc","AVAILABLE","Pachetul contine 10 pachetele de servetele, fiecare servetel avand 3 straturi.","https://www.cora.ro/pufina-lux-delicate-batiste-3-straturi-10-buc-P-2547127",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10361","P-2347417","Fiore hartie igienica 2 straturi 24 role",24.39,"buc","AVAILABLE","Hartie igienica realizata din celuloza pura, avand 2 straturi si dimensiunea foii de 120 x 97 mm.","https://www.cora.ro/fiore-hartie-igienica-2-straturi-24-role-P-2347417",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10362","P-2571465","Seni Soft Basic Paturici 60x60 10buc",11.29,"buc","AVAILABLE","Aleze igienice economice, cu folie impermeabila la partea inferioara","https://www.cora.ro/seni-soft-basic-paturici-60x60-10buc-P-2571465",77173,"Casa si familie",77182,"Servetele si hartie igienica"
"10363","P-2613319","Dettol Servetele Dezinfectante Cleanser 40 buc",14.09,"buc","AVAILABLE","Servetele umede dezinfectante omoara 99.9% dintre bacterii, parul animalelor de companie. Se pot folosi pentru tocatoare, scaune de bebelus, saltele de infasat, frigider, cosuri de gunoi, chiuvete de bucatarie, cazi si robinete, toaleta.","https://www.cora.ro/dettol-servetele-dezinfectante-cleanser-40-buc-P-2613319",77173,"Casa si familie",77182,"Servetele si hartie igienica"
