"id","nume","pret","data","magazin","link","categorie","subcategorie","descriere"
"P-1054852","Dove Original sapun 100 g",2.99,2021-10-09,"cora","https://www.cora.ro/dove-original-sapun-100-g-P-1054852","Casa si familie","Frumusete si ingrijire","Formula cu 1/4 crema hidratanta si agenti delicati de curatare ajuta la pastrarea barierei naturale de protectie a pielii. Lasa pielea mai fina, mai catifelata si cu un aspect mai sanatos.. UM: buc. InStoc: AVAILABLE"
"P-2392312","Protex Fresh sapun solid 90 g",2.89,2021-10-09,"cora","https://www.cora.ro/protex-fresh-sapun-solid-90-g-P-2392312","Casa si familie","Frumusete si ingrijire","Sapun de toaleta ce ajuta la protectia impotriva bacteriilor. Testat dermatologic.. UM: buc. InStoc: AVAILABLE"
"P-2372347","Colgate Cavity Protection GRF pasta de dinti 125 ml",8.29,2021-10-09,"cora","https://www.cora.ro/colgate-cavity-protection-grf-pasta-de-dinti-125-ml-P-2372347","Casa si familie","Frumusete si ingrijire","Pasta de dinti Colgate Cavity Protection patrunde in spatiile interdentare, acoperind intreaga suprafata a dintilor, pentru o mai buna protectie anti-carie.. UM: buc. InStoc: AVAILABLE"
"P-2392315","Protex Ultra sapun solid 90 g",2.89,2021-10-09,"cora","https://www.cora.ro/protex-ultra-sapun-solid-90-g-P-2392315","Casa si familie","Frumusete si ingrijire","Sapun de toaleta ce ajuta la protectia impotriva bacteriilor. Testat dermatologic.. UM: buc. InStoc: AVAILABLE"
"P-1945997","Colgate Triple Action pasta de dinti 100 ml",6.39,2021-10-09,"cora","https://www.cora.ro/colgate-triple-action-pasta-de-dinti-100-ml-P-1945997","Casa si familie","Frumusete si ingrijire","Ofera 3 beneficii principale, ajutand la protectia impotriva bacteriilor ce cauzeaza cariile, reducerea actiunii bacteriilor ce cauzeaza ingalbenirea dintilor, protectia impotriva bacteriilor ce cauzeaza respiratia neplacut mirositoare.. UM: buc. InStoc: AVAILABLE"
"P-1775681","Dove Original Exfoliant sapun 100 g",4.39,2021-10-09,"cora","https://www.cora.ro/dove-original-exfoliant-sapun-100-g-P-1775681","Casa si familie","Frumusete si ingrijire","Formula cu 1/4 crema hidratanta si agenti delicati de curatare ajuta la pastrarea barierei naturale de protectie a pielii. Lasa pielea mai fina, mai catifelata si cu un aspect mai sanatos.. UM: buc. InStoc: AVAILABLE"
"P-2392433","Dove sapun shea butter 100 g",2.99,2021-10-09,"cora","https://www.cora.ro/dove-sapun-shea-butter-100-g-P-2392433","Casa si familie","Frumusete si ingrijire","Formula cu 1/4 crema hidratanta si agenti delicati de curatare ajuta la pastrarea barierei naturale de protectie a pielii. Lasa pielea mai fina, mai catifelata si cu un aspect mai sanatos.. UM: buc. InStoc: AVAILABLE"
"P-2392316","Protex Aloe sapun solid 90 g",2.89,2021-10-09,"cora","https://www.cora.ro/protex-aloe-sapun-solid-90-g-P-2392316","Casa si familie","Frumusete si ingrijire","Sapun de toaleta ce ajuta la protectia impotriva bacteriilor. Testat dermatologic.. UM: buc. InStoc: AVAILABLE"
"P-1787222","STR8 Deo spray Original 150ml",9.99,2021-10-09,"cora","https://www.cora.ro/str8-deo-spray-original-150ml-P-1787222","Casa si familie","Frumusete si ingrijire","Nimic nu este mai important decat sa te simti fresh si sa mirosi frumos intreaga zi.. UM: buc. InStoc: AVAILABLE"
"P-2392313","Protex Cream sapun solid 90 g",2.89,2021-10-09,"cora","https://www.cora.ro/protex-cream-sapun-solid-90-g-P-2392313","Casa si familie","Frumusete si ingrijire","Sapun de toaleta ce ajuta la protectia impotriva bacteriilor. Testat dermatologic.. UM: buc. InStoc: AVAILABLE"
"P-2403159","Sensodyne Repair and Protect Whitening Pasta de dinti pentru dinti sensibili reparare puternica 75 ml",17.99,2021-10-09,"cora","https://www.cora.ro/sensodyne-repair-and-protect-whitening-pasta-de-dinti-pentru-dinti-sensibili-reparare-puternica-75-ml-P-2403159","Casa si familie","Frumusete si ingrijire","Sensodyne Repair and Protect Whitening Pasta de dinti pentru dinti sensibili, reparare puternica, protectie de lunga durata si efect de albire.. UM: buc. InStoc: AVAILABLE"
"P-2391924","Sampon fortifiant L'Oreal   Elseve Arginine Resist X3 400ml",17.49,2021-10-09,"cora","https://www.cora.ro/sampon-fortifiant-l-oreal-elseve-arginine-resist-x3-400ml-P-2391924","Casa si familie","Frumusete si ingrijire","Sampon fortifiant ce restructureaza fibra capilara, hraneste radacina firului de par, facand parul mai rezistent. Recomandat pentru par fragil, cu tendinta de cadere.. UM: buc. InStoc: AVAILABLE"
"P-2392314","Protex Deo12 sapun solid 90 g",2.89,2021-10-09,"cora","https://www.cora.ro/protex-deo12-sapun-solid-90-g-P-2392314","Casa si familie","Frumusete si ingrijire","Sapun de toaleta ce ajuta la protectia impotriva bacteriilor. Testat dermatologic.. UM: buc. InStoc: AVAILABLE"
"P-2027458","Dove Fresh Touch sapun 100 g",2.99,2021-10-09,"cora","https://www.cora.ro/dove-fresh-touch-sapun-100-g-P-2027458","Casa si familie","Frumusete si ingrijire","Formula cu 1/4 crema hidratanta si agenti delicati de curatare ajuta la pastrarea barierei naturale de protectie a pielii. Lasa pielea mai fina, mai catifelata si cu un aspect mai sanatos.. UM: buc. InStoc: AVAILABLE"
"P-2335759","Cleanic Dischete Demachiante 120+50Buc",6.99,2021-10-09,"cora","https://www.cora.ro/cleanic-dischete-demachiante-120-50buc-P-2335759","Casa si familie","Frumusete si ingrijire","NA. UM: buc. InStoc: AVAILABLE"
"P-1776263","Always Ultra Night absorbante igienice 2 x 7 bucati",14.3,2021-10-09,"cora","https://www.cora.ro/always-ultra-night-absorbante-igienice-2-x-7-bucati-P-1776263","Casa si familie","Frumusete si ingrijire","Absorbantele Always Ultra Night cu aripioare ofera protectie de pana la 100% pentru forma si fluxul tau unice. Absorbant mai lung la spate si cu aripioare duble, ce il tin fixat cand tu te intorci de pe o parte pe alta in timpul somnului.. UM: buc. InStoc: AVAILABLE"
"P-1780974","Gillette2 aparat de ras de unica folosinta 5 buc",9.52,2021-10-09,"cora","https://www.cora.ro/gillette2-aparat-de-ras-de-unica-folosinta-5-buc-P-1780974","Casa si familie","Frumusete si ingrijire","Aparat ras 2 lame.. UM: buc. InStoc: AVAILABLE"
"P-1021379","Always Ultra Normal Plus absorbante igienice 2x 10 bucati",14.3,2021-10-09,"cora","https://www.cora.ro/always-ultra-normal-plus-absorbante-igienice-2x-10-bucati-P-1021379","Casa si familie","Frumusete si ingrijire","Always Ultra Normal cu aripioare ofera protectie de pana la 100% pentru forma si fluxul tau unice. Aripioarele te protejeaza pe lateral si fixeaza absorbantul pentru o mai buna protectie.. UM: buc. InStoc: AVAILABLE"
"P-1021377","Always Ultra Super Plus Long absorbante igienice 2 x 8 bucati",14.89,2021-10-09,"cora","https://www.cora.ro/always-ultra-super-plus-long-absorbante-igienice-2-x-8-bucati-P-1021377","Casa si familie","Frumusete si ingrijire","Always Ultra Long cu aripioare ofera protectie de pana la 100% pentru forma si fluxul tau unice. Cu un strat superior absorbant pentru o senzatie de mai mult confort.. UM: buc. InStoc: AVAILABLE"
"P-1022337","Always Ultra Normal Plus absorbante igienice 10 bucati",7.35,2021-10-09,"cora","https://www.cora.ro/always-ultra-normal-plus-absorbante-igienice-10-bucati-P-1022337","Casa si familie","Frumusete si ingrijire","Always Ultra Normal cu aripioare ofera protectie de pana la 100% pentru forma si fluxul tau unice. Aripioarele te protejeaza pe lateral si fixeaza absorbantul pentru o mai buna protectie.. UM: buc. InStoc: AVAILABLE"
"P-2349203","cora dischete 40buc",4.39,2021-10-09,"cora","https://www.cora.ro/cora-dischete-40buc-P-2349203","Casa si familie","Frumusete si ingrijire","Dischete demachiante. UM: buc. InStoc: AVAILABLE"
"P-2024909","Elseve Color Vive sampon de ingrijire 400 ml",17.49,2021-10-09,"cora","https://www.cora.ro/elseve-color-vive-sampon-de-ingrijire-400-ml-P-2024909","Casa si familie","Frumusete si ingrijire","Sampon de ingrijire care fixeaza culoarea, protejeaza parul si ii mentine stralucirea. Recomandat pentru par colorat sau cu suvite.. UM: buc. InStoc: AVAILABLE"
"P-1778015","Doina demachiant nutritiv 200 ml",8.59,2021-10-09,"cora","https://www.cora.ro/doina-demachiant-nutritiv-200-ml-P-1778015","Casa si familie","Frumusete si ingrijire","Lapte nutritiv vitaminizant. UM: buc. InStoc: AVAILABLE"
"P-2334847","Aquafresh Intense White Pasta de dinti cu fluor si efect de albire 125 ml",6.89,2021-10-09,"cora","https://www.cora.ro/aquafresh-intense-white-pasta-de-dinti-cu-fluor-si-efect-de-albire-125-ml-P-2334847","Casa si familie","Frumusete si ingrijire","Ce este? Aquafresh Intense White este o pasta de dinti pentru un alb vizibil mai intens prin indepartarea petelor de pe suprafata dintilor si formeaza o bariera de protectie invizibila in jurul dintilor.. UM: buc. InStoc: AVAILABLE"
"P-1053655","Dove Stick Original 40 ml",11.99,2021-10-09,"cora","https://www.cora.ro/dove-stick-original-40-ml-P-1053655","Casa si familie","Frumusete si ingrijire","Antiperspirantul stick Dove Original ofera pana la 48 de ore de protectie eficienta impotriva transpiratiei, ingrijire superioara si ajuta la repararea pielii subratului dupa epilare in doar 3 zile.. UM: buc. InStoc: AVAILABLE"
"P-2426015","Dove Restore sapun 100 g",2.99,2021-10-09,"cora","https://www.cora.ro/dove-restore-sapun-100-g-P-2426015","Casa si familie","Frumusete si ingrijire","Formula cu 1/4 crema hidratanta si agenti delicati de curatare ajuta la pastrarea barierei naturale de protectie a pielii. Lasa pielea mai fina, mai catifelata si cu un aspect mai sanatos.. UM: buc. InStoc: AVAILABLE"
"P-1052196","Dove Deo Original 150 ml",11.99,2021-10-09,"cora","https://www.cora.ro/dove-deo-original-150-ml-P-1052196","Casa si familie","Frumusete si ingrijire","Antiperspirantul spray Dove Original ofera pana la 48 de ore de protectie eficienta impotriva transpiratie si ingrijire superioara, gratie formulei unice cu 1/4 crema hidratanta.. UM: buc. InStoc: AVAILABLE"
"P-1833638","Colgate Extra Clean periuta de dinti Medium 2 bucati",5.69,2021-10-09,"cora","https://www.cora.ro/colgate-extra-clean-periuta-de-dinti-medium-2-bucati-P-1833638","Casa si familie","Frumusete si ingrijire","Periuta de dinti curata eficient dintii din spate, ajutand la indepartarea bacteriilor ce cauzeaza respiratia neplacut mirositoare.. UM: buc. InStoc: AVAILABLE"
"P-2365346","Aquafresh Clean and Flex Twin Periuta de dinti pentru adulti pachet dublu",6.59,2021-10-09,"cora","https://www.cora.ro/aquafresh-clean-and-flex-twin-periuta-de-dinti-pentru-adulti-pachet-dublu-P-2365346","Casa si familie","Frumusete si ingrijire","Twin, pentru adulti, pachet dublu. Ingrijire orala zilnica.. UM: buc. InStoc: AVAILABLE"
"P-1050992","Nivea Cream Soft sapun solid 100 g",3.79,2021-10-09,"cora","https://www.cora.ro/nivea-cream-soft-sapun-solid-100-g-P-1050992","Casa si familie","Frumusete si ingrijire","Sapunul NIVEA Creme Soft cu ulei de migdale curata delicat si are grija de pielea mainilor tale in timp ce te speli.. UM: buc. InStoc: AVAILABLE"
"P-2290293","Winny dizolvant unghii cu acetona 100 ml",2.59,2021-10-09,"cora","https://www.cora.ro/winny-dizolvant-unghii-cu-acetona-100-ml-P-2290293","Casa si familie","Frumusete si ingrijire","Acetona pentru lac de unghii.. UM: buc. InStoc: AVAILABLE"
"P-2393344","Palmolive Naturals Chamomile and Vitamin E sapun solid 90 g",2.49,2021-10-09,"cora","https://www.cora.ro/palmolive-naturals-chamomile-and-vitamin-e-sapun-solid-90-g-P-2393344","Casa si familie","Frumusete si ingrijire","Sapun solid cu extracte din musetel si vitamina E, ce ofera ingrijire delicata pentru pielea ta.. UM: buc. InStoc: AVAILABLE"
"P-2321610","Gillette Blue3 Sensitive aparat de ras de unica folosinta 8 buc",25.99,2021-10-09,"cora","https://www.cora.ro/gillette-blue3-sensitive-aparat-de-ras-de-unica-folosinta-8-buc-P-2321610","Casa si familie","Frumusete si ingrijire","Aparatul de ras de unica folosinta pentru barbati Gillette Blue3 Sensitive ofera un barbierit mai fin si o clatire mai buna cu 100%. Gillette Blue3 Sensitive aparat de ras de unica folosinta 8 buc.. UM: buc. InStoc: AVAILABLE"
"P-2339968","Sensodyne Extra Whitening Pasta de dinti pentru dinti sensibili 100 ml",19.09,2021-10-09,"cora","https://www.cora.ro/sensodyne-extra-whitening-pasta-de-dinti-pentru-dinti-sensibili-100-ml-P-2339968","Casa si familie","Frumusete si ingrijire","Daca ai dintii sensibili trecerea la o pasta de dinti precum Sensodyne va face diferenta in calitatea vietii de zi cu zi si iti va readuce placerea de a bea si manca ceea ce iti place.. UM: buc. InStoc: AVAILABLE"
"P-1052897","Aquafresh Fresh and Minty Pasta de dinti 125 ml",5.62,2021-10-09,"cora","https://www.cora.ro/aquafresh-fresh-and-minty-pasta-de-dinti-125-ml-P-1052897","Casa si familie","Frumusete si ingrijire","Ce este? Aquafresh Fresh and Minty este o pasta de dinti ce ofera tripla protectie pentru dinti puternici, gingii sanatoase, respiratie proaspata si are aroma mentolata proaspata.. UM: buc. InStoc: AVAILABLE"
"P-1748742","Bella Absorbante Zilnice Classic 60buc",6.49,2021-10-09,"cora","https://www.cora.ro/bella-absorbante-zilnice-classic-60buc-P-1748742","Casa si familie","Frumusete si ingrijire","Absorbante zilnice clasice, cu suprafata naturala, delicata cu pielea.. UM: buc. InStoc: AVAILABLE"
"P-2316133","Elseve Total Repair sampon 400 ml",17.49,2021-10-09,"cora","https://www.cora.ro/elseve-total-repair-sampon-400-ml-P-2316133","Casa si familie","Frumusete si ingrijire","Sampon cu pro-keratina si ceramide, ce ofera parului fibra reconstituita, vitalitate, suplete, rezistenta si stralucire sanatoasa. Recomandat pentru par deteriorat, devitalizat.. UM: buc. InStoc: AVAILABLE"
"P-2393345","Palmolive Naturals Milk and Rose sapun solid 90 g",2.49,2021-10-09,"cora","https://www.cora.ro/palmolive-naturals-milk-and-rose-sapun-solid-90-g-P-2393345","Casa si familie","Frumusete si ingrijire","Descopera sapunul de toaleta Palmolive cu extracte din lapte si petale de trandafir. Ingrijire si rasfat pentru pielea ta! Testat dermatologic.. UM: buc. InStoc: AVAILABLE"
"P-1786103","Fixativ spray pentru par Intesa Styling Forte 300ml",8.42,2021-10-09,"cora","https://www.cora.ro/fixativ-spray-pentru-par-intesa-styling-forte-300ml-P-1786103","Casa si familie","Frumusete si ingrijire","Spray pentru par cu fixare super puternica, cu extract de urzica.. UM: buc. InStoc: AVAILABLE"
"P-2435254","Calypso Passion floare de baie",4.49,2021-10-09,"cora","https://www.cora.ro/calypso-passion-floare-de-baie-P-2435254","Casa si familie","Frumusete si ingrijire","Burete de baie.. UM: buc. InStoc: AVAILABLE"
"P-2370879","Apidermin crema zi 45ml",12.19,2021-10-09,"cora","https://www.cora.ro/apidermin-crema-zi-45ml-P-2370879","Casa si familie","Frumusete si ingrijire","Crema fata cu laptisor matca. unt cacao. vitamina A. UM: buc. InStoc: AVAILABLE"
"P-2358544","Dove Men + Care Extra Fresh sapun 90 g",4.49,2021-10-09,"cora","https://www.cora.ro/dove-men-care-extra-fresh-sapun-90-g-P-2358544","Casa si familie","Frumusete si ingrijire","Dove Men+Care Extra Fresh nu usuca pielea asa cum o fac sapunurile obisnuite si ofera o senzatie de confort pielii, fiind recomandat atat pentru corp, cat si pentru fata.. UM: buc. InStoc: AVAILABLE"
"P-1781028","Nivea dichete demachiante 80 bucati",8.09,2021-10-09,"cora","https://www.cora.ro/nivea-dichete-demachiante-80-bucati-P-1781028","Casa si familie","Frumusete si ingrijire","Dischetele demachiante ce contin 100% bumbac raman intacte in timpul folosirii si nu cauzeaza iritatii ale tenului.. UM: buc. InStoc: AVAILABLE"
"P-2353827","Always Classic Normal absorbante igienice 20 buc",15.69,2021-10-09,"cora","https://www.cora.ro/always-classic-normal-absorbante-igienice-20-buc-P-2353827","Casa si familie","Frumusete si ingrijire","Absorbantele igienice cu aripioare Always Classic Normal ofera protectie si o senzatie de curatenie prin cele 3 zone de actiune, ca sa te simti protejata pe toata durata zilei.. UM: buc. InStoc: AVAILABLE"
"P-2412172","Always Ultra Normal Plus absorbante igienice 50 bucati",24.99,2021-10-09,"cora","https://www.cora.ro/always-ultra-normal-plus-absorbante-igienice-50-bucati-P-2412172","Casa si familie","Frumusete si ingrijire","Always Ultra Normal cu aripioare ofera protectie de pana la 100% pentru forma si fluxul tau unice. Always te protejeaza in timpul menstruatiei pentru ca dirijeaza lichidul catre centrul absorbantului si il retine in interior.. UM: buc. InStoc: AVAILABLE"
"P-2393346","Palmolive Naturals Milk and Honey sapun solid 90 g",2.49,2021-10-09,"cora","https://www.cora.ro/palmolive-naturals-milk-and-honey-sapun-solid-90-g-P-2393346","Casa si familie","Frumusete si ingrijire","Descopera sapunul de toaleta Palmolive cu extracte din lapte si miere. Ingrijire si rasfat pentru pielea ta! Testat dermatologic.. UM: buc. InStoc: AVAILABLE"
"P-2378235","Discreet Waterlily absorbante zilnice 20 buc",4.19,2021-10-09,"cora","https://www.cora.ro/discreet-waterlily-absorbante-zilnice-20-buc-P-2378235","Casa si familie","Frumusete si ingrijire","Superbul parfum al Discreet multiform Waterlily iti va asigura o senzatie placuta de prospetime!. UM: buc. InStoc: AVAILABLE"
"P-2392291","Lacalut pasta dinti 75ml",15.19,2021-10-09,"cora","https://www.cora.ro/lacalut-pasta-dinti-75ml-P-2392291","Casa si familie","Frumusete si ingrijire","Pasta dinti aktiv. UM: buc. InStoc: AVAILABLE"
"P-1785436","Parodontax Fluoride Pasta de dinti indeparteaza bacteriile care cauzeaza sangerari gingivale 75 ml",13.99,2021-10-09,"cora","https://www.cora.ro/parodontax-fluoride-pasta-de-dinti-indeparteaza-bacteriile-care-cauzeaza-sangerari-gingivale-75-ml-P-1785436","Casa si familie","Frumusete si ingrijire","Parodontax Fluoride Pasta de dinti indeparteaza bacteriile care cauzeaza sangerari gingivale, pentru gingii sanatoase si dinti puternici.. UM: buc. InStoc: AVAILABLE"
"P-2334605","Parodontax Whitening Pasta de dinti indeparteaza bacteriile care cauzeaza sangerari gingivale 75 ml",13.99,2021-10-09,"cora","https://www.cora.ro/parodontax-whitening-pasta-de-dinti-indeparteaza-bacteriile-care-cauzeaza-sangerari-gingivale-75-ml-P-2334605","Casa si familie","Frumusete si ingrijire","Parodontax Whitening Pasta de dinti indeparteaza bacteriile care cauzeaza sangerari gingivale cu efect de albire.. UM: buc. InStoc: AVAILABLE"
"P-2407813","Bella Dischete Demachiante Aloe 100buc",4.99,2021-10-09,"cora","https://www.cora.ro/bella-dischete-demachiante-aloe-100buc-P-2407813","Casa si familie","Frumusete si ingrijire","Dischete cosmetice rotunde din 100% bumbac, cu extract de aloe ce hidrateaza si calmeaza iritatiile pielii.. UM: buc. InStoc: AVAILABLE"
"P-2340525","BRUT Deo Original 200 ml",12.49,2021-10-09,"cora","https://www.cora.ro/brut-deo-original-200-ml-P-2340525","Casa si familie","Frumusete si ingrijire","Spray pentru corp cu un parfum masculin puternic, distinctiv si care rezista intreaga zi.. UM: buc. InStoc: AVAILABLE"
"P-2318649","Parodontax Fluoride 75ml 1+1-50%",20.98,2021-10-09,"cora","https://www.cora.ro/parodontax-fluoride-75ml-1-1-50--P-2318649","Casa si familie","Frumusete si ingrijire","Pasta de dinti cu fluor, ajuta la oprirea si prevenirea sangerarilor gingivale. Special conceput pentru a indeparta cauza sangerarilor gingivale. Potrivita pentru utilizare zilnica, face dintii mai puternici si improspateaza respiratia.. UM: buc. InStoc: AVAILABLE"
"P-2320017","CAREFREE absorbante zilnice plus large 20buc",3.99,2021-10-09,"cora","https://www.cora.ro/carefree-absorbante-zilnice-plus-large-20buc-P-2320017","Casa si familie","Frumusete si ingrijire","Absorbante cu invelis fin, absorbtie rapida, centrul super absorbant retine umezeala imediat. Parfum proaspat!. UM: buc. InStoc: AVAILABLE"
"P-2415366","Pasta de dinti Lacalut Aktiv 2x75ml",24.99,2021-10-09,"cora","https://www.cora.ro/pasta-de-dinti-lacalut-aktiv-2x75ml-P-2415366","Casa si familie","Frumusete si ingrijire","Pasta de dinti medicinala care combate tartrul, sangerarea si iritatia gingivala, indeparteaza placa bacteriana, actionand totodata impotriva formarii cariilor.. UM: buc. InStoc: AVAILABLE"
"P-2047196","Seni Lady Absorbante Incontinenta Extra 15buc",12.49,2021-10-09,"cora","https://www.cora.ro/seni-lady-absorbante-incontinenta-extra-15buc-P-2047196","Casa si familie","Frumusete si ingrijire","Absorbante urologice pentru femei, recomandate pentru incontinenta urinara usoara spre medie. Capacitate de absorbtie 4 picaturi. AIR - suprafata ce permite pielii sa respire.. UM: buc. InStoc: AVAILABLE"
"P-2342427","Gillette Series Sensitive gel de ras 240 ml",14.79,2021-10-09,"cora","https://www.cora.ro/gillette-series-sensitive-gel-de-ras-240-ml-P-2342427","Casa si familie","Frumusete si ingrijire","Bucurati-va de un barbierit incredibil de fin cu gelul de ras pentru barbati Gillette Series Sensitive. Gelul de ras Gillette Series Sensitive este alegerea ideala pentru tenul care se irita usor.. UM: buc. InStoc: AVAILABLE"
"P-2364594","Dove gel Nourishing dus Deeply 750 ml",18.99,2021-10-09,"cora","https://www.cora.ro/dove-gel-nourishing-dus-deeply-750-ml-P-2364594","Casa si familie","Frumusete si ingrijire","In cautarea remediului pentru pielea uscata, incepe cu un produs de curatare care hraneste pielea. Hidrateaza-ti si protejeaza-ti pielea impotriva deshidratarii cu gelul de dus nutritiv Dove.. UM: buc. InStoc: AVAILABLE"
"P-1021386","Always Ultra Night absorbante igienice 7 bucati",7.39,2021-10-09,"cora","https://www.cora.ro/always-ultra-night-absorbante-igienice-7-bucati-P-1021386","Casa si familie","Frumusete si ingrijire","Absorbantele Always Ultra Night cu aripioare ofera protectie de pana la 100% pentru forma si fluxul tau unice. Absorbantul este mai lung la spate si are aripioare duble, ce il tin fixat cand tu te intorci de pe o parte pe alta in timpul somnului.. UM: buc. InStoc: AVAILABLE"
"P-1782900","Farmec dizolvant 50ml",4.29,2021-10-09,"cora","https://www.cora.ro/farmec-dizolvant-50ml-P-1782900","Casa si familie","Frumusete si ingrijire","Dizolvant pentru lac unghii. UM: buc. InStoc: AVAILABLE"
"P-2364595","Dove Silk Glow gel dus 750 ml",18.99,2021-10-09,"cora","https://www.cora.ro/dove-silk-glow-gel-dus-750-ml-P-2364595","Casa si familie","Frumusete si ingrijire","In cautarea remediului pentru pielea uscata, incepe cu un produs de curatare care hraneste pielea. Hidrateaza-ti si protejeaza-ti pielea impotriva deshidratarii cu gelul de dus nutritiv Dove.. UM: buc. InStoc: AVAILABLE"
"P-1782908","Farmec dizolvant cu acetona 50ml",3.79,2021-10-09,"cora","https://www.cora.ro/farmec-dizolvant-cu-acetona-50ml-P-1782908","Casa si familie","Frumusete si ingrijire","Dizolvant pentru indepartarea lacului de unghii. UM: buc. InStoc: AVAILABLE"
"P-2357209","Sensodyne Repair and Protect Pasta de dinti pentru dinti sensibili 75 ml",20.92,2021-10-09,"cora","https://www.cora.ro/sensodyne-repair-and-protect-pasta-de-dinti-pentru-dinti-sensibili-75-ml-P-2357209","Casa si familie","Frumusete si ingrijire","Sensodyne Repair and Protect Pasta de dinti pentru dinti sensibili, reparare puternica si protectie de lunga durata.. UM: buc. InStoc: AVAILABLE"
"P-2391923","Sampon fortifiant L'Oreal   Elseve Arginine Resist X3 250ml",14.68,2021-10-09,"cora","https://www.cora.ro/sampon-fortifiant-l-oreal-elseve-arginine-resist-x3-250ml-P-2391923","Casa si familie","Frumusete si ingrijire","Sampon fortifiant ce restructureaza fibra capilara, hraneste radacina firului de par, facand parul mai rezistent. Recomandat pentru par fragil, cu tendinta de cadere.. UM: buc. InStoc: AVAILABLE"
"P-2009153","OB Procomfort Super tampoane 16 bucati",10.99,2021-10-09,"cora","https://www.cora.ro/ob-procomfort-super-tampoane-16-bucati-P-2009153","Casa si familie","Frumusete si ingrijire","Tampoane cu insertie usoara si protectie de incredere datorita invelisului Silktouch si canalelor spiralate. Aluneca usor, pentru insertie si retragere usoare. Directioneaza si retine eficient lichidul in interiorul tamponului.. UM: buc. InStoc: AVAILABLE"
"P-1742911","Cotoneve dischete demachiante 100 bucati",6.39,2021-10-09,"cora","https://www.cora.ro/cotoneve-dischete-demachiante-100-bucati-P-1742911","Casa si familie","Frumusete si ingrijire","Dischete demachiante. UM: buc. InStoc: AVAILABLE"
"P-1781830","Pret-a-Porter Deodorant spray 200ml",14.99,2021-10-09,"cora","https://www.cora.ro/pret-a-porter-deodorant-spray-200ml-P-1781830","Casa si familie","Frumusete si ingrijire","Este un deodorant proaspat cu arome usor intepatoare pentru femei. Notele de varf se deschid cu arome de portocala, frunze de violeta, grapefruit, neroli, trandafir si floare de tamarind.. UM: buc. InStoc: AVAILABLE"
"P-1021766","Bella Nova Classic Maxi absorbante 10 bucati",4.79,2021-10-09,"cora","https://www.cora.ro/bella-nova-classic-maxi-absorbante-10-bucati-P-1021766","Casa si familie","Frumusete si ingrijire","Absorbante clasice, cu aripioare laterale si suprafata naturala, delicata cu pielea. Forma alungita si capacitate de absorbtie sporita, pentru protectie in cazul unui flux menstrual abundent. 5 picaturi. UM: buc. InStoc: AVAILABLE"
"P-1848518","Always Ultra Sensitive Normal Plus absorbante igienice 20 buc",12.69,2021-10-09,"cora","https://www.cora.ro/always-ultra-sensitive-normal-plus-absorbante-igienice-20-buc-P-1848518","Casa si familie","Frumusete si ingrijire","Strat superior Soft Like Cotton pentru a asigura un confort sporit pentru pielea dumneavoastra delicata. Este recomandat pentru folosire in zilele cu flux menstrual usor, spre mediu.. UM: buc. InStoc: AVAILABLE"
"P-2317366","Listerine Coolmint apa de gura 250 ml",10.49,2021-10-09,"cora","https://www.cora.ro/listerine-coolmint-apa-de-gura-250-ml-P-2317366","Casa si familie","Frumusete si ingrijire","Apa gura coolmint. UM: buc. InStoc: AVAILABLE"
"P-2353205","Parodontax Whitening pasta de dinti 2 x 75 ml",20.98,2021-10-09,"cora","https://www.cora.ro/parodontax-whitening-pasta-de-dinti-2-x-75-ml-P-2353205","Casa si familie","Frumusete si ingrijire","Pasta de dinti Parodontax Whitening ajuta la pastrarea albului natural al dintilor prin indepartarea blanda a petelor de pe suprafata acestora.. UM: buc. InStoc: AVAILABLE"
"P-2213395","Head and Shoulders Menthol sampon anti-matreata pentru par gras 400 ml",25.79,2021-10-09,"cora","https://www.cora.ro/head-and-shoulders-menthol-sampon-anti-matreata-pentru-par-gras-400-ml-P-2213395","Casa si familie","Frumusete si ingrijire","Samponul Head and Shoulders Menthol, curata eficient parul, oferind o senzatie de racoare si prospetime. Sampon anti-matreata cu extract de menta, folosit in mod regulat, se pot obtine rezultate vizibile de pana la 100% fara matreata.. UM: buc. InStoc: AVAILABLE"
"P-2317369","Listerine Coolmint apa de gura 500 ml",16.41,2021-10-09,"cora","https://www.cora.ro/listerine-coolmint-apa-de-gura-500-ml-P-2317369","Casa si familie","Frumusete si ingrijire","Apa gura coolmint. UM: buc. InStoc: AVAILABLE"
"P-2294123","Rexona Deo Sexy 150 ml",8.99,2021-10-09,"cora","https://www.cora.ro/rexona-deo-sexy-150-ml-P-2294123","Casa si familie","Frumusete si ingrijire","Bucura-te de protectie antiperspiranta eficienta si un parfum senzual in care notele fructate de capsuni si caise, si cele delicate de flori albe, se completeaza armonios cu notele seducatoare de vanilie, mosc si lemn de cedru alb.. UM: buc. InStoc: AVAILABLE"
"P-2009152","OB Procomfort Normal tampoane 16 bucati",10.99,2021-10-09,"cora","https://www.cora.ro/ob-procomfort-normal-tampoane-16-bucati-P-2009152","Casa si familie","Frumusete si ingrijire","Tampoane cu insertie usoara si protectie de incredere datorita invelisului Silktouch si canalelor spiralate. Aluneca usor, pentru insertie si retragere usoare. Directioneaza si retine eficient lichidul in interiorul tamponului.. UM: buc. InStoc: AVAILABLE"
