"id","nume","pret","data","magazin","link","categorie","subcategorie","descriere"
"P-2262617","Clear sampon anticadere 400 ml",18.12,2021-10-09,"cora","https://www.cora.ro/clear-sampon-anticadere-400-ml-P-2262617","Casa si familie","Frumusete si ingrijire","Infuzat cu extract de radacini de ginseng, samponul anti-matreata Clear indeparteaza eficient matreata si intareste parul de la radacina pentru a preveni caderea acestuia.. UM: buc. InStoc: AVAILABLE"
"P-2262619","Clear Scalp Oil Control sampon 400 ml",18.12,2021-10-09,"cora","https://www.cora.ro/clear-scalp-oil-control-sampon-400-ml-P-2262619","Casa si familie","Frumusete si ingrijire","Infuzat cu esenta de citrice, samponul Clear Scalp Oil Control indeparteaza matreata si dizolva complet excesul de sebum de la suprafata scalpului pentru a oferi o senzatie de prospetime de pana la 48 de ore.. UM: buc. InStoc: AVAILABLE"
"P-2374800","Vopsea de par L'Oreal   Casting Creme Gloss 613-Mocaccino",22.99,2021-10-09,"cora","https://www.cora.ro/vopsea-de-par-l-oreal-casting-creme-gloss-613-mocaccino-P-2374800","Casa si familie","Frumusete si ingrijire","Vopsea fara amoniac, ce confera parului o culoare vibranta, plina de reflexii stralucitoare, si dureaza pana la 28 de samponari. Laptisorul de matca asigura o hranire intensa pentru un par revigorat si matasos. Nuanta: mocaccino.. UM: buc. InStoc: AVAILABLE"
"P-2387823","cora sapun 1000ml",7.19,2021-10-09,"cora","https://www.cora.ro/cora-sapun-1000ml-P-2387823","Casa si familie","Frumusete si ingrijire","Sapun lichid rezerva therapy.. UM: buc. InStoc: AVAILABLE"
"P-2396604","Vopsea de par Garnier Color Sensation 7.0 Blond Opal Delicat",12.49,2021-10-09,"cora","https://www.cora.ro/vopsea-de-par-garnier-color-sensation-7-0-blond-opal-delicat-P-2396604","Casa si familie","Frumusete si ingrijire","Crema coloranta permanenta, cu amoniac, cu pigmenti intensi pentru o culoare senzationala de lunga durata si acoperire 100% a firelor de par alb, nuanta blond opal delicat.. UM: buc. InStoc: AVAILABLE"
"P-1747449","Denim original after shave 100ml",23.19,2021-10-09,"cora","https://www.cora.ro/denim-original-after-shave-100ml-P-1747449","Casa si familie","Frumusete si ingrijire","Lotiune dupa ras. UM: buc. InStoc: AVAILABLE"
"P-1859219","Perie unghii Intervion",8.39,2021-10-09,"cora","https://www.cora.ro/perie-unghii-intervion-P-1859219","Casa si familie","Frumusete si ingrijire","Perie pentru unghii.. UM: buc. InStoc: AVAILABLE"
"P-2214962","Wash and Go Herbal Fresh sampon pentru par gras 400 ml",12.09,2021-10-09,"cora","https://www.cora.ro/wash-and-go-herbal-fresh-sampon-pentru-par-gras-400-ml-P-2214962","Casa si familie","Frumusete si ingrijire","Sampon cu formula Volume Plus, fara silicon, cu extract de plante, ce transforma parul gras intr-un par frumos si plin de volum.. UM: buc. InStoc: AVAILABLE"
"P-2270731","Kallos balsam de par 1 l",18.39,2021-10-09,"cora","https://www.cora.ro/kallos-balsam-de-par-1-l-P-2270731","Casa si familie","Frumusete si ingrijire","Balsam regenerant profesional pentru par uscat si despicat. Utilizandu-l, parul va deveni mai matasos, usor de pieptanat. Protejeaza parul de efectele nocive ale mediului.. UM: buc. InStoc: AVAILABLE"
"P-2305135","NIVEA Sampon Volume Care 400ml",9.99,2021-10-09,"cora","https://www.cora.ro/nivea-sampon-volume-care-400ml-P-2305135","Casa si familie","Frumusete si ingrijire","Samponul Volume Care imbogatit cu extract de Bambus si Nutri-Essences ,cu ulei pretios de Macadamia si Eucerit.. UM: buc. InStoc: AVAILABLE"
"P-2332763","Aquafresh Big Teeth pasta de dinti 6-8 ani 50 ml",6.09,2021-10-09,"cora","https://www.cora.ro/aquafresh-big-teeth-pasta-de-dinti-6-8-ani-50-ml-P-2332763","Casa si familie","Frumusete si ingrijire","Ingrijire orala zilnica. Ce este? Aquafresh Big Teeth este o pasta de dinti care ofera ingrijire blanda dintilor de lapte, ajutand la mentinerea gingiilor sanatoase si a dintilor puternici.. UM: buc. InStoc: AVAILABLE"
"P-2355043","Deodorant spray antiperspirant Obsesie Chypre 75ml",5.59,2021-10-09,"cora","https://www.cora.ro/deodorant-spray-antiperspirant-obsesie-chypre-75ml-P-2355043","Casa si familie","Frumusete si ingrijire","Obsesie Chypre este un deodorant de incredere ce respecta sanatatea pielii, lasand-o sa respire in mod natural. Ofera o protectie de lunga durata impotriva mirosurilor neplacute ale transpiratiei si nu lasa urme albe pe haine.. UM: buc. InStoc: AVAILABLE"
"P-2396189","Vopsea de par Garnier Color Sensation 1 Negru onix",12.49,2021-10-09,"cora","https://www.cora.ro/vopsea-de-par-garnier-color-sensation-1-negru-onix-P-2396189","Casa si familie","Frumusete si ingrijire","Crema coloranta permanenta, cu amoniac, cu pigmenti intensi pentru o culoare senzationala de lunga durata si acoperire 100% a firelor de par alb, nuanta negru onix.. UM: buc. InStoc: AVAILABLE"
"P-1022693","Libresse Ultra Thin String absorbante tanga 12 buc",5.69,2021-10-09,"cora","https://www.cora.ro/libresse-ultra-thin-string-absorbante-tanga-12-buc-P-1022693","Casa si familie","Frumusete si ingrijire","Libresse Ultra String este un absorbant ultra subtire creat pentru a se potrivi perfect lenjeriei de tip tanga. Acum poti purta lenjeria favorita chiar si in zilele delicate ale lunii. Potrivit pentru lenjerie tip tanga; Nu contine parfum.. UM: buc. InStoc: AVAILABLE"
"P-1744293","Bic comfort2 aparat ras 5buc",10.99,2021-10-09,"cora","https://www.cora.ro/bic-comfort2-aparat-ras-5buc-P-1744293","Casa si familie","Frumusete si ingrijire","Aparat ras 2 lame. UM: buc. InStoc: AVAILABLE"
"P-1777562","Intesa deo spray 125ml",12.48,2021-10-09,"cora","https://www.cora.ro/intesa-deo-spray-125ml-P-1777562","Casa si familie","Frumusete si ingrijire","Deodorant spray unisex ambra d'arabia. UM: buc. InStoc: AVAILABLE"
"P-1943991","Oceania floare masaj",10.09,2021-10-09,"cora","https://www.cora.ro/oceania-floare-masaj-P-1943991","Casa si familie","Frumusete si ingrijire","Floare masaj voiaj. UM: buc. InStoc: AVAILABLE"
"P-1994024","Jimmy burete",1.75,2021-10-09,"cora","https://www.cora.ro/jimmy-burete-P-1994024","Casa si familie","Frumusete si ingrijire","Burete baie. UM: buc. InStoc: AVAILABLE"
"P-2150601","Mitia Sapun Apple&Aloe 1000Ml",7.59,2021-10-09,"cora","https://www.cora.ro/mitia-sapun-apple-aloe-1000ml-P-2150601","Casa si familie","Frumusete si ingrijire","Rezerva sapun Apple&Aloe. UM: buc. InStoc: AVAILABLE"
"P-2152764","Rexona Stick Invisible Pure 40 ml",8.99,2021-10-09,"cora","https://www.cora.ro/rexona-stick-invisible-pure-40-ml-P-2152764","Casa si familie","Frumusete si ingrijire","Cu antiperspirantul stick Rexona Invisible Pure te vei bucura de o senzatie de prospetime intreaga zi, iar hainele tale preferate vor arata impecabil.. UM: buc. InStoc: AVAILABLE"
"P-2159390","Nivea Intimp Sensitive lotiune intima 250 ml",18.69,2021-10-09,"cora","https://www.cora.ro/nivea-intimp-sensitive-lotiune-intima-250-ml-P-2159390","Casa si familie","Frumusete si ingrijire","Lotiunea NIVEA Intimo Sensitive pe baza de extract de musetel si panthenol contribuie la prevenirea iritatiilor, a disconfortului si elimina senzatia de piele uscata.. UM: buc. InStoc: AVAILABLE"
"P-2183233","NIVEA Sapun Green Tea Cucumber 90g",2.39,2021-10-09,"cora","https://www.cora.ro/nivea-sapun-green-tea-cucumber-90g-P-2183233","Casa si familie","Frumusete si ingrijire","Sapunul Green Tea Cucumber cu extract de castravete confera ingrijire delicata lasand pielea revigorata si discret parfumata.. UM: buc. InStoc: AVAILABLE"
"P-2213393","Head and Shoulders Citrus Fresh sampon anti-matreata pentru par gras 400 ml",25.79,2021-10-09,"cora","https://www.cora.ro/head-and-shoulders-citrus-fresh-sampon-anti-matreata-pentru-par-gras-400-ml-P-2213393","Casa si familie","Frumusete si ingrijire","Samponul Head and Shoulders Citrus Fresh, curata eficient parul gras si scalpul uleios. Sampon anti-matreata cu prospetime de citrice, folosit in mod regulat, se pot obtine rezultate vizibile de pana la 100% fara matreata.. UM: buc. InStoc: AVAILABLE"
"P-2296309","Gillette Blue 3 Sensitive aparat de ras de unica folosinta 6 bucati",25.99,2021-10-09,"cora","https://www.cora.ro/gillette-blue-3-sensitive-aparat-de-ras-de-unica-folosinta-6-bucati-P-2296309","Casa si familie","Frumusete si ingrijire","Aparatul de ras de unica folosinta Gillette Blue3 Sensitive ofera un barbierit mai fin si o clatire mai buna. Gillette Blue3 Sensitive aparat de ras de unica folosinta 6 buc.. UM: buc. InStoc: AVAILABLE"
"P-2301603","Bella Fresh absorbante zilnice 20 bucati",4.09,2021-10-09,"cora","https://www.cora.ro/bella-fresh-absorbante-zilnice-20-bucati-P-2301603","Casa si familie","Frumusete si ingrijire","Absorbante zilnice subtiri, ce permit pielii sa respire, cu forma delicata si parfum de ceai verde cu efect calmant. Ideale pentru protectia de zi cu zi.. UM: buc. InStoc: AVAILABLE"
"P-2326610","Clear Men CoolSport sampon menthol 400 ml",18.12,2021-10-09,"cora","https://www.cora.ro/clear-men-coolsport-sampon-menthol-400-ml-P-2326610","Casa si familie","Frumusete si ingrijire","Special creat pentru barbati, samponul Clear Men Cool Sport Menthol cu tehnologia Icy Menthol Blast curata in profunzime, elimina impuritatile, sebumul si matreata lasand o senzatie indelungata de prospetime.. UM: buc. InStoc: AVAILABLE"
"P-2357786","Aparat de ras Gillette Blue3 6buc",25.99,2021-10-09,"cora","https://www.cora.ro/aparat-de-ras-gillette-blue3-6buc-P-2357786","Casa si familie","Frumusete si ingrijire","Aparat de ras de unica folosinta dotat cu 3 lame montate independent una de cealalta si cap pivotant care se ajusteaza la conturul fetei pentru un barbierit confortabil.. UM: buc. InStoc: AVAILABLE"
"P-1634533","Dove Stick Fresh 40 ml",11.99,2021-10-09,"cora","https://www.cora.ro/dove-stick-fresh-40-ml-P-1634533","Casa si familie","Frumusete si ingrijire","Bucura-te de protectie antiperspiranta eficienta 48h si o piele a subratului frumoasa cu antiperspirantul stick Dove Go Fresh Cucumber si Green Tea in fiecare zi.. UM: buc. InStoc: AVAILABLE"
"P-1754097","Impulse Deo Incognito 100 ml",11.29,2021-10-09,"cora","https://www.cora.ro/impulse-deo-incognito-100-ml-P-1754097","Casa si familie","Frumusete si ingrijire","Spray pentru corp cu parfum puternic feminin si misterios care persista intreaga zi.. UM: buc. InStoc: AVAILABLE"
"P-2401405","Vopsea de par Loncolor Ultra Max 4.8-Aluna",18.39,2021-10-09,"cora","https://www.cora.ro/vopsea-de-par-loncolor-ultra-max-4-8-aluna-P-2401405","Casa si familie","Frumusete si ingrijire","Vopsea permanenta pentru par, cu amoniac si complex natural, ce ofera stralucire si vitalitate, acoperind perfect firele de par albe, nuanta aluna.. UM: buc. InStoc: AVAILABLE"
"P-2415364","Pasta de dinti Lacalut White 2x75ml",32.29,2021-10-09,"cora","https://www.cora.ro/pasta-de-dinti-lacalut-white-2x75ml-P-2415364","Casa si familie","Frumusete si ingrijire","Pasta de dinti medicinala ce previne patarea dintilor, ajuta la mineralizarea smaltului dentar, pastreaza albul dintilor si intareste dantura.. UM: buc. InStoc: AVAILABLE"
"P-1859161","Garnier Color Naturals 111 Blond Super Deschis Cenusiu vopsea de par permanenta cu amoniac 110 ml",11.99,2021-10-09,"cora","https://www.cora.ro/garnier-color-naturals-111-blond-super-deschis-cenusiu-vopsea-de-par-permanenta-cu-amoniac-110-ml-P-1859161","Casa si familie","Frumusete si ingrijire","Color Naturals cu formula sa unica de crema, imbogatita cu 3 uleiuri nutritive, hraneste fibra in profunzime, parul fiind protejat impotriva uscarii pana la urmatoarea vopsire! Parul este matasos si moale la atingere.. UM: buc. InStoc: AVAILABLE"
"P-2232487","Vopsea de par L'Oreal   Casting Creme Gloss 535-Ciocolata",22.99,2021-10-09,"cora","https://www.cora.ro/vopsea-de-par-l-oreal-casting-creme-gloss-535-ciocolata-P-2232487","Casa si familie","Frumusete si ingrijire","Vopsea fara amoniac, ce confera parului o culoare vibranta, plina de reflexii stralucitoare, si dureaza pana la 28 de samponari. Laptisorul de matca asigura o hranire intensa pentru un par revigorat si matasos. Nuanta: ciocolata.. UM: buc. InStoc: AVAILABLE"
"P-2294126","Rexona Men Deo Invisible Ice 150 ml",8.99,2021-10-09,"cora","https://www.cora.ro/rexona-men-deo-invisible-ice-150-ml-P-2294126","Casa si familie","Frumusete si ingrijire","Antiperspirantul spray Rexona Men Invisible Ice ofera protectie eficienta si minimizeaza aparitia urmelor albe si galbene pe haine.. UM: buc. InStoc: AVAILABLE"
"P-2301544","Dove Nourishing gel dus Deeply 500 ml",19.06,2021-10-09,"cora","https://www.cora.ro/dove-nourishing-gel-dus-deeply-500-ml-P-2301544","Casa si familie","Frumusete si ingrijire","In cautarea remediului pentru pielea uscata, incepe cu un produs de curatare care hraneste pielea. Hidrateaza-ti si protejeaza-ti pielea impotriva deshidratarii cu gelul de dus nutritiv Dove.. UM: buc. InStoc: AVAILABLE"
"P-2316134","Elseve Total Repair balsam de par 200 ml",14.78,2021-10-09,"cora","https://www.cora.ro/elseve-total-repair-balsam-de-par-200-ml-P-2316134","Casa si familie","Frumusete si ingrijire","Balsam cu pro-keratina si ceramide, ce ofera parului fibra reconstituita, vitalitate, suplete, rezistenta, stralucire sanatoasa si descurcare instantanee. Recomandat pentru par deteriorat, devitalizat.. UM: buc. InStoc: AVAILABLE"
"P-2329037","Discreet Summer Fresh absorbante zilnice  20 bucati",4.19,2021-10-09,"cora","https://www.cora.ro/discreet-summer-fresh-absorbante-zilnice-20-bucati-P-2329037","Casa si familie","Frumusete si ingrijire","Parfumul usor al Discreet Summer Fresh iti va asigura o senzatie placuta de prospetime!. UM: buc. InStoc: AVAILABLE"
"P-2396199","Vopsea de par Garnier Color Sensation 6 Blond inchis",12.49,2021-10-09,"cora","https://www.cora.ro/vopsea-de-par-garnier-color-sensation-6-blond-inchis-P-2396199","Casa si familie","Frumusete si ingrijire","Crema coloranta permanenta, cu amoniac, cu pigmenti intensi pentru o culoare senzationala de lunga durata si acoperire 100% a firelor de par alb, nuanta blond inchis.. UM: buc. InStoc: AVAILABLE"
"P-2401406","Vopsea de par Loncolor Ultra Max 5-Acaju",18.39,2021-10-09,"cora","https://www.cora.ro/vopsea-de-par-loncolor-ultra-max-5-acaju-P-2401406","Casa si familie","Frumusete si ingrijire","Vopsea permanenta pentru par, cu amoniac si complex natural, ce ofera stralucire si vitalitate, acoperind perfect firele de par albe, nuanta acaju.. UM: buc. InStoc: AVAILABLE"
"P-2435246","Calypso Passion burete baie",4.09,2021-10-09,"cora","https://www.cora.ro/calypso-passion-burete-baie-P-2435246","Casa si familie","Frumusete si ingrijire","Burete de baie.. UM: buc. InStoc: AVAILABLE"
"P-1022651","Libresse Ultra Normal Fresh Protect absorbante 10 buc",4.99,2021-10-09,"cora","https://www.cora.ro/libresse-ultra-normal-fresh-protect-absorbante-10-buc-P-1022651","Casa si familie","Frumusete si ingrijire","Absorbantele Libresse Fresh Protect au un nou strat superior ce lasa pielea sa respire oferind confort incredibil si protectie maxima.. UM: buc. InStoc: AVAILABLE"
"P-1052620","Denim spray 150ml",11.89,2021-10-09,"cora","https://www.cora.ro/denim-spray-150ml-P-1052620","Casa si familie","Frumusete si ingrijire","Deodorant spray black action 24h. UM: buc. InStoc: AVAILABLE"
"P-1911704","Mennen Speed Stick 24/7 Fresh Rush deodorant gel 85 g",13.39,2021-10-09,"cora","https://www.cora.ro/mennen-speed-stick-24-7-fresh-rush-deodorant-gel-85-g-P-1911704","Casa si familie","Frumusete si ingrijire","Deodorantul antitranspirant gel Mennen Speed Stick 24/7 Fresh Rush are o formula care actioneaza continuu impotriva transpiratiei si a mirosului neplacut. Folosit zilnic, te protejeaza non-stop: 24 de ore pe zi, 7 zile pe saptamana.. UM: buc. InStoc: AVAILABLE"
"P-2150599","Mitia Sapun Aqua Active 1000Ml",7.59,2021-10-09,"cora","https://www.cora.ro/mitia-sapun-aqua-active-1000ml-P-2150599","Casa si familie","Frumusete si ingrijire","Rezerva sapun Aqua Active. UM: buc. InStoc: AVAILABLE"
"P-2193434","Montagne jeunesse plasturi puncte negre 3buc",10.49,2021-10-09,"cora","https://www.cora.ro/montagne-jeunesse-plasturi-puncte-negre-3buc-P-2193434","Casa si familie","Frumusete si ingrijire","Plasturi puncte negre pentru nas. UM: buc. InStoc: AVAILABLE"
"P-2242206","Fixativ Taft Power Cashmere 250ml",14.65,2021-10-09,"cora","https://www.cora.ro/fixativ-taft-power-cashmere-250ml-P-2242206","Casa si familie","Frumusete si ingrijire","Suplete de casmir - fixare mega puternica. Formula Taft Power Cashmere ofera suplete de casmir parului - in special parului uscat si deteriorat! Pana la 3 zile de fixare, fara a lipi firele de par si fara a lasa reziduuri.. UM: buc. InStoc: AVAILABLE"
"P-2327560","Schauma men sampon 400ml",13.83,2021-10-09,"cora","https://www.cora.ro/schauma-men-sampon-400ml-P-2327560","Casa si familie","Frumusete si ingrijire","Sampon antimatreata intens. UM: buc. InStoc: AVAILABLE"
"P-2373887","Ream Quartett crema de maini cu galbenele 75 ml",4.29,2021-10-09,"cora","https://www.cora.ro/ream-quartett-crema-de-maini-cu-galbenele-75-ml-P-2373887","Casa si familie","Frumusete si ingrijire","Este ideala pentru ingrijirea mainilor si a unghiilor. Ingredientele sale protejeaza si ajuta pielea sa ramana supla si intareste unghiile.. UM: buc. InStoc: AVAILABLE"
"P-1049754","Gillette Series Sensitive gel de ras 200 ml",14.79,2021-10-09,"cora","https://www.cora.ro/gillette-series-sensitive-gel-de-ras-200-ml-P-1049754","Casa si familie","Frumusete si ingrijire","Bucurati-va de un barbierit incredibil de fin cu gelul de ras pentru barbati Gillette Series Sensitive.. UM: buc. InStoc: AVAILABLE"
"P-1052100","Colgate Plax Cool Mint apa de gura 250 ml",13.69,2021-10-09,"cora","https://www.cora.ro/colgate-plax-cool-mint-apa-de-gura-250-ml-P-1052100","Casa si familie","Frumusete si ingrijire","Apa de gura Colgate Plax Cool Mint lupta impotriva bacteriilor si ajuta la prevenirea placii bacteriene, oferind 24/7 protectie impotriva respiratiei neplacute.. UM: buc. InStoc: AVAILABLE"
"P-1634529","Dove Deo Fresh Touch 150 ml",11.99,2021-10-09,"cora","https://www.cora.ro/dove-deo-fresh-touch-150-ml-P-1634529","Casa si familie","Frumusete si ingrijire","Completeaza-ti ritualul de ingrijire cu antiperspirantul spray Dove Go Fresh Cucumber si Green Tea si bucura-te de o piele fina, catifelata si o senzatie de prospetime ce dureaza intreaga zi.. UM: buc. InStoc: AVAILABLE"
"P-1748681","Seni Super Scutece Adulti Medium 10buc",29.99,2021-10-09,"cora","https://www.cora.ro/seni-super-scutece-adulti-medium-10buc-P-1748681","Casa si familie","Frumusete si ingrijire","Scutece Premium pentru incontinenta medie si grava, recomandate pentru dimensiuni talie 75-110 cm, 6 picaturi capacitate de absorbtie. AIR - suprafata ce permite pielii sa respire.. UM: buc. InStoc: AVAILABLE"
"P-1814864","Gillette Mach3 rezerve de ras 8 buc",85.42,2021-10-09,"cora","https://www.cora.ro/gillette-mach3-rezerve-de-ras-8-buc-P-1814864","Casa si familie","Frumusete si ingrijire","Rezervele pentru barbati Gillette Mach3 cu lame mai rezistente decat otelul care raan ascutite mai mult timp. Gillette Mach3 rezerve de ras 8 buc.. UM: buc. InStoc: AVAILABLE"
"P-1846179","Garnier Color Naturals 5. Saten Deschis vopsea de par permanenta cu amoniac 110 ml",11.99,2021-10-09,"cora","https://www.cora.ro/garnier-color-naturals-5-saten-deschis-vopsea-de-par-permanenta-cu-amoniac-110-ml-P-1846179","Casa si familie","Frumusete si ingrijire","Color Naturals cu formula sa unica de crema, imbogatita cu 3 uleiuri nutritive, hraneste fibra in profunzime, parul fiind protejat impotriva uscarii pana la urmatoarea vopsire! Parul este matasos si moale la atingere.. UM: buc. InStoc: AVAILABLE"
"P-2150604","Mitia spuma baie 750ml",7.99,2021-10-09,"cora","https://www.cora.ro/mitia-spuma-baie-750ml-P-2150604","Casa si familie","Frumusete si ingrijire","Spuma baie apple&aloe. UM: buc. InStoc: AVAILABLE"
"P-2204333","NIVEA Spray fixativ Diamond Gloss 250ml",16.19,2021-10-09,"cora","https://www.cora.ro/nivea-spray-fixativ-diamond-gloss-250ml-P-2204333","Casa si familie","Frumusete si ingrijire","Spray ul fixativ NIVEA Diamond Gloss Care transforma caldura uscatorului de par in ingrijire si ingrijeste parul pentru un par catifelat. Ingrijeste firul de par si ii ofera stralucire pentru mai mult timp.. UM: buc. InStoc: AVAILABLE"
"P-2281298","Elmiplant sapun 500ml",10.09,2021-10-09,"cora","https://www.cora.ro/elmiplant-sapun-500ml-P-2281298","Casa si familie","Frumusete si ingrijire","Sapun lichid masline si galbenele. UM: buc. InStoc: AVAILABLE"
"P-2284406","Winny servetele umede demachiante 20 bucati",2.49,2021-10-09,"cora","https://www.cora.ro/winny-servetele-umede-demachiante-20-bucati-P-2284406","Casa si familie","Frumusete si ingrijire","Servetele umede fara alcool, special concepute pentru demachierea delicata a ochilor, a fetei si a gatului. Curata in profunzime si hidrateaza tenul, iar noua formula cu vitamina E are efect calmant si stimuleaza regenerarea pielii.. UM: buc. InStoc: AVAILABLE"
"P-2324406","Gerovital H3 Evolution FPS 10 crema de zi antirid +45 ani 50 ml",35.99,2021-10-09,"cora","https://www.cora.ro/gerovital-h3-evolution-fps-10-crema-de-zi-antirid-45-ani-50-ml-P-2324406","Casa si familie","Frumusete si ingrijire","Crema de zi lift hidratanta spf 15. UM: buc. InStoc: AVAILABLE"
"P-2325725","Gillette Mach3 Complete Defense Sensitive gel de ras 200 ml",14.79,2021-10-09,"cora","https://www.cora.ro/gillette-mach3-complete-defense-sensitive-gel-de-ras-200-ml-P-2325725","Casa si familie","Frumusete si ingrijire","Experimentati protectia superioara impotriva senzatiei de arsura de dupa barbierit. Gel de ras pentru piele sensibila cu aloe vera.. UM: buc. InStoc: AVAILABLE"
"P-2332034","Vopsea de par Loncolor Ultra 5-Acaju",12.49,2021-10-09,"cora","https://www.cora.ro/vopsea-de-par-loncolor-ultra-5-acaju-P-2332034","Casa si familie","Frumusete si ingrijire","Vopsea crema permanenta, cu amoniac, cu un complex natural de ingrediente (ulei de migdale, proteine din grau si vitamina C) si usor de aplicat, acoperind perfect firele albe si conferind stralucire si vitalitate parului, nuanta acaju.. UM: buc. InStoc: AVAILABLE"
"P-2340070","Nivea Men AD Power sampon 400 ml",18.89,2021-10-09,"cora","https://www.cora.ro/nivea-men-ad-power-sampon-400-ml-P-2340070","Casa si familie","Frumusete si ingrijire","Samponul NIVEA MEN POWER ofera controlul eficient al matretii. Samponul cu sistemul activ de identificare a matretii indeparteaza eficient reziduurile de pe scalp si par.. UM: buc. InStoc: AVAILABLE"
"P-2366563","Fixativ spray pentru par Intesa Styling Extra Strong 300ml",8.51,2021-10-09,"cora","https://www.cora.ro/fixativ-spray-pentru-par-intesa-styling-extra-strong-300ml-P-2366563","Casa si familie","Frumusete si ingrijire","Spray pentru par cu fixare extra puternica, cu extract de urzica.. UM: buc. InStoc: AVAILABLE"
"P-2394787","David Beckham Instinct Deodorant spray 150ml",12.99,2021-10-09,"cora","https://www.cora.ro/david-beckham-instinct-deodorant-spray-150ml-P-2394787","Casa si familie","Frumusete si ingrijire","Notele de varf sunt compuse dintr-un amestec de bergamota, grapefruit si frunze de mandarina. Inima parfumului este conturata in jurul aromei de ardei, ananas si cardamom.. UM: buc. InStoc: AVAILABLE"
"P-2396605","Vopsea de par Garnier Color Sensation 8.0 Blond Deschis Luminos",12.49,2021-10-09,"cora","https://www.cora.ro/vopsea-de-par-garnier-color-sensation-8-0-blond-deschis-luminos-P-2396605","Casa si familie","Frumusete si ingrijire","Crema coloranta permanenta, cu amoniac, cu pigmenti intensi pentru o culoare senzationala de lunga durata si acoperire 100% a firelor de par alb, nuanta blond deschis luminos.. UM: buc. InStoc: AVAILABLE"
"P-2401768","Rexona Deo shower clean 150 ml",8.99,2021-10-09,"cora","https://www.cora.ro/rexona-deo-shower-clean-150-ml-P-2401768","Casa si familie","Frumusete si ingrijire","Te misti mai mult, esti mai protejata. Alege antiperspirantul spray Rexona Shower Clean, ce iti ofera protectie eficienta si prospetime la fiecare miscare.. UM: buc. InStoc: AVAILABLE"
"P-1050979","Nivea Creme crema de corp 150 ml",10.09,2021-10-09,"cora","https://www.cora.ro/nivea-creme-crema-de-corp-150-ml-P-1050979","Casa si familie","Frumusete si ingrijire","NIVEA Creme este o crema hranitoare pentru intreaga familie ce contine Eucerit, complex propriu pielii ce protejeaza impotriva deshidratarii si catifeleaza pielea.. UM: buc. InStoc: AVAILABLE"
"P-1967672","Corega Ultra Fixare Original Crema adeziva pentru proteza dentara 40 g",20.79,2021-10-09,"cora","https://www.cora.ro/corega-ultra-fixare-original-crema-adeziva-pentru-proteza-dentara-40-g-P-1967672","Casa si familie","Frumusete si ingrijire","Ce este? Corega Ultra Fixare Original este o crema adeziva care asigura fixarea puternica a protezei dentare timp de 12 ore si are o aroma usor mentolata.. UM: buc. InStoc: AVAILABLE"
"P-2026830","Winny burete baie",1.22,2021-10-09,"cora","https://www.cora.ro/winny-burete-baie-P-2026830","Casa si familie","Frumusete si ingrijire","Burete pentru baie. Compozitie: spuma poliuretanica.. UM: buc. InStoc: AVAILABLE"
"P-2190453","Vopsea de par L'Oreal   Casting Creme Gloss 200-Negru Abanos",22.99,2021-10-09,"cora","https://www.cora.ro/vopsea-de-par-l-oreal-casting-creme-gloss-200-negru-abanos-P-2190453","Casa si familie","Frumusete si ingrijire","Vopsea fara amoniac, ce confera parului o culoare vibranta, plina de reflexii stralucitoare, si dureaza pana la 28 de samponari. Laptisorul de matca asigura o hranire intensa pentru un par revigorat si matasos. Nuanta: negru abanos.. UM: buc. InStoc: AVAILABLE"
"P-2213394","Head and Shoulders Extra Volume sampon anti-matreata pentru par fara volum 400 ml",25.89,2021-10-09,"cora","https://www.cora.ro/head-and-shoulders-extra-volume-sampon-anti-matreata-pentru-par-fara-volum-400-ml-P-2213394","Casa si familie","Frumusete si ingrijire","Samponul Head and Shoulders Extra Volume, curata, hidrateaza parul si ii ofera un aspect mai voluminos.Sampon anti-matreata, recomandat pentru parul fin si moale.Folosit regulat, se pot obtine rezultate vizibile de pana la 100% fara matreata.. UM: buc. InStoc: AVAILABLE"
"P-2284407","Winny servetele umede pentru  igiena intima 20 bucati",2.89,2021-10-09,"cora","https://www.cora.ro/winny-servetele-umede-pentru-igiena-intima-20-bucati-P-2284407","Casa si familie","Frumusete si ingrijire","Servetele umede antibacteriene, fara alcool, ideale pentru igiena intima, cu efect antifungic si antiinflamator. Noua formula cu provitamina B5 curata delicat si nu irita pielea sensibila, asigurand igiena optima, in orice imprejurare.. UM: buc. InStoc: AVAILABLE"
"P-2331061","Fixativ de par Syoss Max Hold",19.1,2021-10-09,"cora","https://www.cora.ro/fixativ-de-par-syoss-max-hold-P-2331061","Casa si familie","Frumusete si ingrijire","Fixativul de par Syoss max Hold ofera rezistenta mega strong Hold coafurii timp de 48h, ajutand la protejarea parului fata de umiditate si radiatii UV.. UM: buc. InStoc: AVAILABLE"
"P-2338959","Vopsea Crema permanenta Palette Intensive metallic Collection C1 (1-1) Negu Albastrui",13.47,2021-10-09,"cora","https://www.cora.ro/vopsea-crema-permanenta-palette-intensive-metallic-collection-c1-1-1-negu-albastrui-P-2338959","Casa si familie","Frumusete si ingrijire","Formula cu pigmenti foarte intensi patrunde in structura firului de par si sigileaza culoarea, pentru protectie impotriva decolorarii. Pentru o intensitate a culorii de lunga durata si o acoperire 100% a firelor albe.. UM: buc. InStoc: AVAILABLE"
