"id","nume","pret","link","descriere","subcategorie","data","magazin"
"P-1809111","Mere Golden / kg","4.49","https://www.cora.ro/mere-golden-kg-1809111.html","Mere Golden la kg. UM: Kg","Fructe",2022-02-19,"cora"
"P-1815184","Gutui / kg","6.99","https://www.cora.ro/gutui-kg-1815184.html","Gutui la Kg.. UM: Kg","Fructe",2022-02-19,"cora"
"P-1868793","Pomelo / kg","10.99","https://www.cora.ro/pomelo-kg-1868793.html","Fructele pot fi tratate cu Imazalil/Thiabendazol. Coaja nu este recomandata consumului uman!. UM: Kg","Fructe",2022-02-19,"cora"
"P-1853109","Grapefruit rosu / kg","4.99","https://www.cora.ro/grapefruit-rosu-kg-1853109.html","Fructele pot fi tratate cu Imazalil/Thiabendazol. Coaja nu este recomandata consumului uman!. UM: Kg","Fructe",2022-02-19,"cora"
"P-2141046","Lamai plasa 500 g","3.49","https://www.cora.ro/lamai-plasa-500-g-2141046.html","Fructele pot fi tratate cu Imazalil/Thiabendazol. Coaja nu este recomandata consumului uman!. UM: Buc","Fructe",2022-02-19,"cora"
"P-1832454","Lamai / kg","3.49","https://www.cora.ro/lamai-kg-1832454.html","Fructele pot fi tratate cu Imazalil/Thiabendazol. Coaja nu este recomandata consumului uman!. UM: Kg","Fructe",2022-02-19,"cora"
"P-1747084","Orlando s caise deshidratate soft 200 g","18.39","https://www.cora.ro/orlando-s-caise-deshidratate-soft-200-g-1747084.html","Orlando s Caise Deshidratate 200g. UM: Buc","Fructe",2022-02-19,"cora"
"P-2040270","Orlando s prune deshidratate fara samburi 400 g","15.29","https://www.cora.ro/orlando-s-prune-deshidratate-fara-samburi-400-g-2040270.html","Orlando s Prune Deshidratate 500g. UM: Buc","Fructe",2022-02-19,"cora"
"P-2384109","Orlando s smochine deshidratate 400 g","19.89","https://www.cora.ro/orlando-s-smochine-deshidratate-400-g-2384109.html","Orlando s Smochine Deshidratate 400g. UM: Buc","Fructe",2022-02-19,"cora"
"P-1810719","Banane / kg","6.99","https://www.cora.ro/banane-kg-1810719.html","Banane la kg. UM: Kg","Fructe",2022-02-19,"cora"
"P-1810582","Pepene Verde","8.99","https://www.cora.ro/pepene-verde-1810582.html","Pepene Verde la kg. UM: Kg","Fructe",2022-02-19,"cora"
"P-1842723","Portocale / kg","4.99","https://www.cora.ro/portocale-kg-1842723.html","Portocale la kg. UM: Kg","Fructe",2022-02-19,"cora"
"P-1858460","Coacaze rosii 125 g","12.99","https://www.cora.ro/coacaze-rosii-125-g-1858460.html","Coacaze calitatea 1 din Olanda.. UM: Buc","Fructe",2022-02-19,"cora"
"P-1965572","Castane comestibile","22.99","https://www.cora.ro/castane-comestibile-1965572.html","Castane comestibile la kg.. UM: Kg","Fructe",2022-02-19,"cora"
"P-2450025","Mere Jonagored","8.99","https://www.cora.ro/mere-jonagored-2450025.html","Mere Jonagored la kg. UM: Kg","Fructe",2022-02-19,"cora"
"P-2059534","Portocale plasa 2Kg","8.99","https://www.cora.ro/portocale-plasa-2kg-2059534.html","Portocale plasa 2 kg. UM: Buc","Fructe",2022-02-19,"cora"
"P-1809137","Mere Idared / kg","3.49","https://www.cora.ro/mere-idared-kg-1809137.html","Mere proaspete. UM: Kg","Fructe",2022-02-19,"cora"
"P-2424374","Portocale Spania la kg","7.99","https://www.cora.ro/portocale-spania-la-kg-2424374.html","Fructele pot fi tratate cu Imazalil/Thiabendazol. Coaja nu este recomandata consumului uman!. UM: Kg","Fructe",2022-02-19,"cora"
"P-1831218","Struguri roze / kg","16.99","https://www.cora.ro/struguri-roze-kg-1831218.html","Struguri roze la kg. UM: Kg","Fructe",2022-02-19,"cora"
"P-1842848","Mere Red Delicious / kg","6.99","https://www.cora.ro/mere-red-delicious-kg-1842848.html","Mere Red Delicious la kg. UM: Kg","Fructe",2022-02-19,"cora"
"P-1815508","Capsune 250 g","9.99","https://www.cora.ro/capsune-250-g-1815508.html","NA. UM: Buc","Fructe",2022-02-19,"cora"
"P-1810734","Pere Conference / kg","8.99","https://www.cora.ro/pere-conference-kg-1810734.html","Pere Conference la kg. UM: Kg","Fructe",2022-02-19,"cora"
"P-2486085","Kiwi ECO 450 g","7.99","https://www.cora.ro/kiwi-eco-450-g-2486085.html","Kiwi eco 450 g. UM: Buc","Fructe",2022-02-19,"cora"
"P-1815172","Rodii / kg","8.99","https://www.cora.ro/rodii-kg-1815172.html","Rodii la kg. UM: Kg","Fructe",2022-02-19,"cora"
"P-1815205","Mango per bucata","4.49","https://www.cora.ro/mango-per-bucata-1815205.html","Mango la buc. UM: Buc","Fructe",2022-02-19,"cora"
"P-2053309","Mango Ready to eat / bucata","7.99","https://www.cora.ro/mango-ready-to-eat-bucata-2053309.html","Ready to eat Mango. UM: Buc","Fructe",2022-02-19,"cora"
"P-2402892","Alex Stafide aurii 100g","3.92","https://www.cora.ro/alex-stafide-aurii-100g-2402892.html","Se folosesc in umplerea checurilor, cozonacilor, placintelor, precum si la decorarea acestora.. UM: Buc","Fructe",2022-02-19,"cora"
"P-1860209","Jasmin curmale fara samburi 500 g","10.19","https://www.cora.ro/jasmin-curmale-fara-samburi-500-g-1860209.html","Curmale fara samburi.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2432035","Jasmin agrise 75 g","7.79","https://www.cora.ro/jasmin-agrise-75-g-2432035.html","Jasmin Agrise 100g. UM: Buc","Fructe",2022-02-19,"cora"
"P-2432027","Jasmin curmale fara samburi 250 g","5.99","https://www.cora.ro/jasmin-curmale-fara-samburi-250-g-2432027.html","Jasmin Curmale fara samburi 250g. UM: Buc","Fructe",2022-02-19,"cora"
"P-2482053","Jasmin caise deshidratate 250 g","11.59","https://www.cora.ro/jasmin-caise-deshidratate-250-g-2482053.html","Jasmin Caise deshidratate 250g. UM: Buc","Fructe",2022-02-19,"cora"
"P-2532157","Jasmin merisor indulcit partial deshidratat 250 g","12.89","https://www.cora.ro/jasmin-merisor-indulcit-partial-deshidratat-250-g-2532157.html","Merisor indulcit partial.. UM: Buc","Fructe",2022-02-19,"cora"
"P-1815194","Avocado per bucata","4.99","https://www.cora.ro/avocado-per-bucata-1815194.html","Avocado la buc. UM: Buc","Fructe",2022-02-19,"cora"
"P-1809237","Mere Granny Smith / kg","6.99","https://www.cora.ro/mere-granny-smith-kg-1809237.html","Mere Granny Smith la kg. UM: Kg","Fructe",2022-02-19,"cora"
"P-1810710","Pepene Gialetti / Honey / kg","9.99","https://www.cora.ro/pepene-gialetti-honey-kg-1810710.html","Pepene galben de import. UM: Kg","Fructe",2022-02-19,"cora"
"P-1815072","Nuca cocos / bucata","4.99","https://www.cora.ro/nuca-cocos-bucata-1815072.html","Nuca cocos la buc. UM: Buc","Fructe",2022-02-19,"cora"
"P-1815158","Limes / kg","13.99","https://www.cora.ro/limes-kg-1815158.html","Fructele pot fi tratate cu Imazalil/Thiabendazol. Coaja nu este recomandata consumului uman!. UM: Kg","Fructe",2022-02-19,"cora"
"P-1814973","Kiwi / kg","8.99","https://www.cora.ro/kiwi-kg-1814973.html","Kiwi. UM: Kg","Fructe",2022-02-19,"cora"
"P-1819301","Colonial stafide 50 g","1.49","https://www.cora.ro/colonial-stafide-50-g-1819301.html","Stafide dulci.. UM: Buc","Fructe",2022-02-19,"cora"
"P-1830923","Struguri albi fara samburi / kg","19.99","https://www.cora.ro/struguri-albi-fara-samburi-kg-1830923.html","Dole Struguri albi fara samburi la kg. UM: Kg","Fructe",2022-02-19,"cora"
"P-1832532","Pepene Cantalup","10.99","https://www.cora.ro/pepene-cantalup-1832532.html","Pepene Cantaloeup la kg. UM: Kg","Fructe",2022-02-19,"cora"
"P-1853543","Portocale plasa 1 kg","3.29","https://www.cora.ro/portocale-plasa-1-kg-1853543.html","Portocale plasa 1 kg. UM: Buc","Fructe",2022-02-19,"cora"
"P-1858459","Afine 125 g","8.99","https://www.cora.ro/afine-125-g-1858459.html","Afine calitatea 1 din Chile.. UM: Buc","Fructe",2022-02-19,"cora"
"P-1993665","PHYSALIS 100 g","7.99","https://www.cora.ro/physalis-100-g-1993665.html","Physalis la caserola.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2083328","Lamai plasa 1 kg","5.99","https://www.cora.ro/lamai-plasa-1-kg-2083328.html","Fructele pot fi tratate cu Imazalil/Thiabendazol. Coaja nu este recomandata consumului uman!. UM: Buc","Fructe",2022-02-19,"cora"
"P-2327928","cora stafide brune 200 g","4.29","https://www.cora.ro/cora-stafide-brune-200-g-2327928.html","Stafide brune fara samburi. Produs obtinut prin deshidratarea strugurilor.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2327897","cora stafide aurii 200 g","5.49","https://www.cora.ro/cora-stafide-aurii-200-g-2327897.html","Stafide aurii fara samburi. Produs obtinut prin deshidratarea strugurilor.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2430634","cora amestec de fructe exotice 120 g","5.99","https://www.cora.ro/cora-amestec-de-fructe-exotice-120-g-2430634.html","Amestec de fructe exotice indulcite si uscate.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2430651","cora amestec japonez 180 g","8.49","https://www.cora.ro/cora-amestec-japonez-180-g-2430651.html","Amestec de biscuiti si arahide cu invelis.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2430766","cora Degustation seminte si fructe rosii 120 g","11.99","https://www.cora.ro/cora-degustation-seminte-si-fructe-rosii-120-g-2430766.html","Amestec de fructe indulcite, deshidratate si fructe cu coaja lemnoasa prajite.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2542533","Orlando s cirese rosii confiate 200 g","18.59","https://www.cora.ro/orlando-s-cirese-rosii-confiate-200-g-2542533.html","Orlando s cirese rosii confiate 200g. UM: Buc","Fructe",2022-02-19,"cora"
"P-2405799","Dr. Oetker Stafide aurii 100g","5.99","https://www.cora.ro/dr-oetker-stafide-aurii-100g-2405799.html","Doctor Oetker Stafide aurii 100g. UM: Buc","Fructe",2022-02-19,"cora"
"P-2405796","Dr. Oetker Stafide brune 100g","4.59","https://www.cora.ro/dr-oetker-stafide-brune-100g-2405796.html","Doctor Oetker Stafide brune 100g. UM: Buc","Fructe",2022-02-19,"cora"
"P-2406732","Dr. Oetker Stafide aurii 50g","2.99","https://www.cora.ro/dr-oetker-stafide-aurii-50g-2406732.html","Stafide aurii din struguri fara samburi ideale pentru prepararea diverselor creme, inghetate, torturi, prajituri, bauturi, budinci si pentru decor.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2406720","Dr. Oetker Stafide brune 50g","2.49","https://www.cora.ro/dr-oetker-stafide-brune-50g-2406720.html","Stafide brune din struguri fara samburi ideale pentru prepararea diverselor creme, inghetate, torturi, prajituri, bauturi, budinci si pentru decor.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2486084","Portocale plasa ECO 1 kg","6.99","https://www.cora.ro/portocale-plasa-eco-1-kg-2486084.html","Portocale plasa eco 1 kg. UM: Buc","Fructe",2022-02-19,"cora"
"P-2540484","Avocado ECO Twin pack","13.99","https://www.cora.ro/avocado-eco-twin-pack-2540484.html","Avocado eco twin pack, 400g. UM: Buc","Fructe",2022-02-19,"cora"
"P-2375744","Pere Santa Maria / kg","7.49","https://www.cora.ro/pere-santa-maria-kg-2375744.html","Pere Santa Maria la kg.. UM: Kg","Fructe",2022-02-19,"cora"
"P-2277084","Pere Williams / Packham / kg","6.99","https://www.cora.ro/pere-williams-packham-kg-2277084.html","Pere Wiliams Packham la kg. UM: Kg","Fructe",2022-02-19,"cora"
"P-1831623","Jasmin Stafide Brune  500G","9.99","https://www.cora.ro/jasmin-stafide-brune-500g-1831623.html","Jasmin Stafide Brune 500 g. UM: Buc","Fructe",2022-02-19,"cora"
"P-1832097","Elmas stafide aurii 500 g","18.39","https://www.cora.ro/elmas-stafide-aurii-500-g-1832097.html","Stafide aurii deshidratate.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2432038","Jasmin Mix Agrise goji merisor 100g","6.59","https://www.cora.ro/jasmin-mix-agrise-goji-merisor-100g-2432038.html","Jasmin Mix Agrise Goji Merisor 100 g. UM: Buc","Fructe",2022-02-19,"cora"
"P-2542539","Orlandos stafide aurii 250 g","8.59","https://www.cora.ro/orlandos-stafide-aurii-250-g-2542539.html","Stafide aurii din struguri fara samburi.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2542538","Orlandos stafide brune 250 g","6.79","https://www.cora.ro/orlandos-stafide-brune-250-g-2542538.html","Stafide brune din struguri fara samburi.. UM: Buc","Fructe",2022-02-19,"cora"
"P-1836889","Micro Fruits From Nature capsune 500 g","18.99","https://www.cora.ro/micro-fruits-from-nature-capsune-500-g-1836889.html","Capsune, calitatea I.. UM: Buc","Fructe",2022-02-19,"cora"
"P-1747087","Orlando s curmale deshidratate fara samburi 500 g","13.49","https://www.cora.ro/orlando-s-curmale-deshidratate-fara-samburi-500-g-1747087.html","Orlando s Curmale Deshidratate 500g. UM: Buc","Fructe",2022-02-19,"cora"
"P-1815236","Papaya / bucata","12.99","https://www.cora.ro/papaya-bucata-1815236.html","Papaya la buc. UM: Buc","Fructe",2022-02-19,"cora"
"P-2493619","Banane Dole / kg","7.99","https://www.cora.ro/banane-dole-kg-2493619.html","Dole Banane la kg. UM: Kg","Fructe",2022-02-19,"cora"
"P-1809191","Mere Royal Galla / kg","5.49","https://www.cora.ro/mere-royal-galla-kg-1809191.html","Mere Jonagold la kg. UM: Kg","Fructe",2022-02-19,"cora"
"P-1810534","Mere Starkrimson / kg","4.99","https://www.cora.ro/mere-starkrimson-kg-1810534.html","Mere Starkrimson la kg. UM: Kg","Fructe",2022-02-19,"cora"
"P-1815258","Sweetie la kg","14.99","https://www.cora.ro/sweetie-la-kg-1815258.html","Fructele pot fi tratate cu Imazalil/Thiabendazol. Coaja nu este recomandata consumului uman!. UM: Kg","Fructe",2022-02-19,"cora"
"P-1848536","Kiwi caserola 1 kg","5.89","https://www.cora.ro/kiwi-caserola-1-kg-1848536.html","Kiwi caserola kg.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2571619","Mix Fructe de Padure 125g","14.99","https://www.cora.ro/mix-fructe-de-padure-125g-2571619.html","Mix de fructe de padure, calitatea I. . UM: Buc","Fructe",2022-02-19,"cora"
"P-2585051","Mere Red Delicios 4 buc 750g","7.99","https://www.cora.ro/mere-red-delicios-4-buc-750g-2585051.html","Mere Red Delicios caserola 4 buc. UM: Buc","Fructe",2022-02-19,"cora"
"P-2328326","Jasmin curmale extra light 500 g","8.09","https://www.cora.ro/jasmin-curmale-extra-light-500-g-2328326.html","Curmale extra light deshidratate.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2554571","Jasmin mango deshidratat 100 g","6.79","https://www.cora.ro/jasmin-mango-deshidratat-100-g-2554571.html","Mango deshidratat si indulcit.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2554570","Jasmin ghimbir deshidratat 100 g","5.79","https://www.cora.ro/jasmin-ghimbir-deshidratat-100-g-2554570.html","Ghimbir indulcit si deshidratat.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2554558","Jasmin ananas deshidratat 100 g","5.79","https://www.cora.ro/jasmin-ananas-deshidratat-100-g-2554558.html","Ananas deshidratat si indulcit.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2561414","Kluth cranberries 125 g","12.99","https://www.cora.ro/kluth-cranberries-125-g-2561414.html","Merisoare de munte uscate si indulcite.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2561417","Kluth curmale 200 g","12.59","https://www.cora.ro/kluth-curmale-200-g-2561417.html","Curmale uscate fara samburi si fara zahar adaugat.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2561422","Kluth samburi de pin 100 g","40.09","https://www.cora.ro/kluth-samburi-de-pin-100-g-2561422.html","Samburi de pin.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2561386","Kluth prune uscate fara samburi 200 g","19.99","https://www.cora.ro/kluth-prune-uscate-fara-samburi-200-g-2561386.html","Prune uscate, fara samburi si fara zahar adaugat.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2561426","Kluth bucati de ghimbir 200 g","21.89","https://www.cora.ro/kluth-bucati-de-ghimbir-200-g-2561426.html","Ghimbir bucati zaharisit si cristalizat.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2328325","Jasmin curmale extra light deshidratate 250 g","4.29","https://www.cora.ro/jasmin-curmale-extra-light-deshidratate-250-g-2328325.html","Curmale extra light deshidratate.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2400065","Mere Red 2 kg","9.99","https://www.cora.ro/mere-red-2-kg-2400065.html","Mere rosii calitatea a II-a.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2609227","Avocado plasa 700 g","15.99","https://www.cora.ro/avocado-plasa-700-g-2609227.html","Avocado avand calibrul de 5/7. Calitatea I.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2214958","Mure 125 g","16.99","https://www.cora.ro/mure-125-g-2214958.html","Mure calitatea I.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2571617","Mango ECO / bucata","6.99","https://www.cora.ro/mango-eco-bucata-2571617.html","Mango ecologic 1  buc. UM: Buc","Fructe",2022-02-19,"cora"
"P-2587464","Avocado Ready to eat Twin pack /buc","9.99","https://www.cora.ro/avocado-ready-to-eat-twin-pack-buc-2587464.html","Select Fruits avocado twin pack. UM: Buc","Fructe",2022-02-19,"cora"
"P-2611211","Orlando s smochine deshidratate 200 g","10.89","https://www.cora.ro/orlando-s-smochine-deshidratate-200-g-2611211.html","Orlando s smochine deshidratate 200 g. UM: Buc","Fructe",2022-02-19,"cora"
"P-2611210","Orlando s catina deshidratata 80 g","15.79","https://www.cora.ro/orlando-s-catina-deshidratata-80-g-2611210.html","Orlando s catina deshidratata 80 g. UM: Buc","Fructe",2022-02-19,"cora"
"P-2561384","Kluth caise uscate 200 g","23.49","https://www.cora.ro/kluth-caise-uscate-200-g-2561384.html","Caise intregi, fara samburi, uscate natural.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2627789","Dry Fruits Mix de fructe uscate bio 75g","12.29","https://www.cora.ro/dry-fruits-mix-de-fructe-uscate-bio-75g-2627789.html","Produs autentic romanesc provenit din agricultura ecologica, contine zaharuri prezente in mod natural si bogat in fibre.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2627788","Dry Fruits Prune cu miez de nuca bio 75g","12.29","https://www.cora.ro/dry-fruits-prune-cu-miez-de-nuca-bio-75g-2627788.html","Produs autentic romanesc provenit din agricultura ecologica, contine zaharuri prezente in mod natural, fara sare si bogat in fibre.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2627787","Dry Fruits Mere deshidratate bio 30g","8.63","https://www.cora.ro/dry-fruits-mere-deshidratate-bio-30g-2627787.html","Produs autentic romanesc provenit din agricultura ecologica , contine zaharuri prezente in mod natural, continut redus de grasimi saturate si bogat in fibre.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2627802","Dry Fruits Pulpa de macese bio 100g","12.79","https://www.cora.ro/dry-fruits-pulpa-de-macese-bio-100g-2627802.html","Produs autentic romanesc provenit din agricultura ecologica, contine zaharuri prezente in mod natural, continut redus de grasimi, continut scazut de sare si bogat in fibre.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2627624","Noberasco Bio curmale 200 g","16.09","https://www.cora.ro/noberasco-bio-curmale-200-g-2627624.html","Curmale deshidratate. Produs ecologic.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2638640","Alnatura Bio bucati mango deshidratat 100 g","12.36","https://www.cora.ro/alnatura-bio-bucati-mango-deshidratat-100-g-2638640.html","Bucati de mango deshidratat, ecologice.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2638649","Alnatura Bio felii banane prajite cu miere 150 g","7.16","https://www.cora.ro/alnatura-bio-felii-banane-prajite-cu-miere-150-g-2638649.html","Felii de banane, ecologice, prajite, cu miere.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2638654","Alnatura Bio mere rondele deshidratate 125 g","18.53","https://www.cora.ro/alnatura-bio-mere-rondele-deshidratate-125-g-2638654.html","Mere rondele deshidratate, ecologice.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2638555","Mere Golden Tymbark la kg","4.99","https://www.cora.ro/mere-golden-tymbark-la-kg-2638555.html","Tymbark Mere Golden la kg. UM: Kg","Fructe",2022-02-19,"cora"
"P-2644622","MAD LUNA Smochine 200g","12.19","https://www.cora.ro/mad-luna-smochine-200g-2644622.html","Smochine deshidratate.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2644617","MAD LUNA Prune Fara Samburi 200g","8.99","https://www.cora.ro/mad-luna-prune-fara-samburi-200g-2644617.html","Prune fara samburi.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2644623","MAD LUNA Stafide Aurii 200g","6.39","https://www.cora.ro/mad-luna-stafide-aurii-200g-2644623.html","Stafide aurii.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2644615","MAD LUNA Merisor 200g","11.99","https://www.cora.ro/mad-luna-merisor-200g-2644615.html","Merisoare deshidratate.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2643838","Biofarm curmale uscate 150 g","15.29","https://www.cora.ro/biofarm-curmale-uscate-150-g-2643838.html","Curmale fara samburi.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2661189","Mix mere si pere 600 g","7.99","https://www.cora.ro/mix-mere-si-pere-600-g-2661189.html","Mix de mere si pere, calitatea I.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2662077","MAD LUNA Mix Stafide Jumbo 170 g","9.59","https://www.cora.ro/mad-luna-mix-stafide-jumbo-170-g-2662077.html","Mix de stafide Jumbo.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2662244","MAD LUNA Cirese Amarene Confiate 185 g","12.89","https://www.cora.ro/mad-luna-cirese-amarene-confiate-185-g-2662244.html","Cirese amarene confiate.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2644857","MAD LUNA Stafide Brune 200g","5.69","https://www.cora.ro/mad-luna-stafide-brune-200g-2644857.html","Stafide brune ambalate in casoleta, cantitate neta 200 g.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2626588","Lamai netratate plasa 500 g","4.99","https://www.cora.ro/lamai-netratate-plasa-500-g-2626588.html","Lamai netratate.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2641050","Micro Fruits From Nature afine 500 g","29.99","https://www.cora.ro/micro-fruits-from-nature-afine-500-g-2641050.html","Afine, calitatea I.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2647769","BIO Mango 80g","21.49","https://www.cora.ro/bio-mango-80g-2647769.html","BIO Mango Uscat felii.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2647764","BIO Chipsuri nuca de cocos 75g","17.89","https://www.cora.ro/bio-chipsuri-nuca-de-cocos-75g-2647764.html","BIO Chipsuri din nuca de cocos.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2644614","MAD LUNA Goji 200g","20.79","https://www.cora.ro/mad-luna-goji-200g-2644614.html","Goji deshidratate.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2662251","MAD LUNA Cuburi Portocala Confiata 120 g","5.49","https://www.cora.ro/mad-luna-cuburi-portocala-confiata-120-g-2662251.html","Cuburi de portocala confiata.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2484816","Jasmin goji 100 g","9.19","https://www.cora.ro/jasmin-goji-100-g-2484816.html","Goji deshidratat.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2627623","Noberasco Bio smochine uscate si moi 200 g","16.79","https://www.cora.ro/noberasco-bio-smochine-uscate-si-moi-200-g-2627623.html","Smochine uscate moi. Produs ecologic. UM: Buc","Fructe",2022-02-19,"cora"
"P-2384106","Orlando s prune deshidratate fara samburi soft 200 g","15.21","https://www.cora.ro/orlando-s-prune-deshidratate-fara-samburi-soft-200-g-2384106.html","Orlando s Prune Deshidratate 200g. UM: Buc","Fructe",2022-02-19,"cora"
"P-2644567","MAD LUNA Stafide Glazurate 250g","19.89","https://www.cora.ro/mad-luna-stafide-glazurate-250g-2644567.html","Stafide glazurate ambalate in casoleta, cantitate neta 250 g.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2689894","Alnatura Bio curmale fara samburi 200 g","8.99","https://www.cora.ro/alnatura-bio-curmale-fara-samburi-200-g-2689894.html","Curmale ecologice, fara samburi si deshidratate. . UM: Buc","Fructe",2022-02-19,"cora"
"P-2400063","Mere Golden 2 kg","6.99","https://www.cora.ro/mere-golden-2-kg-2400063.html","Mere Golden calitatea I.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2214957","Zmeura 125g","14.99","https://www.cora.ro/zmeura-125g-2214957.html","Zmeura calitatea I.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2664522","Biofarm Bio merisoare uscate si indulcite 80 g","19.09","https://www.cora.ro/biofarm-bio-merisoare-uscate-si-indulcite-80-g-2664522.html","Merisoare uscate si indulcite cu suc din fructe.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2703355","Fruit show - mix fructe uscate fara adaos zaharuri 50g","6.59","https://www.cora.ro/fruit-show-mix-fructe-uscate-fara-adaos-zaharuri-50g-2703355.html","Un mix delicios de fructe uscate pentru orice ocazie de consum, de la pauzele mici de rasfat pana la momentele extenuante din zi cand ai nevoie de un boost de energie.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2703358","Tropical mix 50g","4.79","https://www.cora.ro/tropical-mix-50g-2703358.html","Un mix delicios de fructe uscate si confiate pentru orice ocazie de consum. De la pauzele mici de rasfat pana la momentele extenuante din zi cand ai nevoie de un boost de energie.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2587191","Banane Dole ECO / kg","9.99","https://www.cora.ro/banane-dole-eco-kg-2587191.html","Dole Banane eco la kg. UM: Kg","Fructe",2022-02-19,"cora"
"P-2468965","Struguri Albi Fara Samburi 500g","12.99","https://www.cora.ro/struguri-albi-fara-samburi-500g-2468965.html","Struguri albi fara samburi din Grecia. UM: Buc","Fructe",2022-02-19,"cora"
"P-1830952","Struguri negri / kg","7.99","https://www.cora.ro/struguri-negri-kg-1830952.html","Struguri negri la kg. UM: Kg","Fructe",2022-02-19,"cora"
"P-1809370","Struguri albi / kg","19.99","https://www.cora.ro/struguri-albi-kg-1809370.html","Struguri albi kg. UM: Kg","Fructe",2022-02-19,"cora"
"P-2432043","Jasmin smochine 200 g","8.59","https://www.cora.ro/jasmin-smochine-200-g-2432043.html","Smochine deshidratate.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2655345","Bio All Green Mix studentesc natur 50 g","5.69","https://www.cora.ro/bio-all-green-mix-studentesc-natur-50-g-2655345.html","O combinatie de nuci si stafide o gustare ideala intre mese.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2655342","Bio All Green Curmale intregi uscate 100 g","7.89","https://www.cora.ro/bio-all-green-curmale-intregi-uscate-100-g-2655342.html","Curmale intregi uscate fara samburi ecologice.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2655343","Bio All Green Smochine intregi uscate 100 g","10.49","https://www.cora.ro/bio-all-green-smochine-intregi-uscate-100-g-2655343.html","Smochine intregi uscate ecologice.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2671042","Noberasco Eco prune deshidratate 200g","17.39","https://www.cora.ro/noberasco-eco-prune-deshidratate-200g-2671042.html","Prune deshidratate.. UM: Buc","Fructe",2022-02-19,"cora"
"P-2682194","Bio Natur drajeuri ecologice ursuleti 150 g","10.89","https://www.cora.ro/bio-natur-drajeuri-ecologice-ursuleti-150-g-2682194.html","Un amestec de drajeuri gumate moi si delicioase, obtinute din fructe exotice. Veti savura aromele fructelor cultivate ecologic cum ar fi: mere, lamai, portocale, zmeura, ananas si coacaze negre.. UM: Buc","Fructe",2022-02-19,"cora"
