"id","nume","pret","link","descriere","subcategorie","data","magazin"
"P-2586746","Nescafe Dolce Gusto Cafe au Lait Intenso cafea 16 capsule 160 g","24.11","https://www.cora.ro/nescafe-dolce-gusto-cafe-au-lait-intenso-cafea-16-capsule-160-g-2586746.html","Descopera NESCAFE Dolce Gusto CafE au Lait Intenso, o cafea cu lapte, cremoasa si intensa, ce se prepara dintr-o singura capsula.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2592817","Tchibo barista caffe boabe crema 1 kg","79.74","https://www.cora.ro/tchibo-barista-caffe-boabe-crema-1-kg-2592817.html","Barista caffe boabe crema.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2551783","Jacobs Cappuccino mix de cafea 10 plicuri x 14.4 g","8.72","https://www.cora.ro/jacobs-cappuccino-mix-de-cafea-10-plicuri-x-14-4-g-2551783.html","In momentele speciale, alege o experienta incantatoare alaturi de Jacobs Cappuccino Original.Gustul sau fin si spumos iti ofera clipa de rasfat binemeritata.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2561121","Tchibo Barista Expresso cafea boabe 1 kg","59.99","https://www.cora.ro/tchibo-barista-expresso-cafea-boabe-1-kg-2561121.html","Cafea prajita boabe 100% arabica. Cantitate: 1 kg.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2587346","L OR Crema Absolu Classique Cafea boabe 500 g","41.99","https://www.cora.ro/l-or-crema-absolu-classique-cafea-boabe-500-g-2587346.html","Savureaza cafeaua boabe L OR Crema Absolu Classique, o aroma delicata si un gust echilibrat. Acorda-ti sansa de a trai o experienta unica, marcata de aroma delicata a boabelor de cafea, prajite cu maiestrie.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2365407","Illy Espresso cafea macinata 250 g","45.25","https://www.cora.ro/illy-espresso-cafea-macinata-250-g-2365407.html","Cafea macinata cu cofeina, 100% Arabica, cu aroma invaluitoare, mereu proaspata, datorita modului special de ambalare sub presiune. Gustul este unul delicat, echilibrat, in care se regasesc note de caramel si ciocolata.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2463733","Dolce Bacio cafea macinata belgiana choco 125g","17.29","https://www.cora.ro/dolce-bacio-cafea-macinata-belgiana-choco-125g-2463733.html","Chocolate Coffee este alegerea ideala pentru cei care adora ciocolata, din boabe de cafea 100% arabica atent selectionate pentru un gust desavarsit.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2463735","Dolce Bacio cafea macinata french vanilla 125g","17.29","https://www.cora.ro/dolce-bacio-cafea-macinata-french-vanilla-125g-2463735.html","Vanilia e unul dintre cele mai apreciate condimente si parca pur si simplu nu ne putem satura de ea. Incearca si tu dolce bacio vanilla, din boabe de cafea 100% arabica atent selectionate pentru un gust desavarsit, cu aroma de vanilie. . UM: Buc","Cafea",2022-02-19,"cora"
"P-2434963","Doncafe Ciocolata calda 24x18 g","14.4","https://www.cora.ro/doncafe-ciocolata-calda-24x18-g-2434963.html","Pudra pentru bautura instant aromatizata cu gust de ciocolata.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2566989","Tchibo Black and white Cafea Boabe 500 g","25.1","https://www.cora.ro/tchibo-black-and-white-cafea-boabe-500-g-2566989.html","Cafea prajita boabe, Amestec cafea Arabica si Robusta.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2594144","Florian Clasic Cafea Decofeinizata 250 g","12.89","https://www.cora.ro/florian-clasic-cafea-decofeinizata-250-g-2594144.html","Cafea decofeinizata de buna calitate, proaspat prajita. Cafea 100% naturala macinata pentru filtru sau ibric.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2432304","Davidoff Fine Aroma cafea macinata 250 g","29.22","https://www.cora.ro/davidoff-fine-aroma-cafea-macinata-250-g-2432304.html","Savureaza o adevarata opera de arta. Davidoff Fine Aroma este o compozitie unica cu o corpolenta medie si aciditate eleganta, completata de o aroma delicata si distincta.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2605680","Jacobs Selection cafea prajita si macinata 250 g","17.09","https://www.cora.ro/jacobs-selection-cafea-prajita-si-macinata-250-g-2605680.html","Iubesti gustul inconfundabil al cafelei 100% Arabica, atent selectionata, prajita si macinata? Atunci trebuie sa descoperi aroma unica a cafelei Jacobs Selection.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2605679","Jacobs Selection cafea prajita si macinata 500 g","19.99","https://www.cora.ro/jacobs-selection-cafea-prajita-si-macinata-500-g-2605679.html","Iubesti gustul inconfundabil al cafelei 100% Arabica, atent selectionata, prajita si macinata? Atunci trebuie sa descoperi aroma unica a cafelei Jacobs Selection.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2594175","Cafe Plus Bio cafea solubila 100 g","21.29","https://www.cora.ro/cafe-plus-bio-cafea-solubila-100-g-2594175.html","Cafea solubila.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2594173","Cafe Plus Cafea instant 100 g","11.69","https://www.cora.ro/cafe-plus-cafea-instant-100-g-2594173.html","Cafea solubila 100% cu continut minim de 2.5% cofeina. Savurati calda, rece sau frape.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2594176","Cafe Plus Cafea instant 200 g","19.89","https://www.cora.ro/cafe-plus-cafea-instant-200-g-2594176.html","Cafea solubila 100% cu continut minim de 2.5% cofeina. Savurati calda, rece sau frape.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2594174","Cafe Plus Cafea Decofeinizata 100 g","16.69","https://www.cora.ro/cafe-plus-cafea-decofeinizata-100-g-2594174.html","Cafea solubila 100% cu continut minim de 0.3% cofeina. Savurati calda, rece sau frape.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2599393","Jacobs 3in1 Latte Mix de cafea 10 plicuri x 12.5 g","5.62","https://www.cora.ro/jacobs-3in1-latte-mix-de-cafea-10-plicuri-x-12-5-g-2599393.html","Descopera noul Jacobs 3in1 Latte, un gust cremos pentru momentul de rasfat al zilei.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2603857","NESCAFE Dolce Gusto Bio Lungo COLOMBIA 12 capsule cafea 12 bauturi 84G","23.52","https://www.cora.ro/nescafe-dolce-gusto-bio-lungo-colombia-12-capsule-cafea-12-bauturi-84g-2603857.html","Descopera sortimentul 100% bio Lungo Colombia din gama origini NESCAFE Dolce Gusto. Bucura-te de cafeaua Arabica din muntii Sierra Nevada ce se remarca prin gustul delicat si notele de migdale prajite, nucsoara si orz.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2500776","Julius Meinl Gourmet Auslese cafea boabe 1 kg","67.09","https://www.cora.ro/julius-meinl-gourmet-auslese-cafea-boabe-1-kg-2500776.html","Cafea naturala prajita, boabe.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2428619","Julius Meinl Jubilaum cafea macinata 500 g","41.39","https://www.cora.ro/julius-meinl-jubilaum-cafea-macinata-500-g-2428619.html","Cafea prajita si macinata.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2594148","Cafe Plus cafea solubila 1.8 g","0.17","https://www.cora.ro/cafe-plus-cafea-solubila-1-8-g-2594148.html","100% cafea instant. Doar regiunile cu cea mai fina cafea din lume pot oferi experienta unica Cafe Plus.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2594107","Florian Bremen cafea macinata 100 g","5.29","https://www.cora.ro/florian-bremen-cafea-macinata-100-g-2594107.html","Cafea 100% Arabica, cu gust rafinat, prajita printr-o metoda speciala care reduce notele amare si accentueaza aroma delicata.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2594170","Cafe Plus cafea solubila 100 x 1.8 g","18.49","https://www.cora.ro/cafe-plus-cafea-solubila-100-x-1-8-g-2594170.html","100% cafea instant. Doar regiunile cu cea mai fina cafea din lume pot oferi experienta unica Cafe Plus.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2594108","Florian Bremen cafea macinata 250 g","13.49","https://www.cora.ro/florian-bremen-cafea-macinata-250-g-2594108.html","Cafea 100% Arabica, naturala macinata pentru filtru sau ibric, de foarte buna calitate, proaspat prajita si ambalata in atmosfera protectoare.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2594171","Cafe Plus cafea solubila 50 g","4.39","https://www.cora.ro/cafe-plus-cafea-solubila-50-g-2594171.html","100% cafea instant. Doar regiunile cu cea mai fina cafea din lume pot oferi experienta unica Cafe Plus.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2594140","Florian Clasic cafea macinata 250 g","9.29","https://www.cora.ro/florian-clasic-cafea-macinata-250-g-2594140.html","Cafea naturala 100%, cu gust puternic prajita printr-o metoda speciala care reduce notele amare si accentueaza gustul clasic al unei cafele tari.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2596074","Stretto Expresso Extra Roasted cafea boabe 1 kg","60.89","https://www.cora.ro/stretto-expresso-extra-roasted-cafea-boabe-1-kg-2596074.html","Cafea obtinuta din amestecul de cafea Arabica de cea mai buna calitate din America Centrala si Brazilia si cafea Robusta. Acest amestec are ce rezultat o cafea aromata, consistenta si tare.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2603853","NESCAFE Dolce Gusto Bio Espresso PERU 12 capsule cafea 12 bauturi 84g","23.52","https://www.cora.ro/nescafe-dolce-gusto-bio-espresso-peru-12-capsule-cafea-12-bauturi-84g-2603853.html","Descopera sortimentul 100% bio Espresso Peru din gama origini NESCAFE Dolce Gusto: cafea Arabica ce se remarca prin note subtile de piper roz, muguri de coacaze negre si aroma de lemn dulce.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2605685","Tassimo Jacobs Caffe Crema Intenso 16 capsule 16 bauturi x 150 ml 132.8 gr","25.99","https://www.cora.ro/tassimo-jacobs-caffe-crema-intenso-16-capsule-16-bauturi-x-150-ml-132-8-gr-2605685.html","Jacobs Caffe Crema Intenso iti ofera o combinatie intensa dar rezonabila cu o aluzie picanta, moale. Foarte prajit pentru o experienta intensa si durabila.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2608628","Doncafe Cremoso cafea espresso 500 g","28.89","https://www.cora.ro/doncafe-cremoso-cafea-espresso-500-g-2608628.html","Cafea boabe prajita. Selectie de boabe aduse din cele mai cunoscute zone ale cafelei (America de Sud, Asia si Africa) se remarca printr-un corp intens si o aciditate scazuta. Gustul de ciocolata neagra ii da o nota usor condimentata.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2514255","Fortuna Rendez-Vous cafea instant pliculet 1.8 g","0.24","https://www.cora.ro/fortuna-rendez-vous-cafea-instant-pliculet-1-8-g-2514255.html","Gustul cu care te-am obisnuit, acum gata cat ai zice cafeluta. Bucura-te de o cescuta in orice situatie cu noul pliculet Rendez-Vous Instant.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2551817","Fortuna Crema cafea boabe 1 kg","36.59","https://www.cora.ro/fortuna-crema-cafea-boabe-1-kg-2551817.html","Daca ai o pasiune pentru cafea, cu siguranta ritualul de pregatire iti desavarseste placerea de a savura pe indelete o licoare proaspata si aromata.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2608625","Doncafe Espresso Perfetto cafea boabe prajita 500 g","29.57","https://www.cora.ro/doncafe-espresso-perfetto-cafea-boabe-prajita-500-g-2608625.html","Boabele de cafea din America Centrala au un corp bogat si o aciditate complexa, usor parfumate si se combina armonios cu cele de origine Sud-americana. Rezulta un corp intens alaturi de un gust usor dulceag si caramelizat cu note florale.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2401737","Compagnia Dell Arabica Cafea Macinata eco 250 g","35.89","https://www.cora.ro/compagnia-dell-arabica-cafea-macinata-eco-250-g-2401737.html","Cafea prajita si macinata pura ambalata in vid. Cea mai buna calitate e cafea arabica de agricultura ecologica de pe plantatii testate si certificate pentru a savura o cafea naturala cu gust bun si dulce.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2378125","NESCAFE BRASERO Cafea Instant 1.8g","0.26","https://www.cora.ro/nescafe-brasero-cafea-instant-1-8g-2378125.html","Incepe-ti ziua cu o cana de cafea NESCAFE BRASERO si lasa savoarea cafelei naturale NESCAFE sa-ti trezeasca simturile, conectandu-te cu lumea.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2614228","Bristot Cafea macinata 100% arabica 250 g","25.59","https://www.cora.ro/bristot-cafea-macinata-100-arabica-250-g-2614228.html","Cafea macinata pentru aparate de espresso, filtru si presa franceza. Cafea aromata, cu tonuri subtile de ciocolata, citrice si fructe.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2623127","L OR Espresso Forza intensitate 9 10 bauturi x 40 ml 10 capsule aluminiu 52 g","16.09","https://www.cora.ro/l-or-espresso-forza-intensitate-9-10-bauturi-x-40-ml-10-capsule-aluminiu-52-g-2623127.html","Capsulele de cafea L OR Espresso Forza iti ofera un espresso deosebit, cu o intensitate fara margini. Aroma complexa de stejar si lemn dulce, iluminate de nuante de chihlimbar care danseaza pe un strat delicat de crema.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2623129","Cafea L OR Espresso Decaffeinato Intensitate 6 10 capsule aluminiu 10 bauturi x 40 ml 52 gr","16.19","https://www.cora.ro/cafea-l-or-espresso-decaffeinato-intensitate-6-10-capsule-aluminiu-10-bauturi-x-40-ml-52-gr-2623129.html","L OR a creat o noua generatie de capsule din aluminiu, special concepute pentru a fi utilizate cu aparatele de cafea Nespresso . Lasati-va captivati de un espresso intens si aromat, cu un strat de crema seducatoare.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2623121","L Or Espresso Lungo Profondo intensitate 8 cafea 10 capsule aluminiu 52 g","16.09","https://www.cora.ro/l-or-espresso-lungo-profondo-intensitate-8-cafea-10-capsule-aluminiu-52-g-2623121.html","Capsulele de cafea L OR Espresso Lungo compatibile cu aparatul Nespresso iti intrece asteptarile cu o aroma intensa si picanta, note fine de migdale prajite si lemn dulce, complimentate de un strat fin de crema stralucitoare.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2623131","Tassimo Baileys Latte Macchiato 2 x 8 capsule cafea si lapte 8 bauturi x 295 ml 264 g","30.89","https://www.cora.ro/tassimo-baileys-latte-macchiato-2-x-8-capsule-cafea-si-lapte-8-bauturi-x-295-ml-264-g-2623131.html","Rasfatati-va cu combinatia tentanta de espresso, aroma delicioasa de lichior crema si spuma cremoasa.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2623123","L Or Espresso Ristretto intensitate 11 cafea 10 capsule aluminiu 52 g","16.09","https://www.cora.ro/l-or-espresso-ristretto-intensitate-11-cafea-10-capsule-aluminiu-52-g-2623123.html","Capsulele de cafea L OR Espresso Ristretto compatibile cu aparatul Nespresso iti uimeste simturile cu personalitatea sa expresiva si aroma picanta.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2619358","La Festa cappuccino clasic 200 g","4.93","https://www.cora.ro/la-festa-cappuccino-clasic-200-g-2619358.html","Bautura instant cu cafea solubila.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2619359","La Festa cappuccino ciocolata 200 g","8.88","https://www.cora.ro/la-festa-cappuccino-ciocolata-200-g-2619359.html","Bautura instant cu cafea solubila si aroma de ciocolata.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2623389","Doncafe Brazilia cafea boabe prajita 500 g","30.49","https://www.cora.ro/doncafe-brazilia-cafea-boabe-prajita-500-g-2623389.html","Ofera-ti un moment de savoare intr-o ceasca fierbinte de cafea braziliana, 100% Arabica. Gustul specific al cafelei braziliene se distinge printr-un corp catifelat, aciditate scazuta si note de nuca.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2624299","Bristot Classico cafea boabe 1 kg","50.29","https://www.cora.ro/bristot-classico-cafea-boabe-1-kg-2624299.html","Este o cafea ideala pentru un espresso bogat, tare, cu o crema groasa si consistenta, aciditate scazuta si corp puternic.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2628956","Jacobs 3in1 Caramel 10 plicuri x 16.9 g","5.62","https://www.cora.ro/jacobs-3in1-caramel-10-plicuri-x-16-9-g-2628956.html","Jacobs 3in1 Caramel reprezinta combinatia perfecta de cafea solubila cu aroma delicata de caramel, usor de pregatit, pentru un moment de rasfat inedit.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2630926","NESCAFE Dolce Gusto Chococino 16 capsule 8 bauturi 256g","23.9","https://www.cora.ro/nescafe-dolce-gusto-chococino-16-capsule-8-bauturi-256g-2630926.html","Un rasfat de ciocolata calda, fina, ce pune In evidenta gustul sofisticat al boabelor de cacao atent selectionate pentru adevaratii iubitori ai gustului de ciocolata: NESCAFE Dolce Gusto Chococino.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2616368","Nescafe Dolce Gusto Expresso Intenso 3+1 160 g","71.4","https://www.cora.ro/nescafe-dolce-gusto-expresso-intenso-3-1-160-g-2616368.html","Cafea prajita si macinata. Espresso Intenso ofera gustul intens aromat, delicios de la prima inghititura si stratul catifelat de spuma apetisanta ce imprumuta discret din culoarea mierii de albine.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2378054","La Festa Cappucino alune 12.5 g","0.49","https://www.cora.ro/la-festa-cappucino-alune-12-5-g-2378054.html","Bautura instant cu cafea solubila si aroma de alune.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2378052","La Festa Cappucino clasic 12.5 g","0.49","https://www.cora.ro/la-festa-cappucino-clasic-12-5-g-2378052.html","Bautura instant cu cafea solubila.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2378055","La Festa Cappucino rom 12.5 g","0.49","https://www.cora.ro/la-festa-cappucino-rom-12-5-g-2378055.html","Bautura instant cu cafea solubila si aroma de rom.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2378056","La Festa Cappucino cu aroma de vanilie 12.5 g","0.49","https://www.cora.ro/la-festa-cappucino-cu-aroma-de-vanilie-12-5-g-2378056.html","Bautura instant cu cafea solubila si aroma de vanilie.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2378053","La Festa cappuccino cu aroma de frisca 12.5 g","0.49","https://www.cora.ro/la-festa-cappuccino-cu-aroma-de-frisca-12-5-g-2378053.html","Bautura instant cu cafea solubila si aroma de ciocolata.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2378059","La Festa Hot Chocolatta bautura instant gust ciocolata alba 25 g","0.66","https://www.cora.ro/la-festa-hot-chocolatta-bautura-instant-gust-ciocolata-alba-25-g-2378059.html","Bautura instant pe baza de lapte, cu gust de ciocolata alba.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2614352","Julius Meinl Jubilaum cafea boabe 500 g","37.99","https://www.cora.ro/julius-meinl-jubilaum-cafea-boabe-500-g-2614352.html","Este o cafea boabe premium, prajita slab spre mediu, ce contine boabe de pe cele mai prestigioase plantatii din Papua Noua Guinee.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2394784","La Festa 3 in 1 Strong Mocca 15.6 g","0.5","https://www.cora.ro/la-festa-3-in-1-strong-mocca-15-6-g-2394784.html","Bautura instant cu cafea, zahar si gust de lapte.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2566267","La Festa Latte Macchiato cappuccino clasic 8 x 22 g","3.89","https://www.cora.ro/la-festa-latte-macchiato-cappuccino-clasic-8-x-22-g-2566267.html","Bautura instant cu lapte, cafea si aroma de vanilie.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2638090","Jacobs Cappuccino Baileys 8 plicuri x 13.5 g","6.98","https://www.cora.ro/jacobs-cappuccino-baileys-8-plicuri-x-13-5-g-2638090.html","Savureaza cafeaua Jacobs subliniata delicat de un strat generos de spuma, cu aroma de lichior - Jacobs Cappuccino Baileys!. UM: Buc","Cafea",2022-02-19,"cora"
"P-2639736","Jacobs Cappuccino Vanilla 8 plicuri x 15 g","6.98","https://www.cora.ro/jacobs-cappuccino-vanilla-8-plicuri-x-15-g-2639736.html","Savureaza cafeaua Jacobs subliniata delicat de un strat generos de spuma, cu aroma de vanilie - Jacobs Cappuccino Vanilla!. UM: Buc","Cafea",2022-02-19,"cora"
"P-2639735","Jacobs Iced Cappuccino Original 8 plicuri x 17.8 g","6.98","https://www.cora.ro/jacobs-iced-cappuccino-original-8-plicuri-x-17-8-g-2639735.html","Savureaza gustul spumos si rece creat pentru clipele de relaxare din zilele calduroase de vara - Jacobs Iced Cappuccino Original!. UM: Buc","Cafea",2022-02-19,"cora"
"P-2641415","Davidoff Crema Intense cafea instant 90 g","30.33","https://www.cora.ro/davidoff-crema-intense-cafea-instant-90-g-2641415.html","Crema Intense va promite o experienta captivanta. Cu un gust puternic, echilibrat, elegant si o textura catifelata, aroma sa este special conceputa pentru a aduce putina insufletire in viata ta.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2641414","Tchibo Barista Espresso cafea boabe 500 g","46.93","https://www.cora.ro/tchibo-barista-espresso-cafea-boabe-500-g-2641414.html","Tchibo Barista contine boabe selectionate din loturi de calitate superioara, intr-un ambalaj inovator ce confera prospetime si conservarea calitatii produsului.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2641568","Amaroy Milde Bohne cafea discuri 20 x 7.2 g","13.99","https://www.cora.ro/amaroy-milde-bohne-cafea-discuri-20-x-7-2-g-2641568.html","Cafea prajita si macinata, produsa din boabe de cafea de calitate superioara, Arabica 100%.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2639590","La Festa 3in1 Clasic 48buc+cana cadou","23.52","https://www.cora.ro/la-festa-3in1-clasic-48buc-cana-cadou-2639590.html","Bautura instant cu cafea, zahar si gust de lapte. Pachetul contine 48 de pliculete si o cana cadou.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2640057","Amaroy Cafea Unser Bester 20x7.2 g","12.19","https://www.cora.ro/amaroy-cafea-unser-bester-20x7-2-g-2640057.html","Cafea prajita si macinata, produsa din boabe de cafea de calitate superioara Arabica 100%.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2642194","Jacobs Barista Editions Espresso Cafea boabe 1kg","71.09","https://www.cora.ro/jacobs-barista-editions-espresso-cafea-boabe-1kg-2642194.html","Lasa-te surprins de cafeaua boabe Jacobs Barista Editions Espresso, cafeaua care aduce calitatea din cafenea la tine acasa printr-un gust complex si bogat, cu note placute de ciocolata neagra.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2642198","Jacobs Barista Editions Crema Cafea boabe 1kg","70.99","https://www.cora.ro/jacobs-barista-editions-crema-cafea-boabe-1kg-2642198.html","Bucura-te de cafeaua boabe Jacobs Barista Editions Crema, care aduce calitatea din cafenea la tine acasa printr-un gust echilibrat, fin si corpolent.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2641889","Nescafe Dolce Gusto Espresso Macchiato cafea 3+1 100 g","71.1","https://www.cora.ro/nescafe-dolce-gusto-espresso-macchiato-cafea-3-1-100-g-2641889.html","Specialitate de cafea solubila cu lapte praf integral.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2642199","La Festa Ice Frappe bautura instant lamaie 24 x 15.6 g","12.69","https://www.cora.ro/la-festa-ice-frappe-bautura-instant-lamaie-24-x-15-6-g-2642199.html","Bautura instant cu cafea, zahar si cu aroma de lamaie.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2642862","Pachet Julius Meinl Prasident cafea macinata 2 x 500 g + cutie cafea","67.98","https://www.cora.ro/pachet-julius-meinl-prasident-cafea-macinata-2-x-500-g-cutie-cafea-2642862.html","Cafea prajita si macinata, ce reprezinta cultura cafenelelor vieneze. Este o cafea mediu prajita, boabele de cafea provin din America Centrala si de Sud, fiind amestecat precaut cu varietati din Asia de Sud-Est. Contine 100% Arabica.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2643147","Doncafe Cafea Solubila 175 g","19.99","https://www.cora.ro/doncafe-cafea-solubila-175-g-2643147.html","Cafea solubila granulata.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2643145","Doncafe Cafea Solubila 75 g","9.19","https://www.cora.ro/doncafe-cafea-solubila-75-g-2643145.html","Cafea solubila granulata.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2644891","Tchibo Privat African Blue Cafea boabe 500 g","31.89","https://www.cora.ro/tchibo-privat-african-blue-cafea-boabe-500-g-2644891.html","Cafea prajita boabe 100% Arabica. Cafea delicata si fina. Delicatetea aromata a celor mai fine cafele braziliene si din America latina, cu note de aluna.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2644892","Tchibo Privat African Gatemala Cafea boabe 500 g","31.89","https://www.cora.ro/tchibo-privat-african-gatemala-cafea-boabe-500-g-2644892.html","Cafea prajita boabe 100% Arabica. Cafea delicata si fina. Delicatetea aromata a celor mai fine cafele braziliene si din America latina, cu note de aluna.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2644893","Tchibo Privat African Brazil Cafea boabe 500 g","31.89","https://www.cora.ro/tchibo-privat-african-brazil-cafea-boabe-500-g-2644893.html","Cafea prajita boabe 100% Arabica. Cafea delicata si fina. Delicatetea aromata a celor mai fine cafele braziliene si din America latina, cu note de aluna.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2566269","La Festa Mochacciono 8x22 g","6.82","https://www.cora.ro/la-festa-mochacciono-8x22-g-2566269.html","Bautura instant cu cafea si aroma de ciocolata.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2646605","Tchibo Family Espresso cafea boabe 1 kg","46.34","https://www.cora.ro/tchibo-family-espresso-cafea-boabe-1-kg-2646605.html","Este o cafea deosebit de aromata. Gustul ei bogat si revigorant va fi pe placul oricarui iubitor de cafea si este alegerea perfecta pentru momentele tale zilnice la o cafea sau pentru o intalnire calduroasa cu familia si prietenii.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2646720","Malongo Bio La Tierra cafea macinata 250 g","44.89","https://www.cora.ro/malongo-bio-la-tierra-cafea-macinata-250-g-2646720.html","Cafea macinata 100% Arabica, placuta si gustoasa, imbogatita de aromele sale deosebite.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2650460","Kimbo Aroma Intenso Cafea prajita boabe 250 g","26.79","https://www.cora.ro/kimbo-aroma-intenso-cafea-prajita-boabe-250-g-2650460.html","O cafea cu un gust bogat si plic. Stilul italian de prajire si aroma patrunzatoare dau acestui amestec intensitatea sa caracteristica.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2650135","Amaroy Extra Bio cafea macinata 500 g","25.39","https://www.cora.ro/amaroy-extra-bio-cafea-macinata-500-g-2650135.html","Cafea ecologica prajita si macinata, produsa din boabe de cafea de calitate superioara.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2431218","JACOBS Velvet Cafea Instant 1.8g","0.33","https://www.cora.ro/jacobs-velvet-cafea-instant-1-8g-2431218.html","Jacobs Velvet este o cafea solubila pudra care se remarca printr-o crema deosebita, aurie si catifelata, ce se mentine timp indelungat. Gustul este unul delicat, iar taria cafelei instant este completata de o aroma invaluitoare.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2378068","JACOBS Kronung Cafea Instant 1.8g","0.4","https://www.cora.ro/jacobs-kronung-cafea-instant-1-8g-2378068.html","Jacobs Kronung - cafea granulata, cu un gust bogat ?i aroma ademenitoare care iti da un plus de energie si te incanta cu aroma ei puternica.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2471176","JACOBS Ice Coffee 18g","0.77","https://www.cora.ro/jacobs-ice-coffee-18g-2471176.html","In zilele de vara ti-e pofta de ceva rece in orice moment. La birou sau in vacanta, Jacobs 3in1 Ice Coffee te racoreste cu o cafea plina de savoare care iti da un refresh pe loc.. UM: Buc","Cafea",2022-02-19,"cora"
"P-2479149","JACOBS 3in1 Milka 18g","0.63","https://www.cora.ro/jacobs-3in1-milka-18g-2479149.html","Savureaza combinatia incantatoare de cafea solubila cu inconfundabila aroma de ciocolata Milka.. UM: Buc","Cafea",2022-02-19,"cora"
